country,subnational1,subnational2,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,gfw_forest_carbon_gross_emissions_2001__Mg_CO2e,gfw_forest_carbon_gross_emissions_2002__Mg_CO2e,gfw_forest_carbon_gross_emissions_2003__Mg_CO2e,gfw_forest_carbon_gross_emissions_2004__Mg_CO2e,gfw_forest_carbon_gross_emissions_2005__Mg_CO2e,gfw_forest_carbon_gross_emissions_2006__Mg_CO2e,gfw_forest_carbon_gross_emissions_2007__Mg_CO2e,gfw_forest_carbon_gross_emissions_2008__Mg_CO2e,gfw_forest_carbon_gross_emissions_2009__Mg_CO2e,gfw_forest_carbon_gross_emissions_2010__Mg_CO2e,gfw_forest_carbon_gross_emissions_2011__Mg_CO2e,gfw_forest_carbon_gross_emissions_2012__Mg_CO2e,gfw_forest_carbon_gross_emissions_2013__Mg_CO2e,gfw_forest_carbon_gross_emissions_2014__Mg_CO2e,gfw_forest_carbon_gross_emissions_2015__Mg_CO2e,gfw_forest_carbon_gross_emissions_2016__Mg_CO2e,gfw_forest_carbon_gross_emissions_2017__Mg_CO2e,gfw_forest_carbon_gross_emissions_2018__Mg_CO2e,gfw_forest_carbon_gross_emissions_2019__Mg_CO2e,gfw_forest_carbon_gross_emissions_2020__Mg_CO2e,gfw_forest_carbon_gross_emissions_2021__Mg_CO2e,gfw_forest_carbon_gross_emissions_2022__Mg_CO2e,gfw_forest_carbon_gross_emissions_2023__Mg_CO2e
Malaysia,Sabah,Kota Kinabalu,15,25637,2955112,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Kinabalu,20,25485,2948033,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Kinabalu,25,25355,2942053,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Kinabalu,30,25149,2932147,117,108413,128880,-20467,78413,85730,26327,83277,73650,74677,65385,83760,185579,45306,74543,157486,56119,203228,149690,172016,100486,153552,166825,131915,117984,86809,120746
Malaysia,Sabah,Kota Kinabalu,50,24223,2880808,119,105960,123552,-17592,76770,83933,25640,81151,72995,74184,64593,82516,183140,44505,73938,155876,55113,197694,142999,165316,97893,149562,161831,129888,115781,84837,116923
Malaysia,Sabah,Kota Kinabalu,75,22120,2728411,123,97646,111704,-14058,69307,77066,23458,75113,66836,70504,62287,76393,167652,39292,70786,150622,51659,184257,127355,149518,89744,135593,142894,122855,106391,79921,106360
Malaysia,Sabah,Kota Marudu,0,174445,19038138,109,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Marudu,10,162256,19015259,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Marudu,15,161534,18981667,118,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Marudu,20,161153,18962610,118,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Marudu,25,160930,18951324,118,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kota Marudu,30,160232,18914892,118,1034437,881601,152836,609732,588948,324404,723917,570838,1105855,734798,784599,1244849,1143496,1305211,957446,852727,1610868,1231944,1385435,1268069,1783183,1650070,1055839,994111,871588,994128
Malaysia,Sabah,Kota Marudu,50,157999,18787977,119,1027180,863007,164172,608533,587539,323814,721326,569858,1104090,733133,783497,1242360,1141409,1302316,954409,846899,1589870,1219538,1366411,1257972,1769029,1634684,1045023,982162,863692,977567
Malaysia,Sabah,Kota Marudu,75,149142,18143205,122,983043,796848,186196,599927,575984,318257,699332,561451,1080943,718475,762353,1213191,1120065,1281654,937010,808654,1476604,1142782,1270432,1195035,1678754,1551573,982281,921441,815474,898327
Malaysia,Sabah,Kuala Penyu,0,46308,3435483,74,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kuala Penyu,10,40938,3415109,83,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kuala Penyu,15,40560,3398191,84,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kuala Penyu,20,40326,3386238,84,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kuala Penyu,25,40162,3379041,84,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kuala Penyu,30,39778,3358860,84,320350,450451,-130101,322319,236611,58572,96480,321124,145888,223792,283929,209630,203975,342599,437415,330532,824623,612676,1252800,241293,267126,254842,197623,145023,136746,222428
Malaysia,Sabah,Kuala Penyu,50,37957,3277086,86,314081,439567,-125486,321767,235986,58262,94350,319131,145611,223184,283232,209227,203292,341936,435898,327172,811182,601811,1186586,235148,262665,248960,192937,140297,131357,213868
Malaysia,Sabah,Kuala Penyu,75,32015,2964161,93,277681,402615,-124934,314994,229556,56644,87285,301757,143667,218283,274424,205551,197830,335598,420636,306838,744138,538616,856289,187566,225094,204710,154036,110540,104565,168048
Malaysia,Sabah,Kudat,0,132220,10774805,81,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kudat,10,112878,10752206,95,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kudat,15,111765,10704208,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kudat,20,111038,10669841,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kudat,25,110612,10650623,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kudat,30,109702,10605322,97,912318,682192,230126,824096,909761,362479,868843,1131662,776596,778122,671931,1561150,1141536,998008,817595,706317,2811781,1529981,1570050,678474,818601,439483,495302,366335,275507,449706
Malaysia,Sabah,Kudat,50,106228,10413283,98,898549,655085,243463,819900,903963,360148,860457,1122445,771400,771163,665954,1550165,1133389,991547,809641,693288,2761132,1495279,1533497,659133,804126,423190,481524,354831,267922,432529
Malaysia,Sabah,Kudat,75,94382,9555962,101,822131,563173,258958,786308,862453,344027,810803,1057861,731075,726071,630056,1471698,1084160,947828,766610,613095,2396619,1323369,1365612,576854,731772,362125,418966,306971,233515,361161
Malaysia,Sabah,Kunak,0,110140,10594325,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kunak,10,98961,10563953,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kunak,15,98469,10539889,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kunak,20,97956,10512038,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kunak,25,97712,10498600,107,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Kunak,30,96970,10456603,108,88631,150672,-62041,54649,64374,85850,436760,183975,72226,31953,89889,33359,368356,69487,60938,14054,92729,53152,82797,30025,32740,17064,95591,22330,20507,25709
Malaysia,Sabah,Kunak,50,95355,10364063,109,88345,149432,-61088,54513,64253,85850,436628,183843,72194,31899,89782,33359,368356,69174,60912,13896,91876,53050,82362,29634,32420,16477,95047,22189,19595,24620
Malaysia,Sabah,Kunak,75,85419,9610090,113,86156,143344,-57188,53727,63514,85254,433932,181840,71304,31407,88832,32942,364582,68357,59515,13128,86797,51252,79055,26853,27853,14120,91832,20211,16288,18984
Malaysia,Sabah,Lahad Datu,0,647639,75130650,116,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Lahad Datu,10,607279,75028921,124,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Lahad Datu,15,605277,74935733,124,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Lahad Datu,20,603064,74816774,124,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Lahad Datu,25,602254,74773542,124,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Lahad Datu,30,599301,74617276,125,1139047,1273381,-134334,935286,1808951,927281,3311649,2857050,3313805,1824844,1636965,255279,2258875,615200,1033550,292760,359809,907259,535012,706863,322596,555251,427492,346591,599376,366341
Malaysia,Sabah,Lahad Datu,50,593307,74286746,125,1135426,1259568,-124142,933468,1806382,927005,3309504,2856241,3313039,1824225,1636100,255192,2258118,614964,1032908,291619,352791,901035,531250,700448,318910,544999,419060,340887,589022,357628
Malaysia,Sabah,Lahad Datu,75,556178,71595195,129,1104834,1199437,-94603,921156,1789721,923620,3285668,2840195,3302534,1814613,1621971,253296,2245026,611558,1025655,268112,321507,835579,488964,630731,295896,477408,375753,284644,502319,295264
Malaysia,Sabah,Nabawan,0,611656,89991371,147,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Nabawan,10,599183,89966088,150,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Nabawan,15,598536,89929086,150,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Nabawan,20,598077,89901186,150,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Nabawan,25,597652,89874829,150,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Nabawan,30,596993,89834400,150,2271253,1577849,693404,723931,410465,642572,951155,918381,1864962,1453214,1181876,1805138,1487573,1803305,2569034,1277383,3165681,2305656,3425938,4490694,3803761,4080546,3054545,4150137,3561884,3110985
Malaysia,Sabah,Nabawan,50,593312,89597173,151,2261966,1552458,709508,721826,408775,641461,948667,916618,1862105,1451586,1180642,1802569,1486082,1801569,2565479,1270563,3146173,2291767,3405283,4471546,3787717,4060845,3037698,4128182,3546202,3091862
Malaysia,Sabah,Nabawan,75,578518,88330803,153,2207883,1458062,749821,706615,398176,632142,928200,903297,1839945,1436601,1168950,1782552,1471806,1790058,2532477,1211174,3021181,2204951,3307561,4364464,3695439,3950611,2955464,4016933,3467376,2995338
Malaysia,Sabah,Papar,0,123318,14415092,117,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Papar,10,113474,14395692,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Papar,15,112833,14369747,127,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Papar,20,112484,14353993,128,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Papar,25,112200,14342444,128,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Papar,30,111642,14317888,128,569720,342731,226989,246842,188819,109523,295815,580092,514528,515087,665502,571775,490625,382419,915029,591292,1516557,1174096,841173,694304,701292,612507,379601,445400,263120,408166
Malaysia,Sabah,Papar,50,109103,14201575,130,564922,326377,238545,245270,187483,108734,294622,577990,513854,513572,663650,570908,489777,381342,912780,588864,1505296,1160154,825174,687292,693072,603382,372883,441705,259125,396281
Malaysia,Sabah,Papar,75,102973,13839651,134,544802,289693,255109,232148,179290,105697,285235,558749,507137,505441,655961,561083,484619,375624,901803,574922,1453015,1098902,770702,662313,663567,571962,351276,426944,245498,358568
Malaysia,Sabah,Penampang,0,45780,5692108,124,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Penampang,10,41811,5685930,136,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Penampang,15,41684,5679721,136,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Penampang,20,41604,5675590,136,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Penampang,25,41533,5672058,137,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Penampang,30,41417,5665833,137,166824,126602,40223,151574,81905,26531,100702,117542,81172,121631,150058,192394,112535,197850,256144,198198,427954,295709,219535,174821,145263,258672,193017,116297,102910,114546
Malaysia,Sabah,Penampang,50,40849,5631811,138,165413,122979,42434,150971,81347,26277,100369,117242,80510,121465,149538,191640,112144,197517,255764,197066,423132,292887,216766,173203,143550,254342,191264,114026,101718,111760
Malaysia,Sabah,Penampang,75,39454,5520955,140,159138,114765,44372,147924,77941,25101,97485,115675,77892,119083,146015,186991,109032,196383,252225,192272,403507,278597,202212,166344,135432,242350,180614,106683,96242,104168
Malaysia,Sabah,Pitas,0,156889,14359445,92,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Pitas,10,140297,14333499,102,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Pitas,15,139334,14292106,103,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Pitas,20,138690,14262774,103,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Pitas,25,138396,14249612,103,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Pitas,30,137548,14208153,103,1759767,956439,803328,1190845,656088,654905,2037082,2107530,1694920,1192427,1737690,2680820,2314767,1624162,2691348,2158196,4713554,2919191,2677106,1123282,1333127,1170078,1014557,845496,838364,1099104
Malaysia,Sabah,Pitas,50,134448,14044745,104,1741583,928070,813513,1187712,654713,652818,2028782,2097988,1686541,1184682,1727319,2672012,2309362,1619431,2681375,2147233,4667204,2883808,2635146,1098766,1296840,1145155,997561,816413,811978,1053573
Malaysia,Sabah,Pitas,75,122856,13264238,108,1649501,824570,824932,1165845,642585,637388,1982329,2045996,1635021,1142637,1665757,2603360,2269467,1594285,2628451,2071826,4441585,2722470,2468394,995412,1121825,983874,875431,673961,689095,881540
Malaysia,Sabah,Putatan,0,2615,95659,37,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Putatan,10,1160,93659,81,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Putatan,15,1121,92057,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Putatan,20,1102,91236,83,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Putatan,25,1084,90505,83,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Putatan,30,1056,89251,84,7183,6058,1125,5681,3455,551,3201,4910,6373,5481,4093,8375,4566,6801,11837,4465,13129,13795,14902,5036,9963,20247,5389,3684,2985,6293
Malaysia,Sabah,Putatan,50,917,82539,90,6844,5140,1704,5626,3316,533,3137,4841,6284,5354,4056,8223,4566,6784,11726,4375,12228,13069,13298,4817,9699,19254,4975,3353,2701,5210
Malaysia,Sabah,Putatan,75,643,66057,103,5729,3452,2277,5138,2706,493,2944,4452,5797,4238,3721,7947,4453,6502,11049,3773,9753,10133,9478,3484,8361,15284,4153,2311,2064,3539
Malaysia,Sabah,Ranau,0,360752,44263097,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Ranau,10,344523,44239155,128,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Ranau,15,343494,44182849,129,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Ranau,20,342882,44148536,129,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Ranau,25,342478,44125295,129,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Ranau,30,341637,44075508,129,1835547,1261142,574405,936330,829654,331495,1105432,915943,1291955,1667493,1750848,1843335,2000215,1236543,2236511,2167779,4107379,3577148,3407374,2078144,2871579,1797050,1692192,1359187,1488680,1525319
Malaysia,Sabah,Ranau,50,337784,43836241,130,1824198,1233320,590877,934278,828280,330324,1102827,914213,1289898,1665293,1749233,1839448,1997682,1234651,2232520,2155022,4078095,3543806,3376323,2064134,2848000,1778971,1668572,1346070,1475534,1503371
Malaysia,Sabah,Ranau,75,322259,42634659,132,1754683,1118910,635773,914262,810488,322034,1076408,895179,1265598,1643282,1720929,1803847,1973866,1217569,2205377,2082079,3893522,3348559,3220253,1970205,2705736,1682748,1545425,1262582,1406335,1391416
Malaysia,Sabah,Sandakan,0,224821,15947913,71,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sandakan,10,194276,15873299,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sandakan,15,193077,15819854,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sandakan,20,191880,15759442,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sandakan,25,191437,15738549,82,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sandakan,30,190319,15684739,82,363741,330946,32795,356016,336460,159468,748012,456688,338177,333829,595718,521073,678031,411907,525749,340324,490058,691997,374719,192271,245205,108173,130985,111649,114962,104571
Malaysia,Sabah,Sandakan,50,186311,15477444,83,361190,321955,39235,355286,335460,159255,746011,454364,337532,333357,594591,519572,676265,411507,524086,337396,481781,681286,370372,189260,243023,105600,128012,109496,112038,101819
Malaysia,Sabah,Sandakan,75,166024,14205559,86,346693,290707,55986,349788,328913,157391,730580,441185,328965,326260,584872,508900,664130,406679,513483,319805,444985,629632,346530,177375,223674,95989,111141,95678,100404,87585
Malaysia,Sabah,Semporna,0,116520,9305326,80,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Semporna,10,96829,9276109,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Semporna,15,95932,9244717,96,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Semporna,20,95286,9217062,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Semporna,25,94954,9203130,97,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Semporna,30,94131,9167422,97,214873,339577,-124703,213792,208417,84818,496318,194516,250583,191643,223514,38645,693616,122960,293298,161703,264187,189971,177345,137836,194762,238901,154401,157308,112774,140783
Malaysia,Sabah,Semporna,50,91303,9042121,99,212198,319336,-107138,213186,207658,84514,494886,193786,249787,190572,222988,38592,691604,122672,292147,158900,257003,187646,171317,134698,191328,233558,148004,152085,108093,135532
Malaysia,Sabah,Semporna,75,80060,8359703,104,196984,257293,-60309,206921,202934,81951,482754,188937,240780,183701,216006,37264,663783,120338,280603,146396,224919,169317,144325,118696,171053,213802,114684,127516,87905,106050
Malaysia,Sabah,Sipitang,0,277357,37925114,137,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sipitang,10,268355,37908399,141,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sipitang,15,267893,37882941,141,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sipitang,20,267580,37864904,142,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sipitang,25,267365,37852522,142,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Sipitang,30,266985,37830513,142,1794304,1671521,122783,1299366,1143247,490789,1281680,1526611,1176705,1650194,1638473,2329791,2451999,3657316,4904428,2463764,4973951,3567700,1826122,988928,825680,672426,550605,472679,484808,891728
Malaysia,Sabah,Sipitang,50,264212,37664298,143,1777253,1635340,141913,1296424,1141130,490144,1279048,1525230,1174190,1636331,1631272,2319012,2446008,3648770,4874872,2417895,4897809,3481960,1804055,969439,820770,665311,545909,469999,481585,859654
Malaysia,Sabah,Sipitang,75,255387,36987047,145,1702233,1507942,194291,1268105,1112242,479867,1253625,1501778,1151216,1568961,1582999,2239856,2358401,3544921,4711386,2277848,4620911,3181027,1708869,903963,798610,636325,528205,457293,468063,796885
Malaysia,Sabah,Tambunan,0,140970,18074376,128,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tambunan,10,135826,18062506,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tambunan,15,135520,18043814,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tambunan,20,135317,18031002,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tambunan,25,135148,18020128,133,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tambunan,30,134853,18000603,133,569331,187605,381725,357530,291217,119812,362067,330857,209529,341223,335178,582785,241086,242382,623867,433676,1503890,1368982,1067598,864786,1016733,804413,464142,576046,384997,571815
Malaysia,Sabah,Tambunan,50,133413,17905577,134,566132,180262,385870,356150,289050,119648,361145,330229,209217,340131,334837,581442,240625,241937,622818,430957,1495296,1360616,1055828,859610,1011584,799304,460921,571810,382232,565657
Malaysia,Sabah,Tambunan,75,128582,17522024,136,545979,158840,387139,346067,264622,117108,353372,321472,205231,332137,325385,566583,233359,237688,615721,413970,1444864,1306809,1000572,830425,977484,766436,440813,550776,368006,538609
Malaysia,Sabah,Tawau,0,593688,63996051,108,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tawau,10,524132,63871715,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tawau,15,521386,63754593,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tawau,20,519404,63662342,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tawau,25,518370,63613180,123,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tawau,30,516209,63506165,123,4042637,1776693,2265944,2876621,3970017,3753617,7805431,5803833,8294272,5568922,8024980,8444193,5083567,4936111,5324695,2015588,4421772,2749564,2165343,2433607,2177974,1557580,1408908,1561475,1433959,1168624
Malaysia,Sabah,Tawau,50,508002,63069100,124,4024933,1743433,2281500,2866131,3953852,3738296,7786579,5796685,8282988,5556843,8003510,8430315,5074279,4924494,5295558,1986849,4387091,2715378,2137537,2414822,2167239,1544625,1394066,1548385,1423838,1144097
Malaysia,Sabah,Tawau,75,470190,60381924,128,3891854,1604236,2287619,2764354,3801313,3626985,7624726,5701761,8139790,5426175,7794808,8275007,4973910,4814439,5126675,1806967,4129185,2497455,1981881,2295187,2093987,1452150,1325912,1458956,1366745,1034277
Malaysia,Sabah,Tenom,0,230009,30993684,135,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tenom,10,219171,30964440,141,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tenom,15,218632,30935357,141,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tenom,20,218187,30910117,142,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tenom,25,217912,30893780,142,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tenom,30,217321,30857707,142,1408129,923592,484536,639776,938550,709853,808391,1301319,941451,1186957,1922840,1892558,1427028,1537800,2388506,1466424,3223362,2865395,1671683,1889717,1118258,1254184,1009588,840821,529763,822733
Malaysia,Sabah,Tenom,50,215285,30728804,143,1399360,905455,493905,636736,929077,708355,806463,1298832,940438,1185627,1921294,1890732,1425209,1532786,2381243,1449814,3200498,2836762,1659001,1877833,1107439,1238005,995424,832629,523406,807679
Malaysia,Sabah,Tenom,75,205029,29863633,146,1333876,811443,522433,609435,875794,689875,784210,1269444,924300,1165784,1902996,1868424,1407669,1484239,2301082,1334426,3029680,2606078,1574017,1795790,1042519,1138070,891470,760670,489278,733887
Malaysia,Sabah,Tongod,0,1029394,149037135,145,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tongod,10,999187,148977894,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tongod,15,997944,148914296,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tongod,20,996985,148862266,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tongod,25,996333,148826363,149,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tongod,30,995182,148761425,149,8004546,2860604,5143941,5767099,6206913,3340880,7427199,8377756,10578111,8362229,12654450,16778952,12196790,7071049,10412050,5064205,14042230,11298293,14138828,7664832,5557307,3510705,2568108,2993747,3668632,4424186
Malaysia,Sabah,Tongod,50,989705,148425144,150,7987197,2824638,5162559,5759438,6198923,3337916,7420032,8372939,10573084,8358210,12649701,16768717,12191682,7066205,10396986,5042394,13983834,11264973,14067647,7636847,5536643,3497051,2549074,2978054,3653815,4401373
Malaysia,Sabah,Tongod,75,966429,146548515,152,7867095,2675716,5191379,5699033,6128590,3303417,7351906,8329181,10536123,8312828,12589438,16655576,12125524,7018157,10306711,4904893,13609901,11045960,13498385,7487883,5416720,3423656,2452869,2891964,3575881,4278588
Malaysia,Sabah,Tuaran,0,117879,13167741,112,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tuaran,10,108739,13153365,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tuaran,15,108089,13127459,121,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tuaran,20,107782,13113111,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tuaran,25,107545,13102483,122,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sabah,Tuaran,30,107146,13083595,122,626802,621771,5031,414043,411745,142210,328215,329491,338438,523572,393635,626182,355225,581071,856303,379672,1274941,1533506,1065336,1000475,744878,803288,727466,557632,569836,459275
Malaysia,Sabah,Tuaran,50,105141,12978662,123,622349,607789,14560,412464,409633,141700,326704,328307,337445,521948,392654,624800,354268,580247,854842,377421,1264875,1520621,1049893,990073,738028,793593,721571,554934,566457,451539
Malaysia,Sabah,Tuaran,75,99785,12601601,126,600362,569927,30435,399373,394818,138379,317918,322625,332107,511546,383247,612789,344627,574466,843745,364330,1222119,1464594,984421,950164,708328,740729,687185,536422,549658,424739
Malaysia,Sarawak,Asajaya,0,12913,726007,56,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Asajaya,10,11418,712470,62,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Asajaya,15,11321,708366,63,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Asajaya,20,11258,705644,63,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Asajaya,25,11221,704023,63,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Asajaya,30,11124,699858,63,131320,186547,-55227,80281,86086,60096,157381,113461,94468,136305,233577,111178,191071,200540,163943,148253,115630,70861,144377,198630,145072,150113,75357,115374,73653,154662
Malaysia,Sarawak,Asajaya,50,10752,682577,63,130278,181052,-50775,79755,85902,59836,157212,113223,94214,136120,232882,110560,190361,200140,163661,147263,114564,70343,141748,197005,142955,147617,74773,112667,72562,151028
Malaysia,Sarawak,Asajaya,75,9440,617687,65,124937,163091,-38155,77539,83883,58500,155820,112302,92341,132197,227266,108895,186685,196549,158815,142040,109614,65596,129833,185605,133953,138219,71464,104268,65019,137142
Malaysia,Sarawak,Bau,0,94131,10231560,109,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bau,10,89153,10221662,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bau,15,88836,10206491,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bau,20,88609,10195458,115,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,Sarawak,Bau,25,88480,10189097,115,,,,,,,,,,,,,,,,,,,,,,,,,,
