country,subnational1,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,Putrajaya,2006,10,1720,127212,74,,,,
Malaysia,Putrajaya,2006,15,1670,124934,75,,,,
Malaysia,Putrajaya,2006,20,1644,123683,75,,,,
Malaysia,Putrajaya,2006,25,1618,122523,76,,,,
Malaysia,Putrajaya,2006,30,1583,120859,76,6730.0,11311.0,-4580.0,1481.0
Malaysia,Putrajaya,2006,50,1395,109968,79,6109.0,10649.0,-4539.0,1385.0
Malaysia,Putrajaya,2006,75,925,77700,84,4265.0,9158.0,-4893.0,1175.0
Malaysia,Sabah,2006,0,7372091,833296406,113,,,,
Malaysia,Sabah,2006,10,6769712,832107145,123,,,,
Malaysia,Sabah,2006,15,6742543,830848059,123,,,,
Malaysia,Sabah,2006,20,6721855,829806182,123,,,,
Malaysia,Sabah,2006,25,6710515,829233966,124,,,,
Malaysia,Sabah,2006,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,44460842.0
Malaysia,Sabah,2006,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,44380895.0
Malaysia,Sabah,2006,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,43617636.0
Malaysia,Sarawak,2006,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2006,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2006,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2006,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2006,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2006,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,99030188.0
Malaysia,Sarawak,2006,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,98842937.0
Malaysia,Sarawak,2006,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,97460269.0
Malaysia,Selangor,2006,0,782443,55057927,70,,,,
Malaysia,Selangor,2006,10,581303,54785119,94,,,,
Malaysia,Selangor,2006,15,575405,54537124,95,,,,
Malaysia,Selangor,2006,20,571761,54377662,95,,,,
Malaysia,Selangor,2006,25,568977,54259317,95,,,,
Malaysia,Selangor,2006,30,564558,54064971,96,3129864.0,2589350.0,540514.0,1859805.0
Malaysia,Selangor,2006,50,543059,53006083,98,3074550.0,2461992.0,612558.0,1841385.0
Malaysia,Selangor,2006,75,477581,49218157,103,2784878.0,2104015.0,680863.0,1687646.0
Malaysia,Trengganu,2006,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2006,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2006,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2006,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2006,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2006,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,4734593.0
Malaysia,Trengganu,2006,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,4721956.0
Malaysia,Trengganu,2006,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,4576470.0
Malaysia,Johor,2007,0,1911485,161690598,85,,,,
Malaysia,Johor,2007,10,1625635,161322141,99,,,,
Malaysia,Johor,2007,15,1614670,160842410,100,,,,
Malaysia,Johor,2007,20,1606540,160463313,100,,,,
Malaysia,Johor,2007,25,1601965,160254374,100,,,,
Malaysia,Johor,2007,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,16805802.0
Malaysia,Johor,2007,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,16748397.0
Malaysia,Johor,2007,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,16187142.0
Malaysia,Kedah,2007,0,951787,79675819,84,,,,
Malaysia,Kedah,2007,10,693911,79000112,114,,,,
Malaysia,Kedah,2007,15,687911,78642913,114,,,,
Malaysia,Kedah,2007,20,683626,78375777,115,,,,
Malaysia,Kedah,2007,25,681331,78241635,115,,,,
Malaysia,Kedah,2007,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,3163210.0
Malaysia,Kedah,2007,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,3141831.0
Malaysia,Kedah,2007,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,2871096.0
Malaysia,Kelantan,2007,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2007,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2007,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2007,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2007,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2007,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,13635471.0
Malaysia,Kelantan,2007,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,13588358.0
Malaysia,Kelantan,2007,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,13162381.0
Malaysia,Kuala Lumpur,2007,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2007,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2007,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2007,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2007,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2007,30,4827,414389,86,27299.0,32459.0,-5160.0,26536.0
Malaysia,Kuala Lumpur,2007,50,3914,357079,91,25217.0,27488.0,-2271.0,24868.0
Malaysia,Kuala Lumpur,2007,75,2446,242429,99,17576.0,20220.0,-2644.0,17451.0
Malaysia,Labuan,2007,0,9066,436021,48,,,,
Malaysia,Labuan,2007,10,4730,426512,90,,,,
Malaysia,Labuan,2007,15,4599,419801,91,,,,
Malaysia,Labuan,2007,20,4527,415628,92,,,,
Malaysia,Labuan,2007,25,4480,413030,92,,,,
Malaysia,Labuan,2007,30,4323,403863,93,20672.0,27011.0,-6340.0,22354.0
Malaysia,Labuan,2007,50,3926,378890,97,19743.0,24960.0,-5217.0,22155.0
Malaysia,Labuan,2007,75,3014,310672,103,16622.0,20357.0,-3734.0,20161.0
Malaysia,Melaka,2007,0,165403,9575243,58,,,,
Malaysia,Melaka,2007,10,117339,9527472,81,,,,
Malaysia,Melaka,2007,15,115661,9445345,82,,,,
Malaysia,Melaka,2007,20,114475,9384085,82,,,,
Malaysia,Melaka,2007,25,113794,9349258,82,,,,
Malaysia,Melaka,2007,30,112675,9291768,82,1139800.0,691561.0,448240.0,1394038.0
Malaysia,Melaka,2007,50,106873,8942334,84,1121624.0,649345.0,472279.0,1386243.0
Malaysia,Melaka,2007,75,88815,7609803,86,1007607.0,523053.0,484553.0,1303181.0
Malaysia,Negeri Sembilan,2007,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2007,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2007,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2007,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2007,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2007,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,4770080.0
Malaysia,Negeri Sembilan,2007,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,4750397.0
Malaysia,Negeri Sembilan,2007,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,4507386.0
Malaysia,Pahang,2007,0,3585238,422471528,118,,,,
Malaysia,Pahang,2007,10,3327704,422127448,127,,,,
Malaysia,Pahang,2007,15,3316955,421598747,127,,,,
Malaysia,Pahang,2007,20,3308545,421163557,127,,,,
Malaysia,Pahang,2007,25,3303635,420910143,127,,,,
Malaysia,Pahang,2007,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,24380489.0
Malaysia,Pahang,2007,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,24336533.0
Malaysia,Pahang,2007,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,23835189.0
Malaysia,Perak,2007,0,2091110,207202266,99,,,,
Malaysia,Perak,2007,10,1795110,206728430,115,,,,
Malaysia,Perak,2007,15,1785066,206237585,116,,,,
Malaysia,Perak,2007,20,1778841,205918927,116,,,,
Malaysia,Perak,2007,25,1774699,205715084,116,,,,
Malaysia,Perak,2007,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,6762895.0
Malaysia,Perak,2007,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,6739321.0
Malaysia,Perak,2007,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,6518672.0
Malaysia,Perlis,2007,0,82349,2952940,36,,,,
Malaysia,Perlis,2007,10,29311,2832283,97,,,,
Malaysia,Perlis,2007,15,28648,2794018,98,,,,
Malaysia,Perlis,2007,20,28308,2774155,98,,,,
Malaysia,Perlis,2007,25,28044,2760716,98,,,,
Malaysia,Perlis,2007,30,27367,2719784,99,98894.0,148532.0,-49639.0,34448.0
Malaysia,Perlis,2007,50,25598,2601968,102,95885.0,139687.0,-43803.0,33847.0
Malaysia,Perlis,2007,75,19860,2078232,105,74585.0,115701.0,-41116.0,28521.0
Malaysia,Pulau Pinang,2007,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2007,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2007,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2007,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2007,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2007,30,46677,4001163,86,100482.0,173060.0,-72578.0,80739.0
Malaysia,Pulau Pinang,2007,50,43161,3803492,88,96960.0,159433.0,-62472.0,78457.0
Malaysia,Pulau Pinang,2007,75,32935,3131770,95,79387.0,124248.0,-44860.0,68041.0
Malaysia,Putrajaya,2007,0,6173,130052,21,,,,
Malaysia,Putrajaya,2007,10,1720,127212,74,,,,
Malaysia,Putrajaya,2007,15,1670,124934,75,,,,
Malaysia,Putrajaya,2007,20,1644,123683,75,,,,
Malaysia,Putrajaya,2007,25,1618,122523,76,,,,
Malaysia,Putrajaya,2007,30,1583,120859,76,6730.0,11311.0,-4580.0,4488.0
Malaysia,Putrajaya,2007,50,1395,109968,79,6109.0,10649.0,-4539.0,4379.0
Malaysia,Putrajaya,2007,75,925,77700,84,4265.0,9158.0,-4893.0,3556.0
Malaysia,Sabah,2007,0,7372091,833296406,113,,,,
Malaysia,Sabah,2007,10,6769712,832107145,123,,,,
Malaysia,Sabah,2007,15,6742543,830848059,123,,,,
Malaysia,Sabah,2007,20,6721855,829806182,123,,,,
Malaysia,Sabah,2007,25,6710515,829233966,124,,,,
Malaysia,Sabah,2007,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,35069414.0
Malaysia,Sabah,2007,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,34980551.0
Malaysia,Sabah,2007,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,34266629.0
Malaysia,Sarawak,2007,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2007,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2007,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2007,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2007,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2007,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,154630382.0
Malaysia,Sarawak,2007,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,154438683.0
Malaysia,Sarawak,2007,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,152522915.0
Malaysia,Selangor,2007,0,782443,55057927,70,,,,
Malaysia,Selangor,2007,10,581303,54785119,94,,,,
Malaysia,Selangor,2007,15,575405,54537124,95,,,,
Malaysia,Selangor,2007,20,571761,54377662,95,,,,
Malaysia,Selangor,2007,25,568977,54259317,95,,,,
Malaysia,Selangor,2007,30,564558,54064971,96,3129864.0,2589350.0,540514.0,3699269.0
Malaysia,Selangor,2007,50,543059,53006083,98,3074550.0,2461992.0,612558.0,3671482.0
Malaysia,Selangor,2007,75,477581,49218157,103,2784878.0,2104015.0,680863.0,3437485.0
Malaysia,Trengganu,2007,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2007,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2007,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2007,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2007,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2007,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,4979255.0
Malaysia,Trengganu,2007,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,4964027.0
Malaysia,Trengganu,2007,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,4791028.0
Malaysia,Johor,2008,0,1911485,161690598,85,,,,
Malaysia,Johor,2008,10,1625635,161322141,99,,,,
Malaysia,Johor,2008,15,1614670,160842410,100,,,,
Malaysia,Johor,2008,20,1606540,160463313,100,,,,
Malaysia,Johor,2008,25,1601965,160254374,100,,,,
Malaysia,Johor,2008,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,8217932.0
Malaysia,Johor,2008,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,8190972.0
Malaysia,Johor,2008,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,7936761.0
Malaysia,Kedah,2008,0,951787,79675819,84,,,,
Malaysia,Kedah,2008,10,693911,79000112,114,,,,
Malaysia,Kedah,2008,15,687911,78642913,114,,,,
Malaysia,Kedah,2008,20,683626,78375777,115,,,,
Malaysia,Kedah,2008,25,681331,78241635,115,,,,
Malaysia,Kedah,2008,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,5311406.0
Malaysia,Kedah,2008,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,5281453.0
Malaysia,Kedah,2008,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,4866236.0
Malaysia,Kelantan,2008,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2008,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2008,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2008,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2008,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2008,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,7364290.0
Malaysia,Kelantan,2008,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,7345488.0
Malaysia,Kelantan,2008,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,7149207.0
Malaysia,Kuala Lumpur,2008,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2008,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2008,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2008,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2008,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2008,30,4827,414389,86,27299.0,32459.0,-5160.0,27896.0
Malaysia,Kuala Lumpur,2008,50,3914,357079,91,25217.0,27488.0,-2271.0,27569.0
Malaysia,Kuala Lumpur,2008,75,2446,242429,99,17576.0,20220.0,-2644.0,24983.0
Malaysia,Labuan,2008,0,9066,436021,48,,,,
Malaysia,Labuan,2008,10,4730,426512,90,,,,
Malaysia,Labuan,2008,15,4599,419801,91,,,,
Malaysia,Labuan,2008,20,4527,415628,92,,,,
Malaysia,Labuan,2008,25,4480,413030,92,,,,
Malaysia,Labuan,2008,30,4323,403863,93,20672.0,27011.0,-6340.0,19034.0
Malaysia,Labuan,2008,50,3926,378890,97,19743.0,24960.0,-5217.0,18687.0
Malaysia,Labuan,2008,75,3014,310672,103,16622.0,20357.0,-3734.0,17319.0
Malaysia,Melaka,2008,0,165403,9575243,58,,,,
Malaysia,Melaka,2008,10,117339,9527472,81,,,,
Malaysia,Melaka,2008,15,115661,9445345,82,,,,
Malaysia,Melaka,2008,20,114475,9384085,82,,,,
Malaysia,Melaka,2008,25,113794,9349258,82,,,,
Malaysia,Melaka,2008,30,112675,9291768,82,1139800.0,691561.0,448240.0,910442.0
Malaysia,Melaka,2008,50,106873,8942334,84,1121624.0,649345.0,472279.0,904859.0
Malaysia,Melaka,2008,75,88815,7609803,86,1007607.0,523053.0,484553.0,838799.0
Malaysia,Negeri Sembilan,2008,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2008,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2008,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2008,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2008,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2008,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,4433964.0
Malaysia,Negeri Sembilan,2008,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,4423485.0
Malaysia,Negeri Sembilan,2008,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,4287349.0
Malaysia,Pahang,2008,0,3585238,422471528,118,,,,
Malaysia,Pahang,2008,10,3327704,422127448,127,,,,
Malaysia,Pahang,2008,15,3316955,421598747,127,,,,
Malaysia,Pahang,2008,20,3308545,421163557,127,,,,
Malaysia,Pahang,2008,25,3303635,420910143,127,,,,
Malaysia,Pahang,2008,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,17787075.0
Malaysia,Pahang,2008,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,17748169.0
Malaysia,Pahang,2008,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,17381237.0
Malaysia,Perak,2008,0,2091110,207202266,99,,,,
Malaysia,Perak,2008,10,1795110,206728430,115,,,,
Malaysia,Perak,2008,15,1785066,206237585,116,,,,
Malaysia,Perak,2008,20,1778841,205918927,116,,,,
Malaysia,Perak,2008,25,1774699,205715084,116,,,,
Malaysia,Perak,2008,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,5078305.0
Malaysia,Perak,2008,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,5063482.0
Malaysia,Perak,2008,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,4924549.0
Malaysia,Perlis,2008,0,82349,2952940,36,,,,
Malaysia,Perlis,2008,10,29311,2832283,97,,,,
Malaysia,Perlis,2008,15,28648,2794018,98,,,,
Malaysia,Perlis,2008,20,28308,2774155,98,,,,
Malaysia,Perlis,2008,25,28044,2760716,98,,,,
Malaysia,Perlis,2008,30,27367,2719784,99,98894.0,148532.0,-49639.0,31502.0
Malaysia,Perlis,2008,50,25598,2601968,102,95885.0,139687.0,-43803.0,30296.0
Malaysia,Perlis,2008,75,19860,2078232,105,74585.0,115701.0,-41116.0,22813.0
Malaysia,Pulau Pinang,2008,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2008,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2008,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2008,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2008,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2008,30,46677,4001163,86,100482.0,173060.0,-72578.0,79222.0
Malaysia,Pulau Pinang,2008,50,43161,3803492,88,96960.0,159433.0,-62472.0,77476.0
Malaysia,Pulau Pinang,2008,75,32935,3131770,95,79387.0,124248.0,-44860.0,63560.0
Malaysia,Putrajaya,2008,0,6173,130052,21,,,,
Malaysia,Putrajaya,2008,10,1720,127212,74,,,,
Malaysia,Putrajaya,2008,15,1670,124934,75,,,,
Malaysia,Putrajaya,2008,20,1644,123683,75,,,,
Malaysia,Putrajaya,2008,25,1618,122523,76,,,,
Malaysia,Putrajaya,2008,30,1583,120859,76,6730.0,11311.0,-4580.0,678.0
Malaysia,Putrajaya,2008,50,1395,109968,79,6109.0,10649.0,-4539.0,495.0
Malaysia,Putrajaya,2008,75,925,77700,84,4265.0,9158.0,-4893.0,231.0
Malaysia,Sabah,2008,0,7372091,833296406,113,,,,
Malaysia,Sabah,2008,10,6769712,832107145,123,,,,
Malaysia,Sabah,2008,15,6742543,830848059,123,,,,
Malaysia,Sabah,2008,20,6721855,829806182,123,,,,
Malaysia,Sabah,2008,25,6710515,829233966,124,,,,
Malaysia,Sabah,2008,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,47190292.0
Malaysia,Sabah,2008,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,47097574.0
Malaysia,Sabah,2008,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,46221572.0
Malaysia,Sarawak,2008,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2008,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2008,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2008,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2008,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2008,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,141658058.0
Malaysia,Sarawak,2008,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,141535420.0
Malaysia,Sarawak,2008,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,140384869.0
Malaysia,Selangor,2008,0,782443,55057927,70,,,,
Malaysia,Selangor,2008,10,581303,54785119,94,,,,
Malaysia,Selangor,2008,15,575405,54537124,95,,,,
Malaysia,Selangor,2008,20,571761,54377662,95,,,,
Malaysia,Selangor,2008,25,568977,54259317,95,,,,
Malaysia,Selangor,2008,30,564558,54064971,96,3129864.0,2589350.0,540514.0,2827799.0
Malaysia,Selangor,2008,50,543059,53006083,98,3074550.0,2461992.0,612558.0,2813827.0
Malaysia,Selangor,2008,75,477581,49218157,103,2784878.0,2104015.0,680863.0,2685578.0
Malaysia,Trengganu,2008,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2008,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2008,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2008,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2008,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2008,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,6118145.0
Malaysia,Trengganu,2008,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,6095654.0
Malaysia,Trengganu,2008,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,5884122.0
Malaysia,Johor,2009,0,1911485,161690598,85,,,,
Malaysia,Johor,2009,10,1625635,161322141,99,,,,
Malaysia,Johor,2009,15,1614670,160842410,100,,,,
Malaysia,Johor,2009,20,1606540,160463313,100,,,,
Malaysia,Johor,2009,25,1601965,160254374,100,,,,
Malaysia,Johor,2009,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,21209437.0
Malaysia,Johor,2009,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,21153933.0
Malaysia,Johor,2009,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,20570772.0
Malaysia,Kedah,2009,0,951787,79675819,84,,,,
Malaysia,Kedah,2009,10,693911,79000112,114,,,,
Malaysia,Kedah,2009,15,687911,78642913,114,,,,
Malaysia,Kedah,2009,20,683626,78375777,115,,,,
Malaysia,Kedah,2009,25,681331,78241635,115,,,,
Malaysia,Kedah,2009,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,4108267.0
Malaysia,Kedah,2009,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,4079658.0
Malaysia,Kedah,2009,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,3648363.0
Malaysia,Kelantan,2009,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2009,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2009,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2009,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2009,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2009,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,19093763.0
Malaysia,Kelantan,2009,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,19047981.0
Malaysia,Kelantan,2009,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,18583590.0
Malaysia,Kuala Lumpur,2009,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2009,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2009,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2009,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2009,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2009,30,4827,414389,86,27299.0,32459.0,-5160.0,39608.0
Malaysia,Kuala Lumpur,2009,50,3914,357079,91,25217.0,27488.0,-2271.0,38706.0
Malaysia,Kuala Lumpur,2009,75,2446,242429,99,17576.0,20220.0,-2644.0,33014.0
Malaysia,Labuan,2009,0,9066,436021,48,,,,
Malaysia,Labuan,2009,10,4730,426512,90,,,,
Malaysia,Labuan,2009,15,4599,419801,91,,,,
Malaysia,Labuan,2009,20,4527,415628,92,,,,
Malaysia,Labuan,2009,25,4480,413030,92,,,,
Malaysia,Labuan,2009,30,4323,403863,93,20672.0,27011.0,-6340.0,17531.0
Malaysia,Labuan,2009,50,3926,378890,97,19743.0,24960.0,-5217.0,17392.0
Malaysia,Labuan,2009,75,3014,310672,103,16622.0,20357.0,-3734.0,15803.0
Malaysia,Melaka,2009,0,165403,9575243,58,,,,
Malaysia,Melaka,2009,10,117339,9527472,81,,,,
Malaysia,Melaka,2009,15,115661,9445345,82,,,,
Malaysia,Melaka,2009,20,114475,9384085,82,,,,
Malaysia,Melaka,2009,25,113794,9349258,82,,,,
Malaysia,Melaka,2009,30,112675,9291768,82,1139800.0,691561.0,448240.0,1454480.0
Malaysia,Melaka,2009,50,106873,8942334,84,1121624.0,649345.0,472279.0,1445673.0
Malaysia,Melaka,2009,75,88815,7609803,86,1007607.0,523053.0,484553.0,1357346.0
Malaysia,Negeri Sembilan,2009,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2009,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2009,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2009,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2009,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2009,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,9014417.0
Malaysia,Negeri Sembilan,2009,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,8990621.0
Malaysia,Negeri Sembilan,2009,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,8722137.0
Malaysia,Pahang,2009,0,3585238,422471528,118,,,,
Malaysia,Pahang,2009,10,3327704,422127448,127,,,,
Malaysia,Pahang,2009,15,3316955,421598747,127,,,,
Malaysia,Pahang,2009,20,3308545,421163557,127,,,,
Malaysia,Pahang,2009,25,3303635,420910143,127,,,,
Malaysia,Pahang,2009,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,29892306.0
Malaysia,Pahang,2009,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,29837662.0
Malaysia,Pahang,2009,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,29291357.0
Malaysia,Perak,2009,0,2091110,207202266,99,,,,
Malaysia,Perak,2009,10,1795110,206728430,115,,,,
Malaysia,Perak,2009,15,1785066,206237585,116,,,,
Malaysia,Perak,2009,20,1778841,205918927,116,,,,
Malaysia,Perak,2009,25,1774699,205715084,116,,,,
Malaysia,Perak,2009,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,9685553.0
Malaysia,Perak,2009,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,9654559.0
Malaysia,Perak,2009,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,9398763.0
Malaysia,Perlis,2009,0,82349,2952940,36,,,,
