country,subnational1,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,Melaka,2018,0,165403,9575243,58,,,,
Malaysia,Melaka,2018,10,117339,9527472,81,,,,
Malaysia,Melaka,2018,15,115661,9445345,82,,,,
Malaysia,Melaka,2018,20,114475,9384085,82,,,,
Malaysia,Melaka,2018,25,113794,9349258,82,,,,
Malaysia,Melaka,2018,30,112675,9291768,82,1139800.0,691561.0,448240.0,1765323.0
Malaysia,Melaka,2018,50,106873,8942334,84,1121624.0,649345.0,472279.0,1724874.0
Malaysia,Melaka,2018,75,88815,7609803,86,1007607.0,523053.0,484553.0,1504548.0
Malaysia,Negeri Sembilan,2018,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2018,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2018,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2018,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2018,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2018,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,5943532.0
Malaysia,Negeri Sembilan,2018,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,5834924.0
Malaysia,Negeri Sembilan,2018,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,5226004.0
Malaysia,Pahang,2018,0,3585238,422471528,118,,,,
Malaysia,Pahang,2018,10,3327704,422127448,127,,,,
Malaysia,Pahang,2018,15,3316955,421598747,127,,,,
Malaysia,Pahang,2018,20,3308545,421163557,127,,,,
Malaysia,Pahang,2018,25,3303635,420910143,127,,,,
Malaysia,Pahang,2018,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,31819649.0
Malaysia,Pahang,2018,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,31569319.0
Malaysia,Pahang,2018,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,30124658.0
Malaysia,Perak,2018,0,2091110,207202266,99,,,,
Malaysia,Perak,2018,10,1795110,206728430,115,,,,
Malaysia,Perak,2018,15,1785066,206237585,116,,,,
Malaysia,Perak,2018,20,1778841,205918927,116,,,,
Malaysia,Perak,2018,25,1774699,205715084,116,,,,
Malaysia,Perak,2018,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,8120613.0
Malaysia,Perak,2018,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,8020169.0
Malaysia,Perak,2018,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,7572762.0
Malaysia,Perlis,2018,0,82349,2952940,36,,,,
Malaysia,Perlis,2018,10,29311,2832283,97,,,,
Malaysia,Perlis,2018,15,28648,2794018,98,,,,
Malaysia,Perlis,2018,20,28308,2774155,98,,,,
Malaysia,Perlis,2018,25,28044,2760716,98,,,,
Malaysia,Perlis,2018,30,27367,2719784,99,98894.0,148532.0,-49639.0,108774.0
Malaysia,Perlis,2018,50,25598,2601968,102,95885.0,139687.0,-43803.0,103798.0
Malaysia,Perlis,2018,75,19860,2078232,105,74585.0,115701.0,-41116.0,70530.0
Malaysia,Pulau Pinang,2018,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2018,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2018,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2018,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2018,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2018,30,46677,4001163,86,100482.0,173060.0,-72578.0,87206.0
Malaysia,Pulau Pinang,2018,50,43161,3803492,88,96960.0,159433.0,-62472.0,83293.0
Malaysia,Pulau Pinang,2018,75,32935,3131770,95,79387.0,124248.0,-44860.0,67059.0
Malaysia,Putrajaya,2018,0,6173,130052,21,,,,
Malaysia,Putrajaya,2018,10,1720,127212,74,,,,
Malaysia,Putrajaya,2018,15,1670,124934,75,,,,
Malaysia,Putrajaya,2018,20,1644,123683,75,,,,
Malaysia,Putrajaya,2018,25,1618,122523,76,,,,
Malaysia,Putrajaya,2018,30,1583,120859,76,6730.0,11311.0,-4580.0,14003.0
Malaysia,Putrajaya,2018,50,1395,109968,79,6109.0,10649.0,-4539.0,12280.0
Malaysia,Putrajaya,2018,75,925,77700,84,4265.0,9158.0,-4893.0,7020.0
Malaysia,Sabah,2018,0,7372091,833296406,113,,,,
Malaysia,Sabah,2018,10,6769712,832107145,123,,,,
Malaysia,Sabah,2018,15,6742543,830848059,123,,,,
Malaysia,Sabah,2018,20,6721855,829806182,123,,,,
Malaysia,Sabah,2018,25,6710515,829233966,124,,,,
Malaysia,Sabah,2018,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,30868695.0
Malaysia,Sabah,2018,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,30565939.0
Malaysia,Sabah,2018,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,28893735.0
Malaysia,Sarawak,2018,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2018,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2018,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2018,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2018,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2018,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,97024380.0
Malaysia,Sarawak,2018,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,96306027.0
Malaysia,Sarawak,2018,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,92950151.0
Malaysia,Selangor,2018,0,782443,55057927,70,,,,
Malaysia,Selangor,2018,10,581303,54785119,94,,,,
Malaysia,Selangor,2018,15,575405,54537124,95,,,,
Malaysia,Selangor,2018,20,571761,54377662,95,,,,
Malaysia,Selangor,2018,25,568977,54259317,95,,,,
Malaysia,Selangor,2018,30,564558,54064971,96,3129864.0,2589350.0,540514.0,3395824.0
Malaysia,Selangor,2018,50,543059,53006083,98,3074550.0,2461992.0,612558.0,3311039.0
Malaysia,Selangor,2018,75,477581,49218157,103,2784878.0,2104015.0,680863.0,2924891.0
Malaysia,Trengganu,2018,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2018,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2018,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2018,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2018,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2018,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,7752526.0
Malaysia,Trengganu,2018,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,7645360.0
Malaysia,Trengganu,2018,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,6974830.0
Malaysia,Johor,2019,0,1911485,161690598,85,,,,
Malaysia,Johor,2019,10,1625635,161322141,99,,,,
Malaysia,Johor,2019,15,1614670,160842410,100,,,,
Malaysia,Johor,2019,20,1606540,160463313,100,,,,
Malaysia,Johor,2019,25,1601965,160254374,100,,,,
Malaysia,Johor,2019,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,11383557.0
Malaysia,Johor,2019,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,11113011.0
Malaysia,Johor,2019,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,9836864.0
Malaysia,Kedah,2019,0,951787,79675819,84,,,,
Malaysia,Kedah,2019,10,693911,79000112,114,,,,
Malaysia,Kedah,2019,15,687911,78642913,114,,,,
Malaysia,Kedah,2019,20,683626,78375777,115,,,,
Malaysia,Kedah,2019,25,681331,78241635,115,,,,
Malaysia,Kedah,2019,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,6847292.0
Malaysia,Kedah,2019,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,6659881.0
Malaysia,Kedah,2019,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,5748214.0
Malaysia,Kelantan,2019,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2019,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2019,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2019,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2019,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2019,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,19048912.0
Malaysia,Kelantan,2019,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,18937037.0
Malaysia,Kelantan,2019,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,18199877.0
Malaysia,Kuala Lumpur,2019,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2019,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2019,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2019,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2019,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2019,30,4827,414389,86,27299.0,32459.0,-5160.0,16467.0
Malaysia,Kuala Lumpur,2019,50,3914,357079,91,25217.0,27488.0,-2271.0,15136.0
Malaysia,Kuala Lumpur,2019,75,2446,242429,99,17576.0,20220.0,-2644.0,10909.0
Malaysia,Labuan,2019,0,9066,436021,48,,,,
Malaysia,Labuan,2019,10,4730,426512,90,,,,
Malaysia,Labuan,2019,15,4599,419801,91,,,,
Malaysia,Labuan,2019,20,4527,415628,92,,,,
Malaysia,Labuan,2019,25,4480,413030,92,,,,
Malaysia,Labuan,2019,30,4323,403863,93,20672.0,27011.0,-6340.0,9703.0
Malaysia,Labuan,2019,50,3926,378890,97,19743.0,24960.0,-5217.0,8540.0
Malaysia,Labuan,2019,75,3014,310672,103,16622.0,20357.0,-3734.0,4891.0
Malaysia,Melaka,2019,0,165403,9575243,58,,,,
Malaysia,Melaka,2019,10,117339,9527472,81,,,,
Malaysia,Melaka,2019,15,115661,9445345,82,,,,
Malaysia,Melaka,2019,20,114475,9384085,82,,,,
Malaysia,Melaka,2019,25,113794,9349258,82,,,,
Malaysia,Melaka,2019,30,112675,9291768,82,1139800.0,691561.0,448240.0,1874348.0
Malaysia,Melaka,2019,50,106873,8942334,84,1121624.0,649345.0,472279.0,1827025.0
Malaysia,Melaka,2019,75,88815,7609803,86,1007607.0,523053.0,484553.0,1550767.0
Malaysia,Negeri Sembilan,2019,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2019,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2019,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2019,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2019,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2019,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,4590253.0
Malaysia,Negeri Sembilan,2019,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,4498062.0
Malaysia,Negeri Sembilan,2019,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,3977880.0
Malaysia,Pahang,2019,0,3585238,422471528,118,,,,
Malaysia,Pahang,2019,10,3327704,422127448,127,,,,
Malaysia,Pahang,2019,15,3316955,421598747,127,,,,
Malaysia,Pahang,2019,20,3308545,421163557,127,,,,
Malaysia,Pahang,2019,25,3303635,420910143,127,,,,
Malaysia,Pahang,2019,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,30058984.0
Malaysia,Pahang,2019,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,29787886.0
Malaysia,Pahang,2019,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,28262444.0
Malaysia,Perak,2019,0,2091110,207202266,99,,,,
Malaysia,Perak,2019,10,1795110,206728430,115,,,,
Malaysia,Perak,2019,15,1785066,206237585,116,,,,
Malaysia,Perak,2019,20,1778841,205918927,116,,,,
Malaysia,Perak,2019,25,1774699,205715084,116,,,,
Malaysia,Perak,2019,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,8012900.0
Malaysia,Perak,2019,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,7905014.0
Malaysia,Perak,2019,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,7418122.0
Malaysia,Perlis,2019,0,82349,2952940,36,,,,
Malaysia,Perlis,2019,10,29311,2832283,97,,,,
Malaysia,Perlis,2019,15,28648,2794018,98,,,,
Malaysia,Perlis,2019,20,28308,2774155,98,,,,
Malaysia,Perlis,2019,25,28044,2760716,98,,,,
Malaysia,Perlis,2019,30,27367,2719784,99,98894.0,148532.0,-49639.0,123380.0
Malaysia,Perlis,2019,50,25598,2601968,102,95885.0,139687.0,-43803.0,119420.0
Malaysia,Perlis,2019,75,19860,2078232,105,74585.0,115701.0,-41116.0,83133.0
Malaysia,Pulau Pinang,2019,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2019,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2019,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2019,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2019,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2019,30,46677,4001163,86,100482.0,173060.0,-72578.0,86739.0
Malaysia,Pulau Pinang,2019,50,43161,3803492,88,96960.0,159433.0,-62472.0,82117.0
Malaysia,Pulau Pinang,2019,75,32935,3131770,95,79387.0,124248.0,-44860.0,61865.0
Malaysia,Putrajaya,2019,0,6173,130052,21,,,,
Malaysia,Putrajaya,2019,10,1720,127212,74,,,,
Malaysia,Putrajaya,2019,15,1670,124934,75,,,,
Malaysia,Putrajaya,2019,20,1644,123683,75,,,,
Malaysia,Putrajaya,2019,25,1618,122523,76,,,,
Malaysia,Putrajaya,2019,30,1583,120859,76,6730.0,11311.0,-4580.0,9524.0
Malaysia,Putrajaya,2019,50,1395,109968,79,6109.0,10649.0,-4539.0,8454.0
Malaysia,Putrajaya,2019,75,925,77700,84,4265.0,9158.0,-4893.0,5679.0
Malaysia,Sabah,2019,0,7372091,833296406,113,,,,
Malaysia,Sabah,2019,10,6769712,832107145,123,,,,
Malaysia,Sabah,2019,15,6742543,830848059,123,,,,
Malaysia,Sabah,2019,20,6721855,829806182,123,,,,
Malaysia,Sabah,2019,25,6710515,829233966,124,,,,
Malaysia,Sabah,2019,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,26416158.0
Malaysia,Sabah,2019,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,26081670.0
Malaysia,Sabah,2019,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,24273318.0
Malaysia,Sarawak,2019,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2019,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2019,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2019,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2019,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2019,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,78487641.0
Malaysia,Sarawak,2019,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,77889237.0
Malaysia,Sarawak,2019,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,74988591.0
Malaysia,Selangor,2019,0,782443,55057927,70,,,,
Malaysia,Selangor,2019,10,581303,54785119,94,,,,
Malaysia,Selangor,2019,15,575405,54537124,95,,,,
Malaysia,Selangor,2019,20,571761,54377662,95,,,,
Malaysia,Selangor,2019,25,568977,54259317,95,,,,
Malaysia,Selangor,2019,30,564558,54064971,96,3129864.0,2589350.0,540514.0,2910213.0
Malaysia,Selangor,2019,50,543059,53006083,98,3074550.0,2461992.0,612558.0,2807004.0
Malaysia,Selangor,2019,75,477581,49218157,103,2784878.0,2104015.0,680863.0,2369812.0
Malaysia,Trengganu,2019,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2019,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2019,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2019,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2019,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2019,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,7407871.0
Malaysia,Trengganu,2019,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,7298590.0
Malaysia,Trengganu,2019,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,6604782.0
Malaysia,Johor,2020,0,1911485,161690598,85,,,,
Malaysia,Johor,2020,10,1625635,161322141,99,,,,
Malaysia,Johor,2020,15,1614670,160842410,100,,,,
Malaysia,Johor,2020,20,1606540,160463313,100,,,,
Malaysia,Johor,2020,25,1601965,160254374,100,,,,
Malaysia,Johor,2020,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,7824222.0
Malaysia,Johor,2020,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,7629223.0
Malaysia,Johor,2020,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,6674461.0
Malaysia,Kedah,2020,0,951787,79675819,84,,,,
Malaysia,Kedah,2020,10,693911,79000112,114,,,,
Malaysia,Kedah,2020,15,687911,78642913,114,,,,
Malaysia,Kedah,2020,20,683626,78375777,115,,,,
Malaysia,Kedah,2020,25,681331,78241635,115,,,,
Malaysia,Kedah,2020,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,4995472.0
Malaysia,Kedah,2020,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,4800480.0
Malaysia,Kedah,2020,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,4063962.0
Malaysia,Kelantan,2020,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2020,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2020,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2020,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2020,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2020,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,10790471.0
Malaysia,Kelantan,2020,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,10721698.0
Malaysia,Kelantan,2020,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,10237689.0
Malaysia,Kuala Lumpur,2020,0,27198,518053,19,,,,
Malaysia,Kuala Lumpur,2020,10,6860,507628,74,,,,
Malaysia,Kuala Lumpur,2020,15,5685,456774,80,,,,
Malaysia,Kuala Lumpur,2020,20,5485,446937,81,,,,
Malaysia,Kuala Lumpur,2020,25,5109,428862,84,,,,
Malaysia,Kuala Lumpur,2020,30,4827,414389,86,27299.0,32459.0,-5160.0,6302.0
Malaysia,Kuala Lumpur,2020,50,3914,357079,91,25217.0,27488.0,-2271.0,5602.0
Malaysia,Kuala Lumpur,2020,75,2446,242429,99,17576.0,20220.0,-2644.0,4002.0
Malaysia,Labuan,2020,0,9066,436021,48,,,,
Malaysia,Labuan,2020,10,4730,426512,90,,,,
Malaysia,Labuan,2020,15,4599,419801,91,,,,
Malaysia,Labuan,2020,20,4527,415628,92,,,,
Malaysia,Labuan,2020,25,4480,413030,92,,,,
Malaysia,Labuan,2020,30,4323,403863,93,20672.0,27011.0,-6340.0,15787.0
Malaysia,Labuan,2020,50,3926,378890,97,19743.0,24960.0,-5217.0,14896.0
Malaysia,Labuan,2020,75,3014,310672,103,16622.0,20357.0,-3734.0,10331.0
Malaysia,Melaka,2020,0,165403,9575243,58,,,,
Malaysia,Melaka,2020,10,117339,9527472,81,,,,
Malaysia,Melaka,2020,15,115661,9445345,82,,,,
Malaysia,Melaka,2020,20,114475,9384085,82,,,,
Malaysia,Melaka,2020,25,113794,9349258,82,,,,
Malaysia,Melaka,2020,30,112675,9291768,82,1139800.0,691561.0,448240.0,1040255.0
Malaysia,Melaka,2020,50,106873,8942334,84,1121624.0,649345.0,472279.0,1007234.0
Malaysia,Melaka,2020,75,88815,7609803,86,1007607.0,523053.0,484553.0,842662.0
Malaysia,Negeri Sembilan,2020,0,666738,59420574,89,,,,
Malaysia,Negeri Sembilan,2020,10,570930,59306691,104,,,,
Malaysia,Negeri Sembilan,2020,15,567096,59110058,104,,,,
Malaysia,Negeri Sembilan,2020,20,564138,58949675,104,,,,
Malaysia,Negeri Sembilan,2020,25,562530,58863446,105,,,,
Malaysia,Negeri Sembilan,2020,30,559821,58715699,105,5263479.0,2845864.0,2417616.0,3265311.0
Malaysia,Negeri Sembilan,2020,50,544976,57769100,106,5210317.0,2737561.0,2472756.0,3167505.0
Malaysia,Negeri Sembilan,2020,75,487265,53251141,109,4830080.0,2350431.0,2479649.0,2658524.0
Malaysia,Pahang,2020,0,3585238,422471528,118,,,,
Malaysia,Pahang,2020,10,3327704,422127448,127,,,,
Malaysia,Pahang,2020,15,3316955,421598747,127,,,,
Malaysia,Pahang,2020,20,3308545,421163557,127,,,,
Malaysia,Pahang,2020,25,3303635,420910143,127,,,,
Malaysia,Pahang,2020,30,3295418,420480303,128,28002322.0,9642236.0,18360086.0,22750742.0
Malaysia,Pahang,2020,50,3249607,417750155,129,27841296.0,9382340.0,18458956.0,22567243.0
Malaysia,Pahang,2020,75,3063046,404010000,132,26759276.0,8385389.0,18373887.0,21483540.0
Malaysia,Perak,2020,0,2091110,207202266,99,,,,
Malaysia,Perak,2020,10,1795110,206728430,115,,,,
Malaysia,Perak,2020,15,1785066,206237585,116,,,,
Malaysia,Perak,2020,20,1778841,205918927,116,,,,
Malaysia,Perak,2020,25,1774699,205715084,116,,,,
Malaysia,Perak,2020,30,1766056,205281845,116,7200897.0,5228147.0,1972750.0,6346376.0
Malaysia,Perak,2020,50,1728918,203247735,118,7139512.0,5065701.0,2073811.0,6259758.0
Malaysia,Perak,2020,75,1603872,195468437,122,6833119.0,4584927.0,2248192.0,5895455.0
Malaysia,Perlis,2020,0,82349,2952940,36,,,,
Malaysia,Perlis,2020,10,29311,2832283,97,,,,
Malaysia,Perlis,2020,15,28648,2794018,98,,,,
Malaysia,Perlis,2020,20,28308,2774155,98,,,,
Malaysia,Perlis,2020,25,28044,2760716,98,,,,
Malaysia,Perlis,2020,30,27367,2719784,99,98894.0,148532.0,-49639.0,157505.0
Malaysia,Perlis,2020,50,25598,2601968,102,95885.0,139687.0,-43803.0,153243.0
Malaysia,Perlis,2020,75,19860,2078232,105,74585.0,115701.0,-41116.0,113274.0
Malaysia,Pulau Pinang,2020,0,105622,4254227,40,,,,
Malaysia,Pulau Pinang,2020,10,49792,4155540,83,,,,
Malaysia,Pulau Pinang,2020,15,48776,4106379,84,,,,
Malaysia,Pulau Pinang,2020,20,48230,4079082,85,,,,
Malaysia,Pulau Pinang,2020,25,47774,4056618,85,,,,
Malaysia,Pulau Pinang,2020,30,46677,4001163,86,100482.0,173060.0,-72578.0,77767.0
Malaysia,Pulau Pinang,2020,50,43161,3803492,88,96960.0,159433.0,-62472.0,74008.0
Malaysia,Pulau Pinang,2020,75,32935,3131770,95,79387.0,124248.0,-44860.0,58231.0
Malaysia,Putrajaya,2020,0,6173,130052,21,,,,
Malaysia,Putrajaya,2020,10,1720,127212,74,,,,
Malaysia,Putrajaya,2020,15,1670,124934,75,,,,
Malaysia,Putrajaya,2020,20,1644,123683,75,,,,
Malaysia,Putrajaya,2020,25,1618,122523,76,,,,
Malaysia,Putrajaya,2020,30,1583,120859,76,6730.0,11311.0,-4580.0,7002.0
Malaysia,Putrajaya,2020,50,1395,109968,79,6109.0,10649.0,-4539.0,6506.0
Malaysia,Putrajaya,2020,75,925,77700,84,4265.0,9158.0,-4893.0,5187.0
Malaysia,Sabah,2020,0,7372091,833296406,113,,,,
Malaysia,Sabah,2020,10,6769712,832107145,123,,,,
Malaysia,Sabah,2020,15,6742543,830848059,123,,,,
Malaysia,Sabah,2020,20,6721855,829806182,123,,,,
Malaysia,Sabah,2020,25,6710515,829233966,124,,,,
Malaysia,Sabah,2020,30,6684138,827865730,124,37975953.0,23635732.0,14340220.0,20505506.0
Malaysia,Sabah,2020,50,6585815,822443777,125,37727202.0,23082071.0,14645131.0,20211795.0
Malaysia,Sabah,2020,75,6165734,792620641,129,36229127.0,21046557.0,15182570.0,18687906.0
Malaysia,Sarawak,2020,0,12379545,1558622185,126,,,,
Malaysia,Sarawak,2020,10,11727777,1556882267,133,,,,
Malaysia,Sarawak,2020,15,11699536,1555554478,133,,,,
Malaysia,Sarawak,2020,20,11680467,1554629007,133,,,,
Malaysia,Sarawak,2020,25,11666586,1553942931,133,,,,
Malaysia,Sarawak,2020,30,11643005,1552792014,133,109979129.0,39818537.0,70160592.0,45973400.0
Malaysia,Sarawak,2020,50,11524585,1546121234,134,109595368.0,39209171.0,70386197.0,45570602.0
Malaysia,Sarawak,2020,75,11067414,1513688668,137,107441686.0,37030012.0,70411673.0,43740415.0
Malaysia,Selangor,2020,0,782443,55057927,70,,,,
Malaysia,Selangor,2020,10,581303,54785119,94,,,,
Malaysia,Selangor,2020,15,575405,54537124,95,,,,
Malaysia,Selangor,2020,20,571761,54377662,95,,,,
Malaysia,Selangor,2020,25,568977,54259317,95,,,,
Malaysia,Selangor,2020,30,564558,54064971,96,3129864.0,2589350.0,540514.0,1731758.0
Malaysia,Selangor,2020,50,543059,53006083,98,3074550.0,2461992.0,612558.0,1657360.0
Malaysia,Selangor,2020,75,477581,49218157,103,2784878.0,2104015.0,680863.0,1340808.0
Malaysia,Trengganu,2020,0,1288895,139834155,108,,,,
Malaysia,Trengganu,2020,10,1123158,139627207,124,,,,
Malaysia,Trengganu,2020,15,1117368,139349106,125,,,,
Malaysia,Trengganu,2020,20,1113668,139162067,125,,,,
Malaysia,Trengganu,2020,25,1111102,139035288,125,,,,
Malaysia,Trengganu,2020,30,1106226,138785265,125,6549942.0,3924607.0,2625335.0,4570460.0
Malaysia,Trengganu,2020,50,1084795,137498633,127,6491611.0,3781607.0,2710004.0,4465761.0
Malaysia,Trengganu,2020,75,1007112,131750848,131,6124971.0,3282856.0,2842115.0,3890755.0
Malaysia,Johor,2021,0,1911485,161690598,85,,,,
Malaysia,Johor,2021,10,1625635,161322141,99,,,,
Malaysia,Johor,2021,15,1614670,160842410,100,,,,
Malaysia,Johor,2021,20,1606540,160463313,100,,,,
Malaysia,Johor,2021,25,1601965,160254374,100,,,,
Malaysia,Johor,2021,30,1593783,159877994,100,13427527.0,7299827.0,6127700.0,7771995.0
Malaysia,Johor,2021,50,1551382,157627402,102,13287539.0,7015158.0,6272382.0,7583189.0
Malaysia,Johor,2021,75,1391685,147208845,106,12458477.0,5984949.0,6473527.0,6514183.0
Malaysia,Kedah,2021,0,951787,79675819,84,,,,
Malaysia,Kedah,2021,10,693911,79000112,114,,,,
Malaysia,Kedah,2021,15,687911,78642913,114,,,,
Malaysia,Kedah,2021,20,683626,78375777,115,,,,
Malaysia,Kedah,2021,25,681331,78241635,115,,,,
Malaysia,Kedah,2021,30,676030,77913295,115,5191335.0,3200786.0,1990549.0,4269156.0
Malaysia,Kedah,2021,50,653738,76361813,117,5108121.0,3045744.0,2062377.0,4135521.0
Malaysia,Kedah,2021,75,581666,70202887,121,4579119.0,2581522.0,1997597.0,3517851.0
Malaysia,Kelantan,2021,0,1513205,165113057,109,,,,
Malaysia,Kelantan,2021,10,1361094,164872652,121,,,,
Malaysia,Kelantan,2021,15,1355454,164591771,121,,,,
Malaysia,Kelantan,2021,20,1351764,164399244,122,,,,
Malaysia,Kelantan,2021,25,1349451,164282350,122,,,,
Malaysia,Kelantan,2021,30,1344075,163993524,122,13108504.0,5977419.0,7131085.0,13014554.0
Malaysia,Kelantan,2021,50,1325417,162853893,123,13050932.0,5826822.0,7224110.0,12936359.0
Malaysia,Kelantan,2021,75,1256211,157521747,125,12608155.0,5281071.0,7327083.0,12412377.0
