country,year,umd_tree_cover_density_2000__threshold,umd_tree_cover_extent_2000__ha,gfw_aboveground_carbon_stocks_2000__Mg_C,avg_gfw_aboveground_carbon_stocks_2000__Mg_C_ha-1,gfw_forest_carbon_gross_emissions__Mg_CO2e_yr-1,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,emissions_Mg_CO2e
Malaysia,2008,15,33045,3504399,106,,,,
Malaysia,2008,20,32796,3491092,106,,,,
Malaysia,2008,25,32667,3484186,107,,,,
Malaysia,2008,30,32460,3472821,107,295676.0,190883.0,104793.0,285390.0
Malaysia,2008,50,31226,3394542,109,291466.0,180527.0,110938.0,284599.0
Malaysia,2008,75,27391,3093001,113,266654.0,149753.0,116901.0,271798.0
Malaysia,2008,0,97977,7827092,80,,,,
Malaysia,2008,10,71993,7808781,108,,,,
Malaysia,2008,15,71196,7769451,109,,,,
Malaysia,2008,20,70684,7742965,110,,,,
Malaysia,2008,25,70347,7726202,110,,,,
Malaysia,2008,30,69774,7696211,110,610344.0,369246.0,241098.0,802099.0
Malaysia,2008,50,66883,7514700,112,597792.0,348859.0,248932.0,798242.0
Malaysia,2008,75,56967,6728757,118,519380.0,282626.0,236754.0,760721.0
Malaysia,2008,0,85725,6653946,78,,,,
Malaysia,2008,10,72791,6638753,91,,,,
Malaysia,2008,15,72260,6610500,91,,,,
Malaysia,2008,20,71863,6588296,92,,,,
Malaysia,2008,25,71649,6576331,92,,,,
Malaysia,2008,30,71248,6553623,92,988006.0,390756.0,597251.0,655620.0
Malaysia,2008,50,69147,6415812,93,979446.0,376045.0,603402.0,654285.0
Malaysia,2008,75,59698,5686807,95,903485.0,316772.0,586713.0,630251.0
Malaysia,2008,0,181514,20524140,113,,,,
Malaysia,2008,10,170877,20505522,120,,,,
Malaysia,2008,15,170260,20472113,120,,,,
Malaysia,2008,20,169719,20440785,120,,,,
Malaysia,2008,25,169420,20423681,121,,,,
Malaysia,2008,30,168934,20395312,121,1406082.0,661751.0,744332.0,832418.0
Malaysia,2008,50,166180,20211904,122,1396798.0,642614.0,754184.0,831376.0
Malaysia,2008,75,154754,19296916,125,1330268.0,564955.0,765313.0,812800.0
Malaysia,2008,0,219124,19349958,88,,,,
Malaysia,2008,10,192793,19330286,100,,,,
Malaysia,2008,15,191828,19281805,101,,,,
Malaysia,2008,20,191010,19238622,101,,,,
Malaysia,2008,25,190610,19217594,101,,,,
Malaysia,2008,30,189874,19178174,101,1269475.0,540667.0,728808.0,904249.0
Malaysia,2008,50,185892,18932744,102,1258826.0,521831.0,736996.0,901892.0
Malaysia,2008,75,168855,17643584,104,1183396.0,455329.0,728068.0,870384.0
Malaysia,2008,0,70753,8811874,125,,,,
Malaysia,2008,10,65701,8801617,134,,,,
Malaysia,2008,15,65592,8795145,134,,,,
Malaysia,2008,20,65538,8791926,134,,,,
Malaysia,2008,25,65491,8789081,134,,,,
Malaysia,2008,30,65403,8783639,134,105321.0,56499.0,48822.0,71738.0
Malaysia,2008,50,65074,8763771,135,104755.0,54937.0,49818.0,71593.0
Malaysia,2008,75,63948,8685653,136,101891.0,49272.0,52619.0,70560.0
Malaysia,2008,0,724206,103931884,144,,,,
Malaysia,2008,10,703090,103903154,148,,,,
Malaysia,2008,15,702280,103859799,148,,,,
Malaysia,2008,20,701563,103819782,148,,,,
Malaysia,2008,25,701154,103796483,148,,,,
Malaysia,2008,30,700460,103756595,148,3293023.0,1472643.0,1820380.0,1391626.0
Malaysia,2008,50,696739,103514238,149,3282890.0,1451336.0,1831554.0,1388696.0
Malaysia,2008,75,679965,102143987,150,3208370.0,1363382.0,1844988.0,1349897.0
Malaysia,2008,0,301803,29205321,97,,,,
Malaysia,2008,10,256536,29146967,114,,,,
Malaysia,2008,15,254727,29064454,114,,,,
Malaysia,2008,20,253622,29013259,114,,,,
Malaysia,2008,25,252867,28978409,115,,,,
Malaysia,2008,30,251549,28916865,115,2471061.0,939298.0,1531762.0,1448889.0
Malaysia,2008,50,244136,28516041,117,2438007.0,898234.0,1539774.0,1438477.0
Malaysia,2008,75,217345,26746905,123,2256794.0,751315.0,1505479.0,1381430.0
Malaysia,2008,0,543869,73414009,135,,,,
Malaysia,2008,10,525879,73379722,140,,,,
Malaysia,2008,15,525119,73338113,140,,,,
Malaysia,2008,20,524505,73302875,140,,,,
Malaysia,2008,25,524142,73281672,140,,,,
Malaysia,2008,30,523474,73242242,140,2490053.0,1336927.0,1153125.0,1683874.0
Malaysia,2008,50,520072,73015935,140,2480452.0,1318148.0,1162303.0,1678952.0
Malaysia,2008,75,502421,71569328,142,2387973.0,1223251.0,1164722.0,1645782.0
Malaysia,2008,0,201446,19558150,97,,,,
Malaysia,2008,10,174800,19527759,112,,,,
Malaysia,2008,15,173645,19468221,112,,,,
Malaysia,2008,20,172642,19413490,112,,,,
Malaysia,2008,25,172111,19384407,113,,,,
Malaysia,2008,30,171303,19339792,113,1600336.0,667058.0,933278.0,1168350.0
Malaysia,2008,50,166458,19032212,114,1588020.0,637521.0,950499.0,1165025.0
Malaysia,2008,75,145104,17349368,120,1482620.0,535650.0,946970.0,1131478.0
Malaysia,2008,0,378906,37553077,99,,,,
Malaysia,2008,10,343080,37499600,109,,,,
Malaysia,2008,15,341555,37434275,110,,,,
Malaysia,2008,20,340386,37381899,110,,,,
Malaysia,2008,25,339680,37350514,110,,,,
Malaysia,2008,30,338588,37301819,110,5224647.0,1144331.0,4080316.0,2550316.0
Malaysia,2008,50,331913,36963918,111,5195805.0,1107054.0,4088751.0,2546602.0
Malaysia,2008,75,309294,35646679,115,5032069.0,984932.0,4047138.0,2519913.0
Malaysia,2008,0,228817,28771568,126,,,,
Malaysia,2008,10,219247,28757032,131,,,,
Malaysia,2008,15,218742,28729749,131,,,,
Malaysia,2008,20,218337,28706590,131,,,,
Malaysia,2008,25,218087,28692319,132,,,,
Malaysia,2008,30,217605,28664155,132,1317651.0,624388.0,693264.0,698753.0
Malaysia,2008,50,215033,28495819,133,1308565.0,608123.0,700443.0,697148.0
Malaysia,2008,75,203957,27613084,135,1245729.0,536107.0,709622.0,683361.0
Malaysia,2008,0,507197,55965161,110,,,,
Malaysia,2008,10,469377,55913137,119,,,,
Malaysia,2008,15,467741,55836794,119,,,,
Malaysia,2008,20,466459,55774374,120,,,,
Malaysia,2008,25,465685,55736886,120,,,,
Malaysia,2008,30,464503,55679176,120,6670523.0,1350999.0,5319524.0,5218803.0
Malaysia,2008,50,458213,55322933,121,6649681.0,1323049.0,5326632.0,5214396.0
Malaysia,2008,75,436225,53815613,123,6533150.0,1226539.0,5306611.0,5170393.0
Malaysia,2008,0,227604,25386387,112,,,,
Malaysia,2008,10,206322,25362652,123,,,,
Malaysia,2008,15,205465,25318280,123,,,,
Malaysia,2008,20,204764,25279956,123,,,,
Malaysia,2008,25,204387,25259096,124,,,,
Malaysia,2008,30,203724,25222534,124,2154150.0,847676.0,1306474.0,1818059.0
Malaysia,2008,50,199898,24980642,125,2137497.0,819494.0,1318002.0,1814013.0
Malaysia,2008,75,181179,23498881,130,1997016.0,694658.0,1302358.0,1745239.0
Malaysia,2008,0,274728,28680851,104,,,,
Malaysia,2008,10,243617,28623986,117,,,,
Malaysia,2008,15,242317,28554521,118,,,,
Malaysia,2008,20,241543,28511640,118,,,,
Malaysia,2008,25,240954,28479867,118,,,,
Malaysia,2008,30,239889,28419875,118,988704.0,616712.0,371992.0,758668.0
Malaysia,2008,50,235664,28154822,119,980934.0,598350.0,382584.0,757074.0
Malaysia,2008,75,221173,27116433,123,932533.0,542521.0,390012.0,737465.0
Malaysia,2008,0,178644,8021434,45,,,,
Malaysia,2008,10,133294,7949882,60,,,,
Malaysia,2008,15,131863,7893534,60,,,,
Malaysia,2008,20,130741,7849287,60,,,,
Malaysia,2008,25,130032,7821586,60,,,,
Malaysia,2008,30,128350,7756726,60,161789.0,138963.0,22827.0,196188.0
Malaysia,2008,50,120822,7446445,62,154628.0,121359.0,33269.0,194808.0
Malaysia,2008,75,92122,6109486,66,126597.0,70234.0,56363.0,183784.0
Malaysia,2008,0,658082,86340017,131,,,,
Malaysia,2008,10,629313,86321607,137,,,,
Malaysia,2008,15,628668,86282416,137,,,,
Malaysia,2008,20,628267,86256819,137,,,,
Malaysia,2008,25,628027,86241609,137,,,,
Malaysia,2008,30,627481,86205871,137,2575647.0,1510735.0,1064912.0,1504292.0
Malaysia,2008,50,625001,86023895,138,2566775.0,1488865.0,1077910.0,1502158.0
Malaysia,2008,75,615624,85195815,138,2513964.0,1409698.0,1104266.0,1484871.0
Malaysia,2008,0,73305,8447801,115,,,,
Malaysia,2008,10,69505,8439914,121,,,,
Malaysia,2008,15,69284,8427104,122,,,,
Malaysia,2008,20,69136,8418287,122,,,,
Malaysia,2008,25,69027,8411880,122,,,,
Malaysia,2008,30,68853,8401442,122,126544.0,107068.0,19476.0,149561.0
Malaysia,2008,50,67779,8329763,123,125883.0,104544.0,21339.0,149561.0
Malaysia,2008,75,64117,8056723,126,122113.0,96636.0,25477.0,148574.0
Malaysia,2008,0,93069,4058185,44,,,,
Malaysia,2008,10,57574,3958190,69,,,,
Malaysia,2008,15,56652,3921365,69,,,,
Malaysia,2008,20,56228,3903759,69,,,,
Malaysia,2008,25,55843,3888195,70,,,,
Malaysia,2008,30,55241,3863690,70,187174.0,294140.0,-106966.0,173877.0
Malaysia,2008,50,51640,3706548,72,185463.0,282900.0,-97436.0,173508.0
Malaysia,2008,75,41462,3190759,77,176639.0,263989.0,-87349.0,167204.0
Malaysia,2008,0,196332,16763489,85,,,,
Malaysia,2008,10,140470,16710542,119,,,,
Malaysia,2008,15,138688,16616416,120,,,,
Malaysia,2008,20,137798,16565964,120,,,,
Malaysia,2008,25,137093,16527601,121,,,,
Malaysia,2008,30,135736,16452384,121,422964.0,409879.0,13085.0,399865.0
Malaysia,2008,50,131071,16158939,123,410358.0,384646.0,25713.0,394789.0
Malaysia,2008,75,119323,15325491,128,366148.0,326644.0,39504.0,363630.0
Malaysia,2008,0,255091,30212317,118,,,,
Malaysia,2008,10,238629,30183768,126,,,,
Malaysia,2008,15,237855,30135873,127,,,,
Malaysia,2008,20,237218,30093477,127,,,,
Malaysia,2008,25,236946,30076360,127,,,,
Malaysia,2008,30,236278,30032716,127,1388556.0,778189.0,610367.0,845657.0
Malaysia,2008,50,233580,29834823,128,1380207.0,758571.0,621636.0,844353.0
Malaysia,2008,75,224738,29089842,129,1341732.0,699463.0,642269.0,834208.0
Malaysia,2008,0,130645,12420778,95,,,,
Malaysia,2008,10,116996,12384341,106,,,,
Malaysia,2008,15,116375,12355134,106,,,,
Malaysia,2008,20,116009,12336863,106,,,,
Malaysia,2008,25,115758,12324885,106,,,,
Malaysia,2008,30,115206,12297844,107,759061.0,894368.0,-135306.0,533857.0
Malaysia,2008,50,112969,12177805,108,755761.0,881596.0,-125835.0,533368.0
Malaysia,2008,75,104980,11692926,111,737523.0,835613.0,-98090.0,525467.0
Malaysia,2008,0,105037,5733424,55,,,,
Malaysia,2008,10,74585,5691310,76,,,,
Malaysia,2008,15,73443,5642147,77,,,,
Malaysia,2008,20,72689,5607506,77,,,,
Malaysia,2008,25,72237,5587733,77,,,,
Malaysia,2008,30,71321,5547279,78,308394.0,236242.0,72152.0,321561.0
Malaysia,2008,50,67172,5340004,79,300741.0,218048.0,82692.0,319803.0
Malaysia,2008,75,54117,4584875,85,260231.0,166925.0,93305.0,300044.0
Malaysia,2008,0,126176,6523971,52,,,,
Malaysia,2008,10,91127,6464890,71,,,,
Malaysia,2008,15,89922,6409075,71,,,,
Malaysia,2008,20,89212,6375325,71,,,,
Malaysia,2008,25,88783,6355369,72,,,,
Malaysia,2008,30,87703,6304018,72,282064.0,241852.0,40213.0,194780.0
Malaysia,2008,50,83220,6074691,73,278762.0,226822.0,51939.0,194060.0
Malaysia,2008,75,66216,5106086,77,255639.0,173203.0,82436.0,179304.0
Malaysia,2008,0,82349,2952940,36,,,,
Malaysia,2008,10,29311,2832283,97,,,,
Malaysia,2008,15,28648,2794018,98,,,,
Malaysia,2008,20,28308,2774155,98,,,,
Malaysia,2008,25,28044,2760716,98,,,,
Malaysia,2008,30,27367,2719784,99,98894.0,148532.0,-49639.0,31502.0
Malaysia,2008,50,25598,2601968,102,95885.0,139687.0,-43803.0,30296.0
Malaysia,2008,75,19860,2078232,105,74585.0,115701.0,-41116.0,22813.0
Malaysia,2008,0,18561,1305240,70,,,,
Malaysia,2008,10,12815,1296696,101,,,,
Malaysia,2008,15,12666,1289220,102,,,,
Malaysia,2008,20,12590,1285179,102,,,,
Malaysia,2008,25,12530,1282039,102,,,,
Malaysia,2008,30,12334,1271675,103,30529.0,64616.0,-34087.0,26575.0
Malaysia,2008,50,11809,1239281,105,29842.0,61790.0,-31948.0,26213.0
Malaysia,2008,75,9695,1075360,111,25259.0,50683.0,-25424.0,23067.0
Malaysia,2008,0,23512,956817,41,,,,
Malaysia,2008,10,13975,941330,67,,,,
Malaysia,2008,15,13712,929589,68,,,,
Malaysia,2008,20,13560,922403,68,,,,
Malaysia,2008,25,13444,916975,68,,,,
Malaysia,2008,30,13170,903965,69,27920.0,35904.0,-7984.0,24949.0
Malaysia,2008,50,12010,844293,70,27242.0,33537.0,-6295.0,24724.0
Malaysia,2008,75,8298,631490,76,23684.0,26661.0,-2977.0,21964.0
Malaysia,2008,0,23707,652348,28,,,,
Malaysia,2008,10,8246,631724,77,,,,
Malaysia,2008,15,7953,617662,78,,,,
Malaysia,2008,20,7797,609862,78,,,,
Malaysia,2008,25,7664,603412,79,,,,
Malaysia,2008,30,7375,588989,80,19241.0,29958.0,-10716.0,16578.0
Malaysia,2008,50,6487,536837,83,18263.0,26261.0,-7998.0,16080.0
Malaysia,2008,75,4340,388094,89,13375.0,18982.0,-5606.0,10493.0
Malaysia,2008,0,27685,619387,22,,,,
Malaysia,2008,10,8513,569166,67,,,,
Malaysia,2008,15,8284,557774,67,,,,
Malaysia,2008,20,8162,551644,68,,,,
Malaysia,2008,25,8051,546169,68,,,,
Malaysia,2008,30,7834,535328,68,13681.0,21496.0,-7815.0,6060.0
Malaysia,2008,50,7077,494823,70,12857.0,17799.0,-4943.0,5599.0
Malaysia,2008,75,5377,396788,74,9815.0,10978.0,-1162.0,4408.0
Malaysia,2008,0,12157,720435,59,,,,
Malaysia,2008,10,6243,716624,115,,,,
Malaysia,2008,15,6159,712134,116,,,,
Malaysia,2008,20,6122,709995,116,,,,
Malaysia,2008,25,6085,708023,116,,,,
Malaysia,2008,30,5964,701206,118,9111.0,21087.0,-11977.0,5060.0
Malaysia,2008,50,5778,688257,119,8757.0,20045.0,-11289.0,4860.0
Malaysia,2008,75,5225,640037,123,7253.0,16944.0,-9691.0,3627.0
Malaysia,2008,0,6173,130052,21,,,,
Malaysia,2008,10,1720,127212,74,,,,
Malaysia,2008,15,1670,124934,75,,,,
Malaysia,2008,20,1644,123683,75,,,,
Malaysia,2008,25,1618,122523,76,,,,
Malaysia,2008,30,1583,120859,76,6730.0,11311.0,-4580.0,678.0
Malaysia,2008,50,1395,109968,79,6109.0,10649.0,-4539.0,495.0
Malaysia,2008,75,925,77700,84,4265.0,9158.0,-4893.0,231.0
Malaysia,2008,0,167181,14936498,89,,,,
Malaysia,2008,10,152760,14887744,97,,,,
Malaysia,2008,15,151768,14842586,98,,,,
Malaysia,2008,20,151161,14812726,98,,,,
Malaysia,2008,25,150805,14795842,98,,,,
Malaysia,2008,30,149925,14752736,98,1230319.0,1380435.0,-150116.0,1365319.0
Malaysia,2008,50,145756,14549532,100,1216852.0,1346136.0,-129284.0,1361879.0
Malaysia,2008,75,130963,13683836,104,1144719.0,1227711.0,-82992.0,1320028.0
Malaysia,2008,0,820701,76323511,93,,,,
Malaysia,2008,10,716589,76154303,106,,,,
Malaysia,2008,15,713538,76011011,107,,,,
Malaysia,2008,20,710845,75878324,107,,,,
Malaysia,2008,25,709541,75814463,107,,,,
Malaysia,2008,30,706898,75680973,107,4778743.0,2370181.0,2408561.0,6233254.0
Malaysia,2008,50,694329,74979626,108,4751339.0,2319122.0,2432217.0,6225441.0
Malaysia,2008,75,639926,71188617,111,4567780.0,2105730.0,2462050.0,6134067.0
Malaysia,2008,0,313566,32760140,104,,,,
Malaysia,2008,10,269261,32672933,121,,,,
Malaysia,2008,15,267071,32551578,122,,,,
Malaysia,2008,20,265587,32465322,122,,,,
Malaysia,2008,25,264577,32405570,122,,,,
Malaysia,2008,30,262249,32260187,123,2729955.0,1399580.0,1330375.0,2357346.0
Malaysia,2008,50,254104,31748398,125,2687845.0,1332297.0,1355549.0,2341211.0
Malaysia,2008,75,222523,29093446,131,2424206.0,1071497.0,1352709.0,2199207.0
Malaysia,2008,0,757422,65873423,87,,,,
Malaysia,2008,10,677630,65696610,97,,,,
Malaysia,2008,15,674542,65566910,97,,,,
Malaysia,2008,20,671760,65439327,97,,,,
Malaysia,2008,25,670559,65384094,98,,,,
Malaysia,2008,30,666892,65216942,98,1234839.0,1298168.0,-63329.0,2042546.0
Malaysia,2008,50,656986,64740949,99,1230703.0,1283610.0,-52908.0,2041350.0
Malaysia,2008,75,596155,60996922,102,1198875.0,1210644.0,-11769.0,2019922.0
Malaysia,2008,0,134011,14185830,106,,,,
Malaysia,2008,10,118269,14150434,120,,,,
Malaysia,2008,15,116907,14092578,121,,,,
Malaysia,2008,20,116219,14061388,121,,,,
Malaysia,2008,25,115602,14033934,121,,,,
Malaysia,2008,30,114604,13986591,122,764244.0,637061.0,127182.0,361900.0
Malaysia,2008,50,109786,13730076,125,755386.0,604141.0,151245.0,361328.0
Malaysia,2008,75,98718,12934425,131,715244.0,528299.0,186945.0,353235.0
Malaysia,2008,0,36810,2979491,81,,,,
Malaysia,2008,10,25926,2967923,114,,,,
Malaysia,2008,15,25637,2955112,115,,,,
Malaysia,2008,20,25485,2948033,116,,,,
Malaysia,2008,25,25355,2942053,116,,,,
Malaysia,2008,30,25149,2932147,117,108413.0,128880.0,-20467.0,83760.0
Malaysia,2008,50,24223,2880808,119,105960.0,123552.0,-17592.0,82516.0
Malaysia,2008,75,22120,2728411,123,97646.0,111704.0,-14058.0,76393.0
Malaysia,2008,0,174445,19038138,109,,,,
Malaysia,2008,10,162256,19015259,117,,,,
Malaysia,2008,15,161534,18981667,118,,,,
Malaysia,2008,20,161153,18962610,118,,,,
Malaysia,2008,25,160930,18951324,118,,,,
Malaysia,2008,30,160232,18914892,118,1034437.0,881601.0,152836.0,784599.0
Malaysia,2008,50,157999,18787977,119,1027180.0,863007.0,164172.0,783497.0
Malaysia,2008,75,149142,18143205,122,983043.0,796848.0,186196.0,762353.0
Malaysia,2008,0,46308,3435483,74,,,,
Malaysia,2008,10,40938,3415109,83,,,,
Malaysia,2008,15,40560,3398191,84,,,,
Malaysia,2008,20,40326,3386238,84,,,,
Malaysia,2008,25,40162,3379041,84,,,,
Malaysia,2008,30,39778,3358860,84,320350.0,450451.0,-130101.0,283929.0
Malaysia,2008,50,37957,3277086,86,314081.0,439567.0,-125486.0,283232.0
Malaysia,2008,75,32015,2964161,93,277681.0,402615.0,-124934.0,274424.0
Malaysia,2008,0,132220,10774805,81,,,,
Malaysia,2008,10,112878,10752206,95,,,,
Malaysia,2008,15,111765,10704208,96,,,,
Malaysia,2008,20,111038,10669841,96,,,,
Malaysia,2008,25,110612,10650623,96,,,,
Malaysia,2008,30,109702,10605322,97,912318.0,682192.0,230126.0,671931.0
Malaysia,2008,50,106228,10413283,98,898549.0,655085.0,243463.0,665954.0
Malaysia,2008,75,94382,9555962,101,822131.0,563173.0,258958.0,630056.0
Malaysia,2008,0,110140,10594325,96,,,,
Malaysia,2008,10,98961,10563953,107,,,,
Malaysia,2008,15,98469,10539889,107,,,,
Malaysia,2008,20,97956,10512038,107,,,,
Malaysia,2008,25,97712,10498600,107,,,,
Malaysia,2008,30,96970,10456603,108,88631.0,150672.0,-62041.0,89889.0
Malaysia,2008,50,95355,10364063,109,88345.0,149432.0,-61088.0,89782.0
Malaysia,2008,75,85419,9610090,113,86156.0,143344.0,-57188.0,88832.0
Malaysia,2008,0,647639,75130650,116,,,,
Malaysia,2008,10,607279,75028921,124,,,,
Malaysia,2008,15,605277,74935733,124,,,,
Malaysia,2008,20,603064,74816774,124,,,,
Malaysia,2008,25,602254,74773542,124,,,,
Malaysia,2008,30,599301,74617276,125,1139047.0,1273381.0,-134334.0,1636965.0
Malaysia,2008,50,593307,74286746,125,1135426.0,1259568.0,-124142.0,1636100.0
Malaysia,2008,75,556178,71595195,129,1104834.0,1199437.0,-94603.0,1621971.0
Malaysia,2008,0,611656,89991371,147,,,,
Malaysia,2008,10,599183,89966088,150,,,,
Malaysia,2008,15,598536,89929086,150,,,,
Malaysia,2008,20,598077,89901186,150,,,,
Malaysia,2008,25,597652,89874829,150,,,,
Malaysia,2008,30,596993,89834400,150,2271253.0,1577849.0,693404.0,1181876.0
Malaysia,2008,50,593312,89597173,151,2261966.0,1552458.0,709508.0,1180642.0
Malaysia,2008,75,578518,88330803,153,2207883.0,1458062.0,749821.0,1168950.0
Malaysia,2008,0,123318,14415092,117,,,,
Malaysia,2008,10,113474,14395692,127,,,,
Malaysia,2008,15,112833,14369747,127,,,,
Malaysia,2008,20,112484,14353993,128,,,,
Malaysia,2008,25,112200,14342444,128,,,,
Malaysia,2008,30,111642,14317888,128,569720.0,342731.0,226989.0,665502.0
Malaysia,2008,50,109103,14201575,130,564922.0,326377.0,238545.0,663650.0
Malaysia,2008,75,102973,13839651,134,544802.0,289693.0,255109.0,655961.0
Malaysia,2008,0,45780,5692108,124,,,,
Malaysia,2008,10,41811,5685930,136,,,,
Malaysia,2008,15,41684,5679721,136,,,,
Malaysia,2008,20,41604,5675590,136,,,,
Malaysia,2008,25,41533,5672058,137,,,,
Malaysia,2008,30,41417,5665833,137,166824.0,126602.0,40223.0,150058.0
Malaysia,2008,50,40849,5631811,138,165413.0,122979.0,42434.0,149538.0
Malaysia,2008,75,39454,5520955,140,159138.0,114765.0,44372.0,146015.0
Malaysia,2008,0,156889,14359445,92,,,,
Malaysia,2008,10,140297,14333499,102,,,,
Malaysia,2008,15,139334,14292106,103,,,,
Malaysia,2008,20,138690,14262774,103,,,,
Malaysia,2008,25,138396,14249612,103,,,,
Malaysia,2008,30,137548,14208153,103,1759767.0,956439.0,803328.0,1737690.0
Malaysia,2008,50,134448,14044745,104,1741583.0,928070.0,813513.0,1727319.0
Malaysia,2008,75,122856,13264238,108,1649501.0,824570.0,824932.0,1665757.0
Malaysia,2008,0,2615,95659,37,,,,
Malaysia,2008,10,1160,93659,81,,,,
Malaysia,2008,15,1121,92057,82,,,,
Malaysia,2008,20,1102,91236,83,,,,
Malaysia,2008,25,1084,90505,83,,,,
Malaysia,2008,30,1056,89251,84,7183.0,6058.0,1125.0,4093.0
Malaysia,2008,50,917,82539,90,6844.0,5140.0,1704.0,4056.0
Malaysia,2008,75,643,66057,103,5729.0,3452.0,2277.0,3721.0
Malaysia,2008,0,360752,44263097,123,,,,
Malaysia,2008,10,344523,44239155,128,,,,
Malaysia,2008,15,343494,44182849,129,,,,
Malaysia,2008,20,342882,44148536,129,,,,
Malaysia,2008,25,342478,44125295,129,,,,
Malaysia,2008,30,341637,44075508,129,1835547.0,1261142.0,574405.0,1750848.0
Malaysia,2008,50,337784,43836241,130,1824198.0,1233320.0,590877.0,1749233.0
Malaysia,2008,75,322259,42634659,132,1754683.0,1118910.0,635773.0,1720929.0
Malaysia,2008,0,224821,15947913,71,,,,
Malaysia,2008,10,194276,15873299,82,,,,
Malaysia,2008,15,193077,15819854,82,,,,
Malaysia,2008,20,191880,15759442,82,,,,
Malaysia,2008,25,191437,15738549,82,,,,
Malaysia,2008,30,190319,15684739,82,363741.0,330946.0,32795.0,595718.0
Malaysia,2008,50,186311,15477444,83,361190.0,321955.0,39235.0,594591.0
Malaysia,2008,75,166024,14205559,86,346693.0,290707.0,55986.0,584872.0
Malaysia,2008,0,116520,9305326,80,,,,
Malaysia,2008,10,96829,9276109,96,,,,
Malaysia,2008,15,95932,9244717,96,,,,
Malaysia,2008,20,95286,9217062,97,,,,
Malaysia,2008,25,94954,9203130,97,,,,
Malaysia,2008,30,94131,9167422,97,214873.0,339577.0,-124703.0,223514.0
Malaysia,2008,50,91303,9042121,99,212198.0,319336.0,-107138.0,222988.0
Malaysia,2008,75,80060,8359703,104,196984.0,257293.0,-60309.0,216006.0
Malaysia,2008,0,277357,37925114,137,,,,
Malaysia,2008,10,268355,37908399,141,,,,
Malaysia,2008,15,267893,37882941,141,,,,
Malaysia,2008,20,267580,37864904,142,,,,
Malaysia,2008,25,267365,37852522,142,,,,
Malaysia,2008,30,266985,37830513,142,1794304.0,1671521.0,122783.0,1638473.0
Malaysia,2008,50,264212,37664298,143,1777253.0,1635340.0,141913.0,1631272.0
Malaysia,2008,75,255387,36987047,145,1702233.0,1507942.0,194291.0,1582999.0
Malaysia,2008,0,140970,18074376,128,,,,
Malaysia,2008,10,135826,18062506,133,,,,
Malaysia,2008,15,135520,18043814,133,,,,
Malaysia,2008,20,135317,18031002,133,,,,
Malaysia,2008,25,135148,18020128,133,,,,
Malaysia,2008,30,134853,18000603,133,569331.0,187605.0,381725.0,335178.0
Malaysia,2008,50,133413,17905577,134,566132.0,180262.0,385870.0,334837.0
Malaysia,2008,75,128582,17522024,136,545979.0,158840.0,387139.0,325385.0
Malaysia,2008,0,593688,63996051,108,,,,
Malaysia,2008,10,524132,63871715,122,,,,
Malaysia,2008,15,521386,63754593,122,,,,
Malaysia,2008,20,519404,63662342,123,,,,
Malaysia,2008,25,518370,63613180,123,,,,
Malaysia,2008,30,516209,63506165,123,4042637.0,1776693.0,2265944.0,8024980.0
Malaysia,2008,50,508002,63069100,124,4024933.0,1743433.0,2281500.0,8003510.0
Malaysia,2008,75,470190,60381924,128,3891854.0,1604236.0,2287619.0,7794808.0
Malaysia,2008,0,230009,30993684,135,,,,
Malaysia,2008,10,219171,30964440,141,,,,
Malaysia,2008,15,218632,30935357,141,,,,
Malaysia,2008,20,218187,30910117,142,,,,
Malaysia,2008,25,217912,30893780,142,,,,
Malaysia,2008,30,217321,30857707,142,1408129.0,923592.0,484536.0,1922840.0
Malaysia,2008,50,215285,30728804,143,1399360.0,905455.0,493905.0,1921294.0
Malaysia,2008,75,205029,29863633,146,1333876.0,811443.0,522433.0,1902996.0
Malaysia,2008,0,1029394,149037135,145,,,,
Malaysia,2008,10,999187,148977894,149,,,,
Malaysia,2008,15,997944,148914296,149,,,,
Malaysia,2008,20,996985,148862266,149,,,,
Malaysia,2008,25,996333,148826363,149,,,,
Malaysia,2008,30,995182,148761425,149,8004546.0,2860604.0,5143941.0,12654450.0
Malaysia,2008,50,989705,148425144,150,7987197.0,2824638.0,5162559.0,12649701.0
Malaysia,2008,75,966429,146548515,152,7867095.0,2675716.0,5191379.0,12589438.0
Malaysia,2008,0,117879,13167741,112,,,,
Malaysia,2008,10,108739,13153365,121,,,,
Malaysia,2008,15,108089,13127459,121,,,,
Malaysia,2008,20,107782,13113111,122,,,,
Malaysia,2008,25,107545,13102483,122,,,,
Malaysia,2008,30,107146,13083595,122,626802.0,621771.0,5031.0,393635.0
Malaysia,2008,50,105141,12978662,123,622349.0,607789.0,14560.0,392654.0
Malaysia,2008,75,99785,12601601,126,600362.0,569927.0,30435.0,383247.0
Malaysia,2008,0,12913,726007,56,,,,
Malaysia,2008,10,11418,712470,62,,,,
Malaysia,2008,15,11321,708366,63,,,,
Malaysia,2008,20,11258,705644,63,,,,
Malaysia,2008,25,11221,704023,63,,,,
Malaysia,2008,30,11124,699858,63,131320.0,186547.0,-55227.0,233577.0
Malaysia,2008,50,10752,682577,63,130278.0,181052.0,-50775.0,232882.0
