country,subnational1,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Sarawak,2020,30,12379545,11643005,11270645,302061,72370
Malaysia,Sarawak,2020,50,12379545,11524585,11069143,302061,70962
Malaysia,Sarawak,2020,75,12379545,11067414,10588906,302061,65040
Malaysia,Selangor,2020,0,782443,782443,782443,39705,5997
Malaysia,Selangor,2020,10,782443,581303,545601,39705,4879
Malaysia,Selangor,2020,15,782443,575405,537255,39705,4826
Malaysia,Selangor,2020,20,782443,571761,534644,39705,4783
Malaysia,Selangor,2020,25,782443,568977,530200,39705,4755
Malaysia,Selangor,2020,30,782443,564558,526060,39705,4700
Malaysia,Selangor,2020,50,782443,543059,500951,39705,4438
Malaysia,Selangor,2020,75,782443,477581,440675,39705,3400
Malaysia,Trengganu,2020,0,1288895,1288895,1288895,29638,10533
Malaysia,Trengganu,2020,10,1288895,1123158,1092173,29638,9371
Malaysia,Trengganu,2020,15,1288895,1117368,1085746,29638,9309
Malaysia,Trengganu,2020,20,1288895,1113668,1081892,29638,9262
Malaysia,Trengganu,2020,25,1288895,1111102,1078290,29638,9233
Malaysia,Trengganu,2020,30,1288895,1106226,1073942,29638,9177
Malaysia,Trengganu,2020,50,1288895,1084795,1047974,29638,8915
Malaysia,Trengganu,2020,75,1288895,1007112,979724,29638,7556
Malaysia,Johor,2021,0,1911485,1911485,1911485,102272,26005
Malaysia,Johor,2021,10,1911485,1625635,1586884,102272,21930
Malaysia,Johor,2021,15,1911485,1614670,1573563,102272,21750
Malaysia,Johor,2021,20,1911485,1606540,1561875,102272,21608
Malaysia,Johor,2021,25,1911485,1601965,1552433,102272,21539
Malaysia,Johor,2021,30,1911485,1593783,1543602,102272,21403
Malaysia,Johor,2021,50,1911485,1551382,1482095,102272,20730
Malaysia,Johor,2021,75,1911485,1391685,1328110,102272,17525
Malaysia,Kedah,2021,0,951787,951787,951787,44640,10208
Malaysia,Kedah,2021,10,951787,693911,659969,44640,7744
Malaysia,Kedah,2021,15,951787,687911,653389,44640,7637
Malaysia,Kedah,2021,20,951787,683626,649573,44640,7546
Malaysia,Kedah,2021,25,951787,681331,643895,44640,7513
Malaysia,Kedah,2021,30,951787,676030,640752,44640,7430
Malaysia,Kedah,2021,50,951787,653738,617848,44640,7048
Malaysia,Kedah,2021,75,951787,581666,554988,44640,5614
Malaysia,Kelantan,2021,0,1513205,1513205,1513205,23028,19278
Malaysia,Kelantan,2021,10,1513205,1361094,1278726,23028,18640
Malaysia,Kelantan,2021,15,1513205,1355454,1271129,23028,18600
Malaysia,Kelantan,2021,20,1513205,1351764,1266493,23028,18568
Malaysia,Kelantan,2021,25,1513205,1349451,1261939,23028,18552
Malaysia,Kelantan,2021,30,1513205,1344075,1257078,23028,18512
Malaysia,Kelantan,2021,50,1513205,1325417,1229250,23028,18344
Malaysia,Kelantan,2021,75,1513205,1256211,1159120,23028,17426
Malaysia,Kuala Lumpur,2021,0,27198,27198,27198,863,42
Malaysia,Kuala Lumpur,2021,10,27198,6860,5199,863,18
Malaysia,Kuala Lumpur,2021,15,27198,5685,4642,863,17
Malaysia,Kuala Lumpur,2021,20,27198,5485,4556,863,16
Malaysia,Kuala Lumpur,2021,25,27198,5109,4403,863,15
Malaysia,Kuala Lumpur,2021,30,27198,4827,4100,863,15
Malaysia,Kuala Lumpur,2021,50,27198,3914,3071,863,12
Malaysia,Kuala Lumpur,2021,75,27198,2446,1492,863,8
Malaysia,Labuan,2021,0,9066,9066,9066,188,39
Malaysia,Labuan,2021,10,9066,4730,4401,188,31
Malaysia,Labuan,2021,15,9066,4599,4289,188,30
Malaysia,Labuan,2021,20,9066,4527,4270,188,30
Malaysia,Labuan,2021,25,9066,4480,4235,188,30
Malaysia,Labuan,2021,30,9066,4323,4163,188,29
Malaysia,Labuan,2021,50,9066,3926,3695,188,27
Malaysia,Labuan,2021,75,9066,3014,2883,188,19
Malaysia,Melaka,2021,0,165403,165403,165403,12986,3332
Malaysia,Melaka,2021,10,165403,117339,113366,12986,2814
Malaysia,Melaka,2021,15,165403,115661,111868,12986,2795
Malaysia,Melaka,2021,20,165403,114475,110563,12986,2781
Malaysia,Melaka,2021,25,165403,113794,109490,12986,2773
Malaysia,Melaka,2021,30,165403,112675,108610,12986,2756
Malaysia,Melaka,2021,50,165403,106873,102385,12986,2676
Malaysia,Melaka,2021,75,165403,88815,85393,12986,2320
Malaysia,Negeri Sembilan,2021,0,666738,666738,666738,41198,8378
Malaysia,Negeri Sembilan,2021,10,666738,570930,543073,41198,6318
Malaysia,Negeri Sembilan,2021,15,666738,567096,538483,41198,6239
Malaysia,Negeri Sembilan,2021,20,666738,564138,534113,41198,6169
Malaysia,Negeri Sembilan,2021,25,666738,562530,530990,41198,6140
Malaysia,Negeri Sembilan,2021,30,666738,559821,527970,41198,6086
Malaysia,Negeri Sembilan,2021,50,666738,544976,505321,41198,5783
Malaysia,Negeri Sembilan,2021,75,666738,487265,440613,41198,4589
Malaysia,Pahang,2021,0,3585238,3585238,3585238,117174,47469
Malaysia,Pahang,2021,10,3585238,3327704,3244745,117174,44475
Malaysia,Pahang,2021,15,3585238,3316955,3230110,117174,44304
Malaysia,Pahang,2021,20,3585238,3308545,3218619,117174,44151
Malaysia,Pahang,2021,25,3585238,3303635,3209171,117174,44075
Malaysia,Pahang,2021,30,3585238,3295418,3199022,117174,43939
Malaysia,Pahang,2021,50,3585238,3249607,3131034,117174,43230
Malaysia,Pahang,2021,75,3585238,3063046,2947338,117174,38931
Malaysia,Perak,2021,0,2091110,2091110,2091110,67954,22432
Malaysia,Perak,2021,10,2091110,1795110,1776308,67954,19649
Malaysia,Perak,2021,15,2091110,1785066,1763207,67954,19511
Malaysia,Perak,2021,20,2091110,1778841,1758035,67954,19420
Malaysia,Perak,2021,25,2091110,1774699,1751155,67954,19367
Malaysia,Perak,2021,30,2091110,1766056,1743683,67954,19238
Malaysia,Perak,2021,50,2091110,1728918,1698520,67954,18664
Malaysia,Perak,2021,75,2091110,1603872,1580232,67954,16277
Malaysia,Perlis,2021,0,82349,82349,82349,4735,287
Malaysia,Perlis,2021,10,82349,29311,24721,4735,228
Malaysia,Perlis,2021,15,82349,28648,23978,4735,225
Malaysia,Perlis,2021,20,82349,28308,23514,4735,223
Malaysia,Perlis,2021,25,82349,28044,22859,4735,221
Malaysia,Perlis,2021,30,82349,27367,22511,4735,217
Malaysia,Perlis,2021,50,82349,25598,20250,4735,204
Malaysia,Perlis,2021,75,82349,19860,14962,4735,132
Malaysia,Pulau Pinang,2021,0,105622,105622,105622,2737,623
Malaysia,Pulau Pinang,2021,10,105622,49792,43594,2737,503
Malaysia,Pulau Pinang,2021,15,105622,48776,42218,2737,497
Malaysia,Pulau Pinang,2021,20,105622,48230,41972,2737,492
Malaysia,Pulau Pinang,2021,25,105622,47774,41502,2737,489
Malaysia,Pulau Pinang,2021,30,105622,46677,40796,2737,481
Malaysia,Pulau Pinang,2021,50,105622,43161,37158,2737,450
Malaysia,Pulau Pinang,2021,75,105622,32935,28750,2737,345
Malaysia,Putrajaya,2021,0,6173,6173,6173,890,54
Malaysia,Putrajaya,2021,10,6173,1720,1691,890,33
Malaysia,Putrajaya,2021,15,6173,1670,1598,890,32
Malaysia,Putrajaya,2021,20,6173,1644,1575,890,32
Malaysia,Putrajaya,2021,25,6173,1618,1536,890,32
Malaysia,Putrajaya,2021,30,6173,1583,1491,890,31
Malaysia,Putrajaya,2021,50,6173,1395,1277,890,28
Malaysia,Putrajaya,2021,75,6173,925,855,890,19
Malaysia,Sabah,2021,0,7372091,7372091,7372091,214875,77866
Malaysia,Sabah,2021,10,7372091,6769712,6755319,214875,67983
Malaysia,Sabah,2021,15,7372091,6742543,6722295,214875,67590
Malaysia,Sabah,2021,20,7372091,6721855,6708654,214875,67202
Malaysia,Sabah,2021,25,7372091,6710515,6690453,214875,67019
Malaysia,Sabah,2021,30,7372091,6684138,6667614,214875,66550
Malaysia,Sabah,2021,50,7372091,6585815,6540896,214875,65231
Malaysia,Sabah,2021,75,7372091,6165734,6208091,214875,56369
Malaysia,Sarawak,2021,0,12379545,12379545,12379545,302061,82202
Malaysia,Sarawak,2021,10,12379545,11727777,11403600,302061,73809
Malaysia,Sarawak,2021,15,12379545,11699536,11352588,302061,73465
Malaysia,Sarawak,2021,20,12379545,11680467,11331422,302061,73197
Malaysia,Sarawak,2021,25,12379545,11666586,11302209,302061,73032
Malaysia,Sarawak,2021,30,12379545,11643005,11270645,302061,72721
Malaysia,Sarawak,2021,50,12379545,11524585,11069143,302061,71356
Malaysia,Sarawak,2021,75,12379545,11067414,10588906,302061,65286
Malaysia,Selangor,2021,0,782443,782443,782443,39705,9569
Malaysia,Selangor,2021,10,782443,581303,545601,39705,7965
Malaysia,Selangor,2021,15,782443,575405,537255,39705,7870
Malaysia,Selangor,2021,20,782443,571761,534644,39705,7804
Malaysia,Selangor,2021,25,782443,568977,530200,39705,7759
Malaysia,Selangor,2021,30,782443,564558,526060,39705,7672
Malaysia,Selangor,2021,50,782443,543059,500951,39705,7256
Malaysia,Selangor,2021,75,782443,477581,440675,39705,5751
Malaysia,Trengganu,2021,0,1288895,1288895,1288895,29638,11800
Malaysia,Trengganu,2021,10,1288895,1123158,1092173,29638,10690
Malaysia,Trengganu,2021,15,1288895,1117368,1085746,29638,10619
Malaysia,Trengganu,2021,20,1288895,1113668,1081892,29638,10571
Malaysia,Trengganu,2021,25,1288895,1111102,1078290,29638,10541
Malaysia,Trengganu,2021,30,1288895,1106226,1073942,29638,10475
Malaysia,Trengganu,2021,50,1288895,1084795,1047974,29638,10173
Malaysia,Trengganu,2021,75,1288895,1007112,979724,29638,8489
Malaysia,Johor,2022,0,1911485,1911485,1911485,102272,19828
Malaysia,Johor,2022,10,1911485,1625635,1586884,102272,16246
Malaysia,Johor,2022,15,1911485,1614670,1573563,102272,16092
Malaysia,Johor,2022,20,1911485,1606540,1561875,102272,15960
Malaysia,Johor,2022,25,1911485,1601965,1552433,102272,15892
Malaysia,Johor,2022,30,1911485,1593783,1543602,102272,15783
Malaysia,Johor,2022,50,1911485,1551382,1482095,102272,15221
Malaysia,Johor,2022,75,1911485,1391685,1328110,102272,12578
Malaysia,Kedah,2022,0,951787,951787,951787,44640,7960
Malaysia,Kedah,2022,10,951787,693911,659969,44640,5902
Malaysia,Kedah,2022,15,951787,687911,653389,44640,5810
Malaysia,Kedah,2022,20,951787,683626,649573,44640,5731
Malaysia,Kedah,2022,25,951787,681331,643895,44640,5703
Malaysia,Kedah,2022,30,951787,676030,640752,44640,5634
Malaysia,Kedah,2022,50,951787,653738,617848,44640,5303
Malaysia,Kedah,2022,75,951787,581666,554988,44640,4253
Malaysia,Kelantan,2022,0,1513205,1513205,1513205,23028,17569
Malaysia,Kelantan,2022,10,1513205,1361094,1278726,23028,16990
Malaysia,Kelantan,2022,15,1513205,1355454,1271129,23028,16957
Malaysia,Kelantan,2022,20,1513205,1351764,1266493,23028,16932
Malaysia,Kelantan,2022,25,1513205,1349451,1261939,23028,16919
Malaysia,Kelantan,2022,30,1513205,1344075,1257078,23028,16884
Malaysia,Kelantan,2022,50,1513205,1325417,1229250,23028,16762
Malaysia,Kelantan,2022,75,1513205,1256211,1159120,23028,15998
Malaysia,Kuala Lumpur,2022,0,27198,27198,27198,863,22
Malaysia,Kuala Lumpur,2022,10,27198,6860,5199,863,10
Malaysia,Kuala Lumpur,2022,15,27198,5685,4642,863,9
Malaysia,Kuala Lumpur,2022,20,27198,5485,4556,863,8
Malaysia,Kuala Lumpur,2022,25,27198,5109,4403,863,8
Malaysia,Kuala Lumpur,2022,30,27198,4827,4100,863,8
Malaysia,Kuala Lumpur,2022,50,27198,3914,3071,863,6
Malaysia,Kuala Lumpur,2022,75,27198,2446,1492,863,2
Malaysia,Labuan,2022,0,9066,9066,9066,188,54
Malaysia,Labuan,2022,10,9066,4730,4401,188,40
Malaysia,Labuan,2022,15,9066,4599,4289,188,40
Malaysia,Labuan,2022,20,9066,4527,4270,188,39
Malaysia,Labuan,2022,25,9066,4480,4235,188,39
Malaysia,Labuan,2022,30,9066,4323,4163,188,38
Malaysia,Labuan,2022,50,9066,3926,3695,188,35
Malaysia,Labuan,2022,75,9066,3014,2883,188,24
Malaysia,Melaka,2022,0,165403,165403,165403,12986,2277
Malaysia,Melaka,2022,10,165403,117339,113366,12986,1766
Malaysia,Melaka,2022,15,165403,115661,111868,12986,1742
Malaysia,Melaka,2022,20,165403,114475,110563,12986,1720
Malaysia,Melaka,2022,25,165403,113794,109490,12986,1712
Malaysia,Melaka,2022,30,165403,112675,108610,12986,1695
Malaysia,Melaka,2022,50,165403,106873,102385,12986,1602
Malaysia,Melaka,2022,75,165403,88815,85393,12986,1286
Malaysia,Negeri Sembilan,2022,0,666738,666738,666738,41198,6600
Malaysia,Negeri Sembilan,2022,10,666738,570930,543073,41198,5200
Malaysia,Negeri Sembilan,2022,15,666738,567096,538483,41198,5138
Malaysia,Negeri Sembilan,2022,20,666738,564138,534113,41198,5078
Malaysia,Negeri Sembilan,2022,25,666738,562530,530990,41198,5053
Malaysia,Negeri Sembilan,2022,30,666738,559821,527970,41198,5008
Malaysia,Negeri Sembilan,2022,50,666738,544976,505321,41198,4771
Malaysia,Negeri Sembilan,2022,75,666738,487265,440613,41198,3796
Malaysia,Pahang,2022,0,3585238,3585238,3585238,117174,39086
Malaysia,Pahang,2022,10,3585238,3327704,3244745,117174,34774
Malaysia,Pahang,2022,15,3585238,3316955,3230110,117174,34594
Malaysia,Pahang,2022,20,3585238,3308545,3218619,117174,34431
Malaysia,Pahang,2022,25,3585238,3303635,3209171,117174,34348
Malaysia,Pahang,2022,30,3585238,3295418,3199022,117174,34214
Malaysia,Pahang,2022,50,3585238,3249607,3131034,117174,33553
Malaysia,Pahang,2022,75,3585238,3063046,2947338,117174,30107
Malaysia,Perak,2022,0,2091110,2091110,2091110,67954,16316
Malaysia,Perak,2022,10,2091110,1795110,1776308,67954,13388
Malaysia,Perak,2022,15,2091110,1785066,1763207,67954,13259
Malaysia,Perak,2022,20,2091110,1778841,1758035,67954,13170
Malaysia,Perak,2022,25,2091110,1774699,1751155,67954,13117
Malaysia,Perak,2022,30,2091110,1766056,1743683,67954,13018
Malaysia,Perak,2022,50,2091110,1728918,1698520,67954,12566
Malaysia,Perak,2022,75,2091110,1603872,1580232,67954,10626
Malaysia,Perlis,2022,0,82349,82349,82349,4735,421
Malaysia,Perlis,2022,10,82349,29311,24721,4735,197
Malaysia,Perlis,2022,15,82349,28648,23978,4735,195
Malaysia,Perlis,2022,20,82349,28308,23514,4735,194
Malaysia,Perlis,2022,25,82349,28044,22859,4735,193
Malaysia,Perlis,2022,30,82349,27367,22511,4735,190
Malaysia,Perlis,2022,50,82349,25598,20250,4735,179
Malaysia,Perlis,2022,75,82349,19860,14962,4735,111
Malaysia,Pulau Pinang,2022,0,105622,105622,105622,2737,403
Malaysia,Pulau Pinang,2022,10,105622,49792,43594,2737,297
Malaysia,Pulau Pinang,2022,15,105622,48776,42218,2737,291
Malaysia,Pulau Pinang,2022,20,105622,48230,41972,2737,288
Malaysia,Pulau Pinang,2022,25,105622,47774,41502,2737,286
Malaysia,Pulau Pinang,2022,30,105622,46677,40796,2737,280
Malaysia,Pulau Pinang,2022,50,105622,43161,37158,2737,259
Malaysia,Pulau Pinang,2022,75,105622,32935,28750,2737,193
Malaysia,Putrajaya,2022,0,6173,6173,6173,890,28
Malaysia,Putrajaya,2022,10,6173,1720,1691,890,16
Malaysia,Putrajaya,2022,15,6173,1670,1598,890,16
Malaysia,Putrajaya,2022,20,6173,1644,1575,890,15
Malaysia,Putrajaya,2022,25,6173,1618,1536,890,15
Malaysia,Putrajaya,2022,30,6173,1583,1491,890,15
Malaysia,Putrajaya,2022,50,6173,1395,1277,890,14
Malaysia,Putrajaya,2022,75,6173,925,855,890,8
Malaysia,Sabah,2022,0,7372091,7372091,7372091,214875,76541
Malaysia,Sabah,2022,10,7372091,6769712,6755319,214875,65668
Malaysia,Sabah,2022,15,7372091,6742543,6722295,214875,65244
Malaysia,Sabah,2022,20,7372091,6721855,6708654,214875,64812
Malaysia,Sabah,2022,25,7372091,6710515,6690453,214875,64627
Malaysia,Sabah,2022,30,7372091,6684138,6667614,214875,64183
Malaysia,Sabah,2022,50,7372091,6585815,6540896,214875,62770
Malaysia,Sabah,2022,75,7372091,6165734,6208091,214875,54065
Malaysia,Sarawak,2022,0,12379545,12379545,12379545,302061,87349
Malaysia,Sarawak,2022,10,12379545,11727777,11403600,302061,76558
Malaysia,Sarawak,2022,15,12379545,11699536,11352588,302061,76166
Malaysia,Sarawak,2022,20,12379545,11680467,11331422,302061,75840
Malaysia,Sarawak,2022,25,12379545,11666586,11302209,302061,75647
Malaysia,Sarawak,2022,30,12379545,11643005,11270645,302061,75323
Malaysia,Sarawak,2022,50,12379545,11524585,11069143,302061,73815
Malaysia,Sarawak,2022,75,12379545,11067414,10588906,302061,67408
Malaysia,Selangor,2022,0,782443,782443,782443,39705,4979
Malaysia,Selangor,2022,10,782443,581303,545601,39705,4062
Malaysia,Selangor,2022,15,782443,575405,537255,39705,4008
Malaysia,Selangor,2022,20,782443,571761,534644,39705,3953
Malaysia,Selangor,2022,25,782443,568977,530200,39705,3922
Malaysia,Selangor,2022,30,782443,564558,526060,39705,3866
Malaysia,Selangor,2022,50,782443,543059,500951,39705,3620
Malaysia,Selangor,2022,75,782443,477581,440675,39705,2697
Malaysia,Trengganu,2022,0,1288895,1288895,1288895,29638,12977
Malaysia,Trengganu,2022,10,1288895,1123158,1092173,29638,12137
Malaysia,Trengganu,2022,15,1288895,1117368,1085746,29638,12075
Malaysia,Trengganu,2022,20,1288895,1113668,1081892,29638,12032
Malaysia,Trengganu,2022,25,1288895,1111102,1078290,29638,12004
Malaysia,Trengganu,2022,30,1288895,1106226,1073942,29638,11949
Malaysia,Trengganu,2022,50,1288895,1084795,1047974,29638,11689
Malaysia,Trengganu,2022,75,1288895,1007112,979724,29638,10353
Malaysia,Johor,2023,0,1911485,1911485,1911485,102272,35053
Malaysia,Johor,2023,10,1911485,1625635,1586884,102272,25712
Malaysia,Johor,2023,15,1911485,1614670,1573563,102272,25378
Malaysia,Johor,2023,20,1911485,1606540,1561875,102272,25080
Malaysia,Johor,2023,25,1911485,1601965,1552433,102272,24928
Malaysia,Johor,2023,30,1911485,1593783,1543602,102272,24701
Malaysia,Johor,2023,50,1911485,1551382,1482095,102272,23550
Malaysia,Johor,2023,75,1911485,1391685,1328110,102272,18877
Malaysia,Kedah,2023,0,951787,951787,951787,44640,11274
Malaysia,Kedah,2023,10,951787,693911,659969,44640,7817
Malaysia,Kedah,2023,15,951787,687911,653389,44640,7666
Malaysia,Kedah,2023,20,951787,683626,649573,44640,7539
Malaysia,Kedah,2023,25,951787,681331,643895,44640,7495
Malaysia,Kedah,2023,30,951787,676030,640752,44640,7388
Malaysia,Kedah,2023,50,951787,653738,617848,44640,6896
Malaysia,Kedah,2023,75,951787,581666,554988,44640,5328
Malaysia,Kelantan,2023,0,1513205,1513205,1513205,23028,24278
Malaysia,Kelantan,2023,10,1513205,1361094,1278726,23028,22648
Malaysia,Kelantan,2023,15,1513205,1355454,1271129,23028,22573
Malaysia,Kelantan,2023,20,1513205,1351764,1266493,23028,22506
Malaysia,Kelantan,2023,25,1513205,1349451,1261939,23028,22479
Malaysia,Kelantan,2023,30,1513205,1344075,1257078,23028,22406
Malaysia,Kelantan,2023,50,1513205,1325417,1229250,23028,22136
Malaysia,Kelantan,2023,75,1513205,1256211,1159120,23028,20945
Malaysia,Kuala Lumpur,2023,0,27198,27198,27198,863,32
Malaysia,Kuala Lumpur,2023,10,27198,6860,5199,863,14
Malaysia,Kuala Lumpur,2023,15,27198,5685,4642,863,13
Malaysia,Kuala Lumpur,2023,20,27198,5485,4556,863,13
Malaysia,Kuala Lumpur,2023,25,27198,5109,4403,863,12
Malaysia,Kuala Lumpur,2023,30,27198,4827,4100,863,12
Malaysia,Kuala Lumpur,2023,50,27198,3914,3071,863,10
Malaysia,Kuala Lumpur,2023,75,27198,2446,1492,863,5
Malaysia,Labuan,2023,0,9066,9066,9066,188,60
Malaysia,Labuan,2023,10,9066,4730,4401,188,41
Malaysia,Labuan,2023,15,9066,4599,4289,188,40
Malaysia,Labuan,2023,20,9066,4527,4270,188,39
Malaysia,Labuan,2023,25,9066,4480,4235,188,39
Malaysia,Labuan,2023,30,9066,4323,4163,188,36
Malaysia,Labuan,2023,50,9066,3926,3695,188,33
Malaysia,Labuan,2023,75,9066,3014,2883,188,25
Malaysia,Melaka,2023,0,165403,165403,165403,12986,2802
Malaysia,Melaka,2023,10,165403,117339,113366,12986,2094
Malaysia,Melaka,2023,15,165403,115661,111868,12986,2052
Malaysia,Melaka,2023,20,165403,114475,110563,12986,2021
Malaysia,Melaka,2023,25,165403,113794,109490,12986,2010
Malaysia,Melaka,2023,30,165403,112675,108610,12986,1988
Malaysia,Melaka,2023,50,165403,106873,102385,12986,1879
Malaysia,Melaka,2023,75,165403,88815,85393,12986,1503
Malaysia,Negeri Sembilan,2023,0,666738,666738,666738,41198,8547
Malaysia,Negeri Sembilan,2023,10,666738,570930,543073,41198,6111
Malaysia,Negeri Sembilan,2023,15,666738,567096,538483,41198,6027
Malaysia,Negeri Sembilan,2023,20,666738,564138,534113,41198,5936
Malaysia,Negeri Sembilan,2023,25,666738,562530,530990,41198,5908
Malaysia,Negeri Sembilan,2023,30,666738,559821,527970,41198,5854
Malaysia,Negeri Sembilan,2023,50,666738,544976,505321,41198,5535
Malaysia,Negeri Sembilan,2023,75,666738,487265,440613,41198,4316
Malaysia,Pahang,2023,0,3585238,3585238,3585238,117174,52169
Malaysia,Pahang,2023,10,3585238,3327704,3244745,117174,45892
Malaysia,Pahang,2023,15,3585238,3316955,3230110,117174,45556
Malaysia,Pahang,2023,20,3585238,3308545,3218619,117174,45291
Malaysia,Pahang,2023,25,3585238,3303635,3209171,117174,45151
Malaysia,Pahang,2023,30,3585238,3295418,3199022,117174,44907
Malaysia,Pahang,2023,50,3585238,3249607,3131034,117174,43718
Malaysia,Pahang,2023,75,3585238,3063046,2947338,117174,37949
Malaysia,Perak,2023,0,2091110,2091110,2091110,67954,23518
Malaysia,Perak,2023,10,2091110,1795110,1776308,67954,18219
Malaysia,Perak,2023,15,2091110,1785066,1763207,67954,18018
Malaysia,Perak,2023,20,2091110,1778841,1758035,67954,17839
Malaysia,Perak,2023,25,2091110,1774699,1751155,67954,17755
Malaysia,Perak,2023,30,2091110,1766056,1743683,67954,17572
Malaysia,Perak,2023,50,2091110,1728918,1698520,67954,16794
Malaysia,Perak,2023,75,2091110,1603872,1580232,67954,13781
Malaysia,Perlis,2023,0,82349,82349,82349,4735,1091
Malaysia,Perlis,2023,10,82349,29311,24721,4735,238
Malaysia,Perlis,2023,15,82349,28648,23978,4735,231
Malaysia,Perlis,2023,20,82349,28308,23514,4735,226
Malaysia,Perlis,2023,25,82349,28044,22859,4735,225
Malaysia,Perlis,2023,30,82349,27367,22511,4735,218
Malaysia,Perlis,2023,50,82349,25598,20250,4735,199
Malaysia,Perlis,2023,75,82349,19860,14962,4735,108
Malaysia,Pulau Pinang,2023,0,105622,105622,105622,2737,1154
Malaysia,Pulau Pinang,2023,10,105622,49792,43594,2737,926
Malaysia,Pulau Pinang,2023,15,105622,48776,42218,2737,916
Malaysia,Pulau Pinang,2023,20,105622,48230,41972,2737,908
Malaysia,Pulau Pinang,2023,25,105622,47774,41502,2737,904
Malaysia,Pulau Pinang,2023,30,105622,46677,40796,2737,895
Malaysia,Pulau Pinang,2023,50,105622,43161,37158,2737,846
Malaysia,Pulau Pinang,2023,75,105622,32935,28750,2737,668
Malaysia,Putrajaya,2023,0,6173,6173,6173,890,40
Malaysia,Putrajaya,2023,10,6173,1720,1691,890,23
Malaysia,Putrajaya,2023,15,6173,1670,1598,890,23
Malaysia,Putrajaya,2023,20,6173,1644,1575,890,23
Malaysia,Putrajaya,2023,25,6173,1618,1536,890,23
Malaysia,Putrajaya,2023,30,6173,1583,1491,890,22
Malaysia,Putrajaya,2023,50,6173,1395,1277,890,20
Malaysia,Putrajaya,2023,75,6173,925,855,890,15
Malaysia,Sabah,2023,0,7372091,7372091,7372091,214875,109186
Malaysia,Sabah,2023,10,7372091,6769712,6755319,214875,84361
Malaysia,Sabah,2023,15,7372091,6742543,6722295,214875,83513
Malaysia,Sabah,2023,20,7372091,6721855,6708654,214875,82699
Malaysia,Sabah,2023,25,7372091,6710515,6690453,214875,82344
Malaysia,Sabah,2023,30,7372091,6684138,6667614,214875,81495
Malaysia,Sabah,2023,50,7372091,6585815,6540896,214875,78837
Malaysia,Sabah,2023,75,7372091,6165734,6208091,214875,64032
Malaysia,Sarawak,2023,0,12379545,12379545,12379545,302061,100404
Malaysia,Sarawak,2023,10,12379545,11727777,11403600,302061,86697
Malaysia,Sarawak,2023,15,12379545,11699536,11352588,302061,86187
Malaysia,Sarawak,2023,20,12379545,11680467,11331422,302061,85760
Malaysia,Sarawak,2023,25,12379545,11666586,11302209,302061,85524
Malaysia,Sarawak,2023,30,12379545,11643005,11270645,302061,85125
Malaysia,Sarawak,2023,50,12379545,11524585,11069143,302061,83250
Malaysia,Sarawak,2023,75,12379545,11067414,10588906,302061,75307
Malaysia,Selangor,2023,0,782443,782443,782443,39705,7498
Malaysia,Selangor,2023,10,782443,581303,545601,39705,5910
Malaysia,Selangor,2023,15,782443,575405,537255,39705,5826
Malaysia,Selangor,2023,20,782443,571761,534644,39705,5763
Malaysia,Selangor,2023,25,782443,568977,530200,39705,5724
Malaysia,Selangor,2023,30,782443,564558,526060,39705,5657
Malaysia,Selangor,2023,50,782443,543059,500951,39705,5312
Malaysia,Selangor,2023,75,782443,477581,440675,39705,4087
Malaysia,Trengganu,2023,0,1288895,1288895,1288895,29638,11579
Malaysia,Trengganu,2023,10,1288895,1123158,1092173,29638,10503
Malaysia,Trengganu,2023,15,1288895,1117368,1085746,29638,10441
Malaysia,Trengganu,2023,20,1288895,1113668,1081892,29638,10401
Malaysia,Trengganu,2023,25,1288895,1111102,1078290,29638,10373
Malaysia,Trengganu,2023,30,1288895,1106226,1073942,29638,10309
Malaysia,Trengganu,2023,50,1288895,1084795,1047974,29638,10049
Malaysia,Trengganu,2023,75,1288895,1007112,979724,29638,8914
