country,subnational1,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Kuala Lumpur,2014,30,27198,4827,4100,863,55
Malaysia,Kuala Lumpur,2014,50,27198,3914,3071,863,49
Malaysia,Kuala Lumpur,2014,75,27198,2446,1492,863,25
Malaysia,Labuan,2014,0,9066,9066,9066,188,104
Malaysia,Labuan,2014,10,9066,4730,4401,188,77
Malaysia,Labuan,2014,15,9066,4599,4289,188,75
Malaysia,Labuan,2014,20,9066,4527,4270,188,74
Malaysia,Labuan,2014,25,9066,4480,4235,188,73
Malaysia,Labuan,2014,30,9066,4323,4163,188,71
Malaysia,Labuan,2014,50,9066,3926,3695,188,66
Malaysia,Labuan,2014,75,9066,3014,2883,188,51
Malaysia,Melaka,2014,0,165403,165403,165403,12986,5472
Malaysia,Melaka,2014,10,165403,117339,113366,12986,5085
Malaysia,Melaka,2014,15,165403,115661,111868,12986,5066
Malaysia,Melaka,2014,20,165403,114475,110563,12986,5049
Malaysia,Melaka,2014,25,165403,113794,109490,12986,5038
Malaysia,Melaka,2014,30,165403,112675,108610,12986,5024
Malaysia,Melaka,2014,50,165403,106873,102385,12986,4937
Malaysia,Melaka,2014,75,165403,88815,85393,12986,4533
Malaysia,Negeri Sembilan,2014,0,666738,666738,666738,41198,19488
Malaysia,Negeri Sembilan,2014,10,666738,570930,543073,41198,18456
Malaysia,Negeri Sembilan,2014,15,666738,567096,538483,41198,18401
Malaysia,Negeri Sembilan,2014,20,666738,564138,534113,41198,18355
Malaysia,Negeri Sembilan,2014,25,666738,562530,530990,41198,18329
Malaysia,Negeri Sembilan,2014,30,666738,559821,527970,41198,18281
Malaysia,Negeri Sembilan,2014,50,666738,544976,505321,41198,18036
Malaysia,Negeri Sembilan,2014,75,666738,487265,440613,41198,16715
Malaysia,Pahang,2014,0,3585238,3585238,3585238,117174,89904
Malaysia,Pahang,2014,10,3585238,3327704,3244745,117174,87334
Malaysia,Pahang,2014,15,3585238,3316955,3230110,117174,87170
Malaysia,Pahang,2014,20,3585238,3308545,3218619,117174,87004
Malaysia,Pahang,2014,25,3585238,3303635,3209171,117174,86910
Malaysia,Pahang,2014,30,3585238,3295418,3199022,117174,86752
Malaysia,Pahang,2014,50,3585238,3249607,3131034,117174,85776
Malaysia,Pahang,2014,75,3585238,3063046,2947338,117174,80787
Malaysia,Perak,2014,0,2091110,2091110,2091110,67954,35571
Malaysia,Perak,2014,10,2091110,1795110,1776308,67954,34233
Malaysia,Perak,2014,15,2091110,1785066,1763207,67954,34131
Malaysia,Perak,2014,20,2091110,1778841,1758035,67954,34060
Malaysia,Perak,2014,25,2091110,1774699,1751155,67954,34014
Malaysia,Perak,2014,30,2091110,1766056,1743683,67954,33900
Malaysia,Perak,2014,50,2091110,1728918,1698520,67954,33399
Malaysia,Perak,2014,75,2091110,1603872,1580232,67954,30827
Malaysia,Perlis,2014,0,82349,82349,82349,4735,845
Malaysia,Perlis,2014,10,82349,29311,24721,4735,540
Malaysia,Perlis,2014,15,82349,28648,23978,4735,530
Malaysia,Perlis,2014,20,82349,28308,23514,4735,523
Malaysia,Perlis,2014,25,82349,28044,22859,4735,519
Malaysia,Perlis,2014,30,82349,27367,22511,4735,509
Malaysia,Perlis,2014,50,82349,25598,20250,4735,475
Malaysia,Perlis,2014,75,82349,19860,14962,4735,314
Malaysia,Pulau Pinang,2014,0,105622,105622,105622,2737,1028
Malaysia,Pulau Pinang,2014,10,105622,49792,43594,2737,863
Malaysia,Pulau Pinang,2014,15,105622,48776,42218,2737,851
Malaysia,Pulau Pinang,2014,20,105622,48230,41972,2737,845
Malaysia,Pulau Pinang,2014,25,105622,47774,41502,2737,840
Malaysia,Pulau Pinang,2014,30,105622,46677,40796,2737,827
Malaysia,Pulau Pinang,2014,50,105622,43161,37158,2737,780
Malaysia,Pulau Pinang,2014,75,105622,32935,28750,2737,590
Malaysia,Putrajaya,2014,0,6173,6173,6173,890,49
Malaysia,Putrajaya,2014,10,6173,1720,1691,890,26
Malaysia,Putrajaya,2014,15,6173,1670,1598,890,25
Malaysia,Putrajaya,2014,20,6173,1644,1575,890,24
Malaysia,Putrajaya,2014,25,6173,1618,1536,890,24
Malaysia,Putrajaya,2014,30,6173,1583,1491,890,23
Malaysia,Putrajaya,2014,50,6173,1395,1277,890,19
Malaysia,Putrajaya,2014,75,6173,925,855,890,12
Malaysia,Sabah,2014,0,7372091,7372091,7372091,214875,146457
Malaysia,Sabah,2014,10,7372091,6769712,6755319,214875,138744
Malaysia,Sabah,2014,15,7372091,6742543,6722295,214875,138314
Malaysia,Sabah,2014,20,7372091,6721855,6708654,214875,137967
Malaysia,Sabah,2014,25,7372091,6710515,6690453,214875,137756
Malaysia,Sabah,2014,30,7372091,6684138,6667614,214875,137274
Malaysia,Sabah,2014,50,7372091,6585815,6540896,214875,135314
Malaysia,Sabah,2014,75,7372091,6165734,6208091,214875,125336
Malaysia,Sarawak,2014,0,12379545,12379545,12379545,302061,238430
Malaysia,Sarawak,2014,10,12379545,11727777,11403600,302061,230384
Malaysia,Sarawak,2014,15,12379545,11699536,11352588,302061,229967
Malaysia,Sarawak,2014,20,12379545,11680467,11331422,302061,229632
Malaysia,Sarawak,2014,25,12379545,11666586,11302209,302061,229415
Malaysia,Sarawak,2014,30,12379545,11643005,11270645,302061,229051
Malaysia,Sarawak,2014,50,12379545,11524585,11069143,302061,226890
Malaysia,Sarawak,2014,75,12379545,11067414,10588906,302061,216985
Malaysia,Selangor,2014,0,782443,782443,782443,39705,15112
Malaysia,Selangor,2014,10,782443,581303,545601,39705,13780
Malaysia,Selangor,2014,15,782443,575405,537255,39705,13716
Malaysia,Selangor,2014,20,782443,571761,534644,39705,13659
Malaysia,Selangor,2014,25,782443,568977,530200,39705,13622
Malaysia,Selangor,2014,30,782443,564558,526060,39705,13558
Malaysia,Selangor,2014,50,782443,543059,500951,39705,13190
Malaysia,Selangor,2014,75,782443,477581,440675,39705,11733
Malaysia,Trengganu,2014,0,1288895,1288895,1288895,29638,17494
Malaysia,Trengganu,2014,10,1288895,1123158,1092173,29638,16505
Malaysia,Trengganu,2014,15,1288895,1117368,1085746,29638,16442
Malaysia,Trengganu,2014,20,1288895,1113668,1081892,29638,16394
Malaysia,Trengganu,2014,25,1288895,1111102,1078290,29638,16360
Malaysia,Trengganu,2014,30,1288895,1106226,1073942,29638,16299
Malaysia,Trengganu,2014,50,1288895,1084795,1047974,29638,15944
Malaysia,Trengganu,2014,75,1288895,1007112,979724,29638,14390
Malaysia,Johor,2015,0,1911485,1911485,1911485,102272,34148
Malaysia,Johor,2015,10,1911485,1625635,1586884,102272,32144
Malaysia,Johor,2015,15,1911485,1614670,1573563,102272,32036
Malaysia,Johor,2015,20,1911485,1606540,1561875,102272,31937
Malaysia,Johor,2015,25,1911485,1601965,1552433,102272,31885
Malaysia,Johor,2015,30,1911485,1593783,1543602,102272,31797
Malaysia,Johor,2015,50,1911485,1551382,1482095,102272,31298
Malaysia,Johor,2015,75,1911485,1391685,1328110,102272,28855
Malaysia,Kedah,2015,0,951787,951787,951787,44640,14438
Malaysia,Kedah,2015,10,951787,693911,659969,44640,13569
Malaysia,Kedah,2015,15,951787,687911,653389,44640,13525
Malaysia,Kedah,2015,20,951787,683626,649573,44640,13473
Malaysia,Kedah,2015,25,951787,681331,643895,44640,13456
Malaysia,Kedah,2015,30,951787,676030,640752,44640,13412
Malaysia,Kedah,2015,50,951787,653738,617848,44640,13204
Malaysia,Kedah,2015,75,951787,581666,554988,44640,12076
Malaysia,Kelantan,2015,0,1513205,1513205,1513205,23028,25632
Malaysia,Kelantan,2015,10,1513205,1361094,1278726,23028,24581
Malaysia,Kelantan,2015,15,1513205,1355454,1271129,23028,24534
Malaysia,Kelantan,2015,20,1513205,1351764,1266493,23028,24495
Malaysia,Kelantan,2015,25,1513205,1349451,1261939,23028,24475
Malaysia,Kelantan,2015,30,1513205,1344075,1257078,23028,24416
Malaysia,Kelantan,2015,50,1513205,1325417,1229250,23028,24196
Malaysia,Kelantan,2015,75,1513205,1256211,1159120,23028,22745
Malaysia,Kuala Lumpur,2015,0,27198,27198,27198,863,87
Malaysia,Kuala Lumpur,2015,10,27198,6860,5199,863,38
Malaysia,Kuala Lumpur,2015,15,27198,5685,4642,863,35
Malaysia,Kuala Lumpur,2015,20,27198,5485,4556,863,34
Malaysia,Kuala Lumpur,2015,25,27198,5109,4403,863,33
Malaysia,Kuala Lumpur,2015,30,27198,4827,4100,863,31
Malaysia,Kuala Lumpur,2015,50,27198,3914,3071,863,27
Malaysia,Kuala Lumpur,2015,75,27198,2446,1492,863,14
Malaysia,Labuan,2015,0,9066,9066,9066,188,119
Malaysia,Labuan,2015,10,9066,4730,4401,188,87
Malaysia,Labuan,2015,15,9066,4599,4289,188,84
Malaysia,Labuan,2015,20,9066,4527,4270,188,83
Malaysia,Labuan,2015,25,9066,4480,4235,188,82
Malaysia,Labuan,2015,30,9066,4323,4163,188,79
Malaysia,Labuan,2015,50,9066,3926,3695,188,72
Malaysia,Labuan,2015,75,9066,3014,2883,188,54
Malaysia,Melaka,2015,0,165403,165403,165403,12986,3348
Malaysia,Melaka,2015,10,165403,117339,113366,12986,3148
Malaysia,Melaka,2015,15,165403,115661,111868,12986,3139
Malaysia,Melaka,2015,20,165403,114475,110563,12986,3132
Malaysia,Melaka,2015,25,165403,113794,109490,12986,3127
Malaysia,Melaka,2015,30,165403,112675,108610,12986,3120
Malaysia,Melaka,2015,50,165403,106873,102385,12986,3080
Malaysia,Melaka,2015,75,165403,88815,85393,12986,2883
Malaysia,Negeri Sembilan,2015,0,666738,666738,666738,41198,11127
Malaysia,Negeri Sembilan,2015,10,666738,570930,543073,41198,10545
Malaysia,Negeri Sembilan,2015,15,666738,567096,538483,41198,10518
Malaysia,Negeri Sembilan,2015,20,666738,564138,534113,41198,10495
Malaysia,Negeri Sembilan,2015,25,666738,562530,530990,41198,10482
Malaysia,Negeri Sembilan,2015,30,666738,559821,527970,41198,10459
Malaysia,Negeri Sembilan,2015,50,666738,544976,505321,41198,10330
Malaysia,Negeri Sembilan,2015,75,666738,487265,440613,41198,9576
Malaysia,Pahang,2015,0,3585238,3585238,3585238,117174,64791
Malaysia,Pahang,2015,10,3585238,3327704,3244745,117174,63098
Malaysia,Pahang,2015,15,3585238,3316955,3230110,117174,62993
Malaysia,Pahang,2015,20,3585238,3308545,3218619,117174,62906
Malaysia,Pahang,2015,25,3585238,3303635,3209171,117174,62848
Malaysia,Pahang,2015,30,3585238,3295418,3199022,117174,62751
Malaysia,Pahang,2015,50,3585238,3249607,3131034,117174,62189
Malaysia,Pahang,2015,75,3585238,3063046,2947338,117174,58786
Malaysia,Perak,2015,0,2091110,2091110,2091110,67954,25244
Malaysia,Perak,2015,10,2091110,1795110,1776308,67954,24151
Malaysia,Perak,2015,15,2091110,1785066,1763207,67954,24088
Malaysia,Perak,2015,20,2091110,1778841,1758035,67954,24040
Malaysia,Perak,2015,25,2091110,1774699,1751155,67954,24014
Malaysia,Perak,2015,30,2091110,1766056,1743683,67954,23935
Malaysia,Perak,2015,50,2091110,1728918,1698520,67954,23606
Malaysia,Perak,2015,75,2091110,1603872,1580232,67954,22001
Malaysia,Perlis,2015,0,82349,82349,82349,4735,327
Malaysia,Perlis,2015,10,82349,29311,24721,4735,268
Malaysia,Perlis,2015,15,82349,28648,23978,4735,265
Malaysia,Perlis,2015,20,82349,28308,23514,4735,263
Malaysia,Perlis,2015,25,82349,28044,22859,4735,262
Malaysia,Perlis,2015,30,82349,27367,22511,4735,258
Malaysia,Perlis,2015,50,82349,25598,20250,4735,246
Malaysia,Perlis,2015,75,82349,19860,14962,4735,169
Malaysia,Pulau Pinang,2015,0,105622,105622,105622,2737,592
Malaysia,Pulau Pinang,2015,10,105622,49792,43594,2737,511
Malaysia,Pulau Pinang,2015,15,105622,48776,42218,2737,505
Malaysia,Pulau Pinang,2015,20,105622,48230,41972,2737,501
Malaysia,Pulau Pinang,2015,25,105622,47774,41502,2737,499
Malaysia,Pulau Pinang,2015,30,105622,46677,40796,2737,492
Malaysia,Pulau Pinang,2015,50,105622,43161,37158,2737,465
Malaysia,Pulau Pinang,2015,75,105622,32935,28750,2737,361
Malaysia,Putrajaya,2015,0,6173,6173,6173,890,40
Malaysia,Putrajaya,2015,10,6173,1720,1691,890,27
Malaysia,Putrajaya,2015,15,6173,1670,1598,890,27
Malaysia,Putrajaya,2015,20,6173,1644,1575,890,27
Malaysia,Putrajaya,2015,25,6173,1618,1536,890,26
Malaysia,Putrajaya,2015,30,6173,1583,1491,890,26
Malaysia,Putrajaya,2015,50,6173,1395,1277,890,23
Malaysia,Putrajaya,2015,75,6173,925,855,890,17
Malaysia,Sabah,2015,0,7372091,7372091,7372091,214875,113948
Malaysia,Sabah,2015,10,7372091,6769712,6755319,214875,107990
Malaysia,Sabah,2015,15,7372091,6742543,6722295,214875,107635
Malaysia,Sabah,2015,20,7372091,6721855,6708654,214875,107332
Malaysia,Sabah,2015,25,7372091,6710515,6690453,214875,107164
Malaysia,Sabah,2015,30,7372091,6684138,6667614,214875,106771
Malaysia,Sabah,2015,50,7372091,6585815,6540896,214875,105117
Malaysia,Sabah,2015,75,7372091,6165734,6208091,214875,96580
Malaysia,Sarawak,2015,0,12379545,12379545,12379545,302061,163521
Malaysia,Sarawak,2015,10,12379545,11727777,11403600,302061,157176
Malaysia,Sarawak,2015,15,12379545,11699536,11352588,302061,156845
Malaysia,Sarawak,2015,20,12379545,11680467,11331422,302061,156616
Malaysia,Sarawak,2015,25,12379545,11666586,11302209,302061,156450
Malaysia,Sarawak,2015,30,12379545,11643005,11270645,302061,156137
Malaysia,Sarawak,2015,50,12379545,11524585,11069143,302061,154499
Malaysia,Sarawak,2015,75,12379545,11067414,10588906,302061,147067
Malaysia,Selangor,2015,0,782443,782443,782443,39705,6748
Malaysia,Selangor,2015,10,782443,581303,545601,39705,6044
Malaysia,Selangor,2015,15,782443,575405,537255,39705,6005
Malaysia,Selangor,2015,20,782443,571761,534644,39705,5975
Malaysia,Selangor,2015,25,782443,568977,530200,39705,5952
Malaysia,Selangor,2015,30,782443,564558,526060,39705,5914
Malaysia,Selangor,2015,50,782443,543059,500951,39705,5715
Malaysia,Selangor,2015,75,782443,477581,440675,39705,4867
Malaysia,Trengganu,2015,0,1288895,1288895,1288895,29638,15506
Malaysia,Trengganu,2015,10,1288895,1123158,1092173,29638,14881
Malaysia,Trengganu,2015,15,1288895,1117368,1085746,29638,14837
Malaysia,Trengganu,2015,20,1288895,1113668,1081892,29638,14808
Malaysia,Trengganu,2015,25,1288895,1111102,1078290,29638,14788
Malaysia,Trengganu,2015,30,1288895,1106226,1073942,29638,14745
Malaysia,Trengganu,2015,50,1288895,1084795,1047974,29638,14524
Malaysia,Trengganu,2015,75,1288895,1007112,979724,29638,13296
Malaysia,Johor,2016,0,1911485,1911485,1911485,102272,49903
Malaysia,Johor,2016,10,1911485,1625635,1586884,102272,45789
Malaysia,Johor,2016,15,1911485,1614670,1573563,102272,45547
Malaysia,Johor,2016,20,1911485,1606540,1561875,102272,45367
Malaysia,Johor,2016,25,1911485,1601965,1552433,102272,45264
Malaysia,Johor,2016,30,1911485,1593783,1543602,102272,45064
Malaysia,Johor,2016,50,1911485,1551382,1482095,102272,44048
Malaysia,Johor,2016,75,1911485,1391685,1328110,102272,39432
Malaysia,Kedah,2016,0,951787,951787,951787,44640,16312
Malaysia,Kedah,2016,10,951787,693911,659969,44640,15150
Malaysia,Kedah,2016,15,951787,687911,653389,44640,15075
Malaysia,Kedah,2016,20,951787,683626,649573,44640,15009
Malaysia,Kedah,2016,25,951787,681331,643895,44640,14983
Malaysia,Kedah,2016,30,951787,676030,640752,44640,14906
Malaysia,Kedah,2016,50,951787,653738,617848,44640,14584
Malaysia,Kedah,2016,75,951787,581666,554988,44640,13121
Malaysia,Kelantan,2016,0,1513205,1513205,1513205,23028,28322
Malaysia,Kelantan,2016,10,1513205,1361094,1278726,23028,27344
Malaysia,Kelantan,2016,15,1513205,1355454,1271129,23028,27291
Malaysia,Kelantan,2016,20,1513205,1351764,1266493,23028,27252
Malaysia,Kelantan,2016,25,1513205,1349451,1261939,23028,27229
Malaysia,Kelantan,2016,30,1513205,1344075,1257078,23028,27174
Malaysia,Kelantan,2016,50,1513205,1325417,1229250,23028,26944
Malaysia,Kelantan,2016,75,1513205,1256211,1159120,23028,25320
Malaysia,Kuala Lumpur,2016,0,27198,27198,27198,863,126
Malaysia,Kuala Lumpur,2016,10,27198,6860,5199,863,55
Malaysia,Kuala Lumpur,2016,15,27198,5685,4642,863,51
Malaysia,Kuala Lumpur,2016,20,27198,5485,4556,863,49
Malaysia,Kuala Lumpur,2016,25,27198,5109,4403,863,46
Malaysia,Kuala Lumpur,2016,30,27198,4827,4100,863,43
Malaysia,Kuala Lumpur,2016,50,27198,3914,3071,863,32
Malaysia,Kuala Lumpur,2016,75,27198,2446,1492,863,17
Malaysia,Labuan,2016,0,9066,9066,9066,188,194
Malaysia,Labuan,2016,10,9066,4730,4401,188,133
Malaysia,Labuan,2016,15,9066,4599,4289,188,129
Malaysia,Labuan,2016,20,9066,4527,4270,188,126
Malaysia,Labuan,2016,25,9066,4480,4235,188,125
Malaysia,Labuan,2016,30,9066,4323,4163,188,120
Malaysia,Labuan,2016,50,9066,3926,3695,188,103
Malaysia,Labuan,2016,75,9066,3014,2883,188,69
Malaysia,Melaka,2016,0,165403,165403,165403,12986,5965
Malaysia,Melaka,2016,10,165403,117339,113366,12986,5404
Malaysia,Melaka,2016,15,165403,115661,111868,12986,5379
Malaysia,Melaka,2016,20,165403,114475,110563,12986,5359
Malaysia,Melaka,2016,25,165403,113794,109490,12986,5349
Malaysia,Melaka,2016,30,165403,112675,108610,12986,5324
Malaysia,Melaka,2016,50,165403,106873,102385,12986,5210
Malaysia,Melaka,2016,75,165403,88815,85393,12986,4661
Malaysia,Negeri Sembilan,2016,0,666738,666738,666738,41198,18277
Malaysia,Negeri Sembilan,2016,10,666738,570930,543073,41198,16876
Malaysia,Negeri Sembilan,2016,15,666738,567096,538483,41198,16798
Malaysia,Negeri Sembilan,2016,20,666738,564138,534113,41198,16736
Malaysia,Negeri Sembilan,2016,25,666738,562530,530990,41198,16703
Malaysia,Negeri Sembilan,2016,30,666738,559821,527970,41198,16640
Malaysia,Negeri Sembilan,2016,50,666738,544976,505321,41198,16315
Malaysia,Negeri Sembilan,2016,75,666738,487265,440613,41198,14482
Malaysia,Pahang,2016,0,3585238,3585238,3585238,117174,104378
Malaysia,Pahang,2016,10,3585238,3327704,3244745,117174,100729
Malaysia,Pahang,2016,15,3585238,3316955,3230110,117174,100490
Malaysia,Pahang,2016,20,3585238,3308545,3218619,117174,100306
Malaysia,Pahang,2016,25,3585238,3303635,3209171,117174,100179
Malaysia,Pahang,2016,30,3585238,3295418,3199022,117174,99966
Malaysia,Pahang,2016,50,3585238,3249607,3131034,117174,98686
Malaysia,Pahang,2016,75,3585238,3063046,2947338,117174,91967
Malaysia,Perak,2016,0,2091110,2091110,2091110,67954,36079
Malaysia,Perak,2016,10,2091110,1795110,1776308,67954,33514
Malaysia,Perak,2016,15,2091110,1785066,1763207,67954,33350
Malaysia,Perak,2016,20,2091110,1778841,1758035,67954,33227
Malaysia,Perak,2016,25,2091110,1774699,1751155,67954,33157
Malaysia,Perak,2016,30,2091110,1766056,1743683,67954,32983
Malaysia,Perak,2016,50,2091110,1728918,1698520,67954,32227
Malaysia,Perak,2016,75,2091110,1603872,1580232,67954,29057
Malaysia,Perlis,2016,0,82349,82349,82349,4735,874
Malaysia,Perlis,2016,10,82349,29311,24721,4735,735
Malaysia,Perlis,2016,15,82349,28648,23978,4735,729
Malaysia,Perlis,2016,20,82349,28308,23514,4735,725
Malaysia,Perlis,2016,25,82349,28044,22859,4735,722
Malaysia,Perlis,2016,30,82349,27367,22511,4735,715
Malaysia,Perlis,2016,50,82349,25598,20250,4735,691
Malaysia,Perlis,2016,75,82349,19860,14962,4735,503
Malaysia,Pulau Pinang,2016,0,105622,105622,105622,2737,882
Malaysia,Pulau Pinang,2016,10,105622,49792,43594,2737,753
Malaysia,Pulau Pinang,2016,15,105622,48776,42218,2737,744
Malaysia,Pulau Pinang,2016,20,105622,48230,41972,2737,739
Malaysia,Pulau Pinang,2016,25,105622,47774,41502,2737,736
Malaysia,Pulau Pinang,2016,30,105622,46677,40796,2737,726
Malaysia,Pulau Pinang,2016,50,105622,43161,37158,2737,689
Malaysia,Pulau Pinang,2016,75,105622,32935,28750,2737,510
Malaysia,Putrajaya,2016,0,6173,6173,6173,890,86
Malaysia,Putrajaya,2016,10,6173,1720,1691,890,58
Malaysia,Putrajaya,2016,15,6173,1670,1598,890,57
Malaysia,Putrajaya,2016,20,6173,1644,1575,890,56
Malaysia,Putrajaya,2016,25,6173,1618,1536,890,56
Malaysia,Putrajaya,2016,30,6173,1583,1491,890,55
Malaysia,Putrajaya,2016,50,6173,1395,1277,890,50
Malaysia,Putrajaya,2016,75,6173,925,855,890,35
Malaysia,Sabah,2016,0,7372091,7372091,7372091,214875,121161
Malaysia,Sabah,2016,10,7372091,6769712,6755319,214875,114247
Malaysia,Sabah,2016,15,7372091,6742543,6722295,214875,113838
Malaysia,Sabah,2016,20,7372091,6721855,6708654,214875,113460
Malaysia,Sabah,2016,25,7372091,6710515,6690453,214875,113249
Malaysia,Sabah,2016,30,7372091,6684138,6667614,214875,112763
Malaysia,Sabah,2016,50,7372091,6585815,6540896,214875,110718
Malaysia,Sabah,2016,75,7372091,6165734,6208091,214875,100180
Malaysia,Sarawak,2016,0,12379545,12379545,12379545,302061,189914
Malaysia,Sarawak,2016,10,12379545,11727777,11403600,302061,180276
Malaysia,Sarawak,2016,15,12379545,11699536,11352588,302061,179800
Malaysia,Sarawak,2016,20,12379545,11680467,11331422,302061,179450
Malaysia,Sarawak,2016,25,12379545,11666586,11302209,302061,179201
Malaysia,Sarawak,2016,30,12379545,11643005,11270645,302061,178750
Malaysia,Sarawak,2016,50,12379545,11524585,11069143,302061,176506
Malaysia,Sarawak,2016,75,12379545,11067414,10588906,302061,166524
Malaysia,Selangor,2016,0,782443,782443,782443,39705,11546
Malaysia,Selangor,2016,10,782443,581303,545601,39705,10483
Malaysia,Selangor,2016,15,782443,575405,537255,39705,10404
Malaysia,Selangor,2016,20,782443,571761,534644,39705,10348
Malaysia,Selangor,2016,25,782443,568977,530200,39705,10310
Malaysia,Selangor,2016,30,782443,564558,526060,39705,10238
Malaysia,Selangor,2016,50,782443,543059,500951,39705,9887
Malaysia,Selangor,2016,75,782443,477581,440675,39705,8319
Malaysia,Trengganu,2016,0,1288895,1288895,1288895,29638,21377
Malaysia,Trengganu,2016,10,1288895,1123158,1092173,29638,20044
Malaysia,Trengganu,2016,15,1288895,1117368,1085746,29638,19959
Malaysia,Trengganu,2016,20,1288895,1113668,1081892,29638,19899
Malaysia,Trengganu,2016,25,1288895,1111102,1078290,29638,19863
Malaysia,Trengganu,2016,30,1288895,1106226,1073942,29638,19783
Malaysia,Trengganu,2016,50,1288895,1084795,1047974,29638,19376
Malaysia,Trengganu,2016,75,1288895,1007112,979724,29638,17416
Malaysia,Johor,2017,0,1911485,1911485,1911485,102272,48275
Malaysia,Johor,2017,10,1911485,1625635,1586884,102272,44685
Malaysia,Johor,2017,15,1911485,1614670,1573563,102272,44478
Malaysia,Johor,2017,20,1911485,1606540,1561875,102272,44313
Malaysia,Johor,2017,25,1911485,1601965,1552433,102272,44231
Malaysia,Johor,2017,30,1911485,1593783,1543602,102272,44064
Malaysia,Johor,2017,50,1911485,1551382,1482095,102272,43182
Malaysia,Johor,2017,75,1911485,1391685,1328110,102272,39189
Malaysia,Kedah,2017,0,951787,951787,951787,44640,17849
Malaysia,Kedah,2017,10,951787,693911,659969,44640,16286
Malaysia,Kedah,2017,15,951787,687911,653389,44640,16215
Malaysia,Kedah,2017,20,951787,683626,649573,44640,16146
Malaysia,Kedah,2017,25,951787,681331,643895,44640,16124
Malaysia,Kedah,2017,30,951787,676030,640752,44640,16051
Malaysia,Kedah,2017,50,951787,653738,617848,44640,15728
Malaysia,Kedah,2017,75,951787,581666,554988,44640,14235
Malaysia,Kelantan,2017,0,1513205,1513205,1513205,23028,21163
Malaysia,Kelantan,2017,10,1513205,1361094,1278726,23028,20711
Malaysia,Kelantan,2017,15,1513205,1355454,1271129,23028,20675
Malaysia,Kelantan,2017,20,1513205,1351764,1266493,23028,20649
Malaysia,Kelantan,2017,25,1513205,1349451,1261939,23028,20637
Malaysia,Kelantan,2017,30,1513205,1344075,1257078,23028,20603
Malaysia,Kelantan,2017,50,1513205,1325417,1229250,23028,20474
Malaysia,Kelantan,2017,75,1513205,1256211,1159120,23028,19644
Malaysia,Kuala Lumpur,2017,0,27198,27198,27198,863,150
Malaysia,Kuala Lumpur,2017,10,27198,6860,5199,863,112
Malaysia,Kuala Lumpur,2017,15,27198,5685,4642,863,109
Malaysia,Kuala Lumpur,2017,20,27198,5485,4556,863,107
Malaysia,Kuala Lumpur,2017,25,27198,5109,4403,863,106
Malaysia,Kuala Lumpur,2017,30,27198,4827,4100,863,103
Malaysia,Kuala Lumpur,2017,50,27198,3914,3071,863,92
Malaysia,Kuala Lumpur,2017,75,27198,2446,1492,863,52
Malaysia,Labuan,2017,0,9066,9066,9066,188,64
Malaysia,Labuan,2017,10,9066,4730,4401,188,43
Malaysia,Labuan,2017,15,9066,4599,4289,188,40
Malaysia,Labuan,2017,20,9066,4527,4270,188,39
Malaysia,Labuan,2017,25,9066,4480,4235,188,39
Malaysia,Labuan,2017,30,9066,4323,4163,188,37
Malaysia,Labuan,2017,50,9066,3926,3695,188,33
Malaysia,Labuan,2017,75,9066,3014,2883,188,25
Malaysia,Melaka,2017,0,165403,165403,165403,12986,4819
Malaysia,Melaka,2017,10,165403,117339,113366,12986,4442
Malaysia,Melaka,2017,15,165403,115661,111868,12986,4424
Malaysia,Melaka,2017,20,165403,114475,110563,12986,4409
Malaysia,Melaka,2017,25,165403,113794,109490,12986,4401
Malaysia,Melaka,2017,30,165403,112675,108610,12986,4386
Malaysia,Melaka,2017,50,165403,106873,102385,12986,4301
Malaysia,Melaka,2017,75,165403,88815,85393,12986,3838
Malaysia,Negeri Sembilan,2017,0,666738,666738,666738,41198,14923
Malaysia,Negeri Sembilan,2017,10,666738,570930,543073,41198,13823
Malaysia,Negeri Sembilan,2017,15,666738,567096,538483,41198,13757
Malaysia,Negeri Sembilan,2017,20,666738,564138,534113,41198,13683
Malaysia,Negeri Sembilan,2017,25,666738,562530,530990,41198,13657
Malaysia,Negeri Sembilan,2017,30,666738,559821,527970,41198,13601
Malaysia,Negeri Sembilan,2017,50,666738,544976,505321,41198,13310
Malaysia,Negeri Sembilan,2017,75,666738,487265,440613,41198,11741
Malaysia,Pahang,2017,0,3585238,3585238,3585238,117174,74406
Malaysia,Pahang,2017,10,3585238,3327704,3244745,117174,72208
Malaysia,Pahang,2017,15,3585238,3316955,3230110,117174,72067
Malaysia,Pahang,2017,20,3585238,3308545,3218619,117174,71963
Malaysia,Pahang,2017,25,3585238,3303635,3209171,117174,71898
Malaysia,Pahang,2017,30,3585238,3295418,3199022,117174,71777
Malaysia,Pahang,2017,50,3585238,3249607,3131034,117174,71069
Malaysia,Pahang,2017,75,3585238,3063046,2947338,117174,67210
Malaysia,Perak,2017,0,2091110,2091110,2091110,67954,33528
Malaysia,Perak,2017,10,2091110,1795110,1776308,67954,30907
Malaysia,Perak,2017,15,2091110,1785066,1763207,67954,30772
Malaysia,Perak,2017,20,2091110,1778841,1758035,67954,30671
Malaysia,Perak,2017,25,2091110,1774699,1751155,67954,30609
