country,subnational1,subnational2,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Negeri Sembilan,Kuala Pilah,2006,25,96333,87019,83860,2427,588
Malaysia,Negeri Sembilan,Kuala Pilah,2006,30,96333,86702,83401,2427,588
Malaysia,Negeri Sembilan,Kuala Pilah,2006,50,96333,84912,80017,2427,585
Malaysia,Negeri Sembilan,Kuala Pilah,2006,75,96333,78148,72012,2427,559
Malaysia,Negeri Sembilan,Port Dickson,2006,0,56336,56336,56336,5855,722
Malaysia,Negeri Sembilan,Port Dickson,2006,10,56336,41695,42743,5855,720
Malaysia,Negeri Sembilan,Port Dickson,2006,15,56336,41199,42187,5855,720
Malaysia,Negeri Sembilan,Port Dickson,2006,20,56336,40825,41842,5855,719
Malaysia,Negeri Sembilan,Port Dickson,2006,25,56336,40608,41530,5855,719
Malaysia,Negeri Sembilan,Port Dickson,2006,30,56336,40250,41234,5855,719
Malaysia,Negeri Sembilan,Port Dickson,2006,50,56336,38391,39173,5855,711
Malaysia,Negeri Sembilan,Port Dickson,2006,75,56336,32061,33372,5855,658
Malaysia,Negeri Sembilan,Rembau,2006,0,39344,39344,39344,2445,223
Malaysia,Negeri Sembilan,Rembau,2006,10,39344,33368,31550,2445,222
Malaysia,Negeri Sembilan,Rembau,2006,15,39344,33045,31223,2445,222
Malaysia,Negeri Sembilan,Rembau,2006,20,39344,32796,30960,2445,222
Malaysia,Negeri Sembilan,Rembau,2006,25,39344,32667,30697,2445,222
Malaysia,Negeri Sembilan,Rembau,2006,30,39344,32460,30545,2445,222
Malaysia,Negeri Sembilan,Rembau,2006,50,39344,31226,29188,2445,220
Malaysia,Negeri Sembilan,Rembau,2006,75,39344,27391,24787,2445,205
Malaysia,Negeri Sembilan,Seremban,2006,0,97977,97977,97977,5800,1226
Malaysia,Negeri Sembilan,Seremban,2006,10,97977,71993,66205,5800,1221
Malaysia,Negeri Sembilan,Seremban,2006,15,97977,71196,65254,5800,1220
Malaysia,Negeri Sembilan,Seremban,2006,20,97977,70684,64766,5800,1219
Malaysia,Negeri Sembilan,Seremban,2006,25,97977,70347,64223,5800,1218
Malaysia,Negeri Sembilan,Seremban,2006,30,97977,69774,63700,5800,1218
Malaysia,Negeri Sembilan,Seremban,2006,50,97977,66883,60390,5800,1186
Malaysia,Negeri Sembilan,Seremban,2006,75,97977,56967,51318,5800,924
Malaysia,Negeri Sembilan,Tampin,2006,0,85725,85725,85725,7066,2065
Malaysia,Negeri Sembilan,Tampin,2006,10,85725,72791,67343,7066,2061
Malaysia,Negeri Sembilan,Tampin,2006,15,85725,72260,66792,7066,2060
Malaysia,Negeri Sembilan,Tampin,2006,20,85725,71863,65971,7066,2059
Malaysia,Negeri Sembilan,Tampin,2006,25,85725,71649,65581,7066,2059
Malaysia,Negeri Sembilan,Tampin,2006,30,85725,71248,65174,7066,2057
Malaysia,Negeri Sembilan,Tampin,2006,50,85725,69147,62090,7066,2043
Malaysia,Negeri Sembilan,Tampin,2006,75,85725,59698,52190,7066,1908
Malaysia,Pahang,Bentong,2006,0,181514,181514,181514,4735,1599
Malaysia,Pahang,Bentong,2006,10,181514,170877,164156,4735,1597
Malaysia,Pahang,Bentong,2006,15,181514,170260,163345,4735,1597
Malaysia,Pahang,Bentong,2006,20,181514,169719,162786,4735,1596
Malaysia,Pahang,Bentong,2006,25,181514,169420,162195,4735,1596
Malaysia,Pahang,Bentong,2006,30,181514,168934,161698,4735,1595
Malaysia,Pahang,Bentong,2006,50,181514,166180,158181,4735,1589
Malaysia,Pahang,Bentong,2006,75,181514,154754,147169,4735,1495
Malaysia,Pahang,Bera,2006,0,219124,219124,219124,15866,3689
Malaysia,Pahang,Bera,2006,10,219124,192793,194844,15866,3683
Malaysia,Pahang,Bera,2006,15,219124,191828,193873,15866,3681
Malaysia,Pahang,Bera,2006,20,219124,191010,192659,15866,3677
Malaysia,Pahang,Bera,2006,25,219124,190610,192010,15866,3676
Malaysia,Pahang,Bera,2006,30,219124,189874,191171,15866,3674
Malaysia,Pahang,Bera,2006,50,219124,185892,185652,15866,3657
Malaysia,Pahang,Bera,2006,75,219124,168855,170688,15866,3474
Malaysia,Pahang,Cameron Highlands,2006,0,70753,70753,70753,275,131
Malaysia,Pahang,Cameron Highlands,2006,10,70753,65701,64363,275,130
Malaysia,Pahang,Cameron Highlands,2006,15,70753,65592,64227,275,130
Malaysia,Pahang,Cameron Highlands,2006,20,70753,65538,64178,275,130
Malaysia,Pahang,Cameron Highlands,2006,25,70753,65491,64108,275,130
Malaysia,Pahang,Cameron Highlands,2006,30,70753,65403,64014,275,130
Malaysia,Pahang,Cameron Highlands,2006,50,70753,65074,63583,275,129
Malaysia,Pahang,Cameron Highlands,2006,75,70753,63948,62500,275,122
Malaysia,Pahang,Jerantut,2006,0,724206,724206,724206,7377,2258
Malaysia,Pahang,Jerantut,2006,10,724206,703090,704333,7377,2256
Malaysia,Pahang,Jerantut,2006,15,724206,702280,703293,7377,2255
Malaysia,Pahang,Jerantut,2006,20,724206,701563,702690,7377,2254
Malaysia,Pahang,Jerantut,2006,25,724206,701154,702034,7377,2254
Malaysia,Pahang,Jerantut,2006,30,724206,700460,701216,7377,2254
Malaysia,Pahang,Jerantut,2006,50,724206,696739,695562,7377,2248
Malaysia,Pahang,Jerantut,2006,75,724206,679965,678788,7377,2178
Malaysia,Pahang,Kuantan,2006,0,301803,301803,301803,17036,6438
Malaysia,Pahang,Kuantan,2006,10,301803,256536,251535,17036,6390
Malaysia,Pahang,Kuantan,2006,15,301803,254727,249444,17036,6382
Malaysia,Pahang,Kuantan,2006,20,301803,253622,248219,17036,6375
Malaysia,Pahang,Kuantan,2006,25,301803,252867,246940,17036,6366
Malaysia,Pahang,Kuantan,2006,30,301803,251549,245584,17036,6360
Malaysia,Pahang,Kuantan,2006,50,301803,244136,237045,17036,6259
Malaysia,Pahang,Kuantan,2006,75,301803,217345,214193,17036,5935
Malaysia,Pahang,Lipis,2006,0,543869,543869,543869,6416,2693
Malaysia,Pahang,Lipis,2006,10,543869,525879,516186,6416,2687
Malaysia,Pahang,Lipis,2006,15,543869,525119,515230,6416,2685
Malaysia,Pahang,Lipis,2006,20,543869,524505,514397,6416,2682
Malaysia,Pahang,Lipis,2006,25,543869,524142,513693,6416,2681
Malaysia,Pahang,Lipis,2006,30,543869,523474,512941,6416,2680
Malaysia,Pahang,Lipis,2006,50,543869,520072,508232,6416,2666
Malaysia,Pahang,Lipis,2006,75,543869,502421,493628,6416,2559
Malaysia,Pahang,Maran,2006,0,201446,201446,201446,11905,2179
Malaysia,Pahang,Maran,2006,10,201446,174800,177531,11905,2172
Malaysia,Pahang,Maran,2006,15,201446,173645,176212,11905,2171
Malaysia,Pahang,Maran,2006,20,201446,172642,175334,11905,2169
Malaysia,Pahang,Maran,2006,25,201446,172111,174632,11905,2168
Malaysia,Pahang,Maran,2006,30,201446,171303,173648,11905,2167
Malaysia,Pahang,Maran,2006,50,201446,166458,167550,11905,2154
Malaysia,Pahang,Maran,2006,75,201446,145104,148963,11905,2017
Malaysia,Pahang,Pekan,2006,0,378906,378906,378906,19194,7473
Malaysia,Pahang,Pekan,2006,10,378906,343080,331279,19194,7469
Malaysia,Pahang,Pekan,2006,15,378906,341555,328894,19194,7469
Malaysia,Pahang,Pekan,2006,20,378906,340386,327074,19194,7467
Malaysia,Pahang,Pekan,2006,25,378906,339680,325459,19194,7466
Malaysia,Pahang,Pekan,2006,30,378906,338588,324002,19194,7466
Malaysia,Pahang,Pekan,2006,50,378906,331913,313511,19194,7451
Malaysia,Pahang,Pekan,2006,75,378906,309294,288250,19194,7351
Malaysia,Pahang,Raub,2006,0,228817,228817,228817,4647,1857
Malaysia,Pahang,Raub,2006,10,228817,219247,214220,4647,1855
Malaysia,Pahang,Raub,2006,15,228817,218742,213465,4647,1853
Malaysia,Pahang,Raub,2006,20,228817,218337,212882,4647,1852
Malaysia,Pahang,Raub,2006,25,228817,218087,212265,4647,1852
Malaysia,Pahang,Raub,2006,30,228817,217605,211793,4647,1851
Malaysia,Pahang,Raub,2006,50,228817,215033,208297,4647,1842
Malaysia,Pahang,Raub,2006,75,228817,203957,197789,4647,1711
Malaysia,Pahang,Rompin,2006,0,507197,507197,507197,19082,13742
Malaysia,Pahang,Rompin,2006,10,507197,469377,423524,19082,13730
Malaysia,Pahang,Rompin,2006,15,507197,467741,420314,19082,13728
Malaysia,Pahang,Rompin,2006,20,507197,466459,417395,19082,13726
Malaysia,Pahang,Rompin,2006,25,507197,465685,415467,19082,13724
Malaysia,Pahang,Rompin,2006,30,507197,464503,413310,19082,13722
Malaysia,Pahang,Rompin,2006,50,507197,458213,398632,19082,13703
Malaysia,Pahang,Rompin,2006,75,507197,436225,365397,19082,13513
Malaysia,Pahang,Temerloh,2006,0,227604,227604,227604,10640,3053
Malaysia,Pahang,Temerloh,2006,10,227604,206322,202773,10640,3047
Malaysia,Pahang,Temerloh,2006,15,227604,205465,201813,10640,3045
Malaysia,Pahang,Temerloh,2006,20,227604,204764,201005,10640,3043
Malaysia,Pahang,Temerloh,2006,25,227604,204387,200367,10640,3042
Malaysia,Pahang,Temerloh,2006,30,227604,203724,199646,10640,3042
Malaysia,Pahang,Temerloh,2006,50,227604,199898,194789,10640,3023
Malaysia,Pahang,Temerloh,2006,75,227604,181179,179971,10640,2872
Malaysia,Perak,Batang Padang,2006,0,274728,274728,274728,10882,957
Malaysia,Perak,Batang Padang,2006,10,274728,243617,236641,10882,953
Malaysia,Perak,Batang Padang,2006,15,274728,242317,235167,10882,952
Malaysia,Perak,Batang Padang,2006,20,274728,241543,234407,10882,951
Malaysia,Perak,Batang Padang,2006,25,274728,240954,233577,10882,950
Malaysia,Perak,Batang Padang,2006,30,274728,239889,232733,10882,949
Malaysia,Perak,Batang Padang,2006,50,274728,235664,227638,10882,942
Malaysia,Perak,Batang Padang,2006,75,274728,221173,215337,10882,887
Malaysia,Perak,Hilir Perak,2006,0,178644,178644,178644,11560,1620
Malaysia,Perak,Hilir Perak,2006,10,178644,133294,133222,11560,1612
Malaysia,Perak,Hilir Perak,2006,15,178644,131863,130714,11560,1611
Malaysia,Perak,Hilir Perak,2006,20,178644,130741,129912,11560,1610
Malaysia,Perak,Hilir Perak,2006,25,178644,130032,128896,11560,1610
Malaysia,Perak,Hilir Perak,2006,30,178644,128350,127482,11560,1609
Malaysia,Perak,Hilir Perak,2006,50,178644,120822,118704,11560,1596
Malaysia,Perak,Hilir Perak,2006,75,178644,92122,94068,11560,1468
Malaysia,Perak,Hulu Perak,2006,0,658082,658082,658082,3421,3011
Malaysia,Perak,Hulu Perak,2006,10,658082,629313,620967,3421,3007
Malaysia,Perak,Hulu Perak,2006,15,658082,628668,619848,3421,3006
Malaysia,Perak,Hulu Perak,2006,20,658082,628267,619201,3421,3005
Malaysia,Perak,Hulu Perak,2006,25,658082,628027,618390,3421,3005
Malaysia,Perak,Hulu Perak,2006,30,658082,627481,617663,3421,3005
Malaysia,Perak,Hulu Perak,2006,50,658082,625001,612987,3421,2997
Malaysia,Perak,Hulu Perak,2006,75,658082,615624,597149,3421,2959
Malaysia,Perak,Kampar,2006,0,73305,73305,73305,1768,495
Malaysia,Perak,Kampar,2006,10,73305,69505,68129,1768,494
Malaysia,Perak,Kampar,2006,15,73305,69284,67802,1768,494
Malaysia,Perak,Kampar,2006,20,73305,69136,67591,1768,494
Malaysia,Perak,Kampar,2006,25,73305,69027,67357,1768,494
Malaysia,Perak,Kampar,2006,30,73305,68853,67126,1768,494
Malaysia,Perak,Kampar,2006,50,73305,67779,65543,1768,490
Malaysia,Perak,Kampar,2006,75,73305,64117,61327,1768,463
Malaysia,Perak,Kerian,2006,0,93069,93069,93069,4233,922
Malaysia,Perak,Kerian,2006,10,93069,57574,58361,4233,921
Malaysia,Perak,Kerian,2006,15,93069,56652,56935,4233,920
Malaysia,Perak,Kerian,2006,20,93069,56228,56596,4233,920
Malaysia,Perak,Kerian,2006,25,93069,55843,55625,4233,920
Malaysia,Perak,Kerian,2006,30,93069,55241,54773,4233,920
Malaysia,Perak,Kerian,2006,50,93069,51640,50208,4233,917
Malaysia,Perak,Kerian,2006,75,93069,41462,40794,4233,882
Malaysia,Perak,Kinta,2006,0,196332,196332,196332,8219,925
Malaysia,Perak,Kinta,2006,10,196332,140470,139717,8219,905
Malaysia,Perak,Kinta,2006,15,196332,138688,138122,8219,902
Malaysia,Perak,Kinta,2006,20,196332,137798,137564,8219,900
Malaysia,Perak,Kinta,2006,25,196332,137093,136851,8219,898
Malaysia,Perak,Kinta,2006,30,196332,135736,135912,8219,897
Malaysia,Perak,Kinta,2006,50,196332,131071,131131,8219,873
Malaysia,Perak,Kinta,2006,75,196332,119323,120890,8219,748
Malaysia,Perak,Kuala Kangsar,2006,0,255091,255091,255091,4576,1123
Malaysia,Perak,Kuala Kangsar,2006,10,255091,238629,237110,4576,1120
Malaysia,Perak,Kuala Kangsar,2006,15,255091,237855,236290,4576,1119
Malaysia,Perak,Kuala Kangsar,2006,20,255091,237218,235832,4576,1119
Malaysia,Perak,Kuala Kangsar,2006,25,255091,236946,235276,4576,1118
Malaysia,Perak,Kuala Kangsar,2006,30,255091,236278,234744,4576,1118
Malaysia,Perak,Kuala Kangsar,2006,50,255091,233580,231642,4576,1114
Malaysia,Perak,Kuala Kangsar,2006,75,255091,224738,222132,4576,1088
Malaysia,Perak,Larut and Matang,2006,0,130645,130645,130645,4384,731
Malaysia,Perak,Larut and Matang,2006,10,130645,116996,115844,4384,730
Malaysia,Perak,Larut and Matang,2006,15,130645,116375,115057,4384,730
Malaysia,Perak,Larut and Matang,2006,20,130645,116009,114737,4384,729
Malaysia,Perak,Larut and Matang,2006,25,130645,115758,114315,4384,729
Malaysia,Perak,Larut and Matang,2006,30,130645,115206,113881,4384,729
Malaysia,Perak,Larut and Matang,2006,50,130645,112969,110711,4384,727
Malaysia,Perak,Larut and Matang,2006,75,130645,104980,102896,4384,707
Malaysia,Perak,Manjung,2006,0,105037,105037,105037,8465,826
Malaysia,Perak,Manjung,2006,10,105037,74585,78750,8465,820
Malaysia,Perak,Manjung,2006,15,105037,73443,77333,8465,818
Malaysia,Perak,Manjung,2006,20,105037,72689,76936,8465,817
Malaysia,Perak,Manjung,2006,25,105037,72237,76370,8465,817
Malaysia,Perak,Manjung,2006,30,105037,71321,75757,8465,816
Malaysia,Perak,Manjung,2006,50,105037,67172,71904,8465,803
Malaysia,Perak,Manjung,2006,75,105037,54117,62305,8465,720
Malaysia,Perak,Perak Tengah,2006,0,126176,126176,126176,10448,1580
Malaysia,Perak,Perak Tengah,2006,10,126176,91127,87567,10448,1574
Malaysia,Perak,Perak Tengah,2006,15,126176,89922,85940,10448,1573
Malaysia,Perak,Perak Tengah,2006,20,126176,89212,85259,10448,1572
Malaysia,Perak,Perak Tengah,2006,25,126176,88783,84499,10448,1572
Malaysia,Perak,Perak Tengah,2006,30,126176,87703,83612,10448,1571
Malaysia,Perak,Perak Tengah,2006,50,126176,83220,78052,10448,1553
Malaysia,Perak,Perak Tengah,2006,75,126176,66216,63333,10448,1387
Malaysia,Perlis,Perlis,2006,0,82349,82349,82349,4735,89
Malaysia,Perlis,Perlis,2006,10,82349,29311,24721,4735,81
Malaysia,Perlis,Perlis,2006,15,82349,28648,23978,4735,81
Malaysia,Perlis,Perlis,2006,20,82349,28308,23514,4735,80
Malaysia,Perlis,Perlis,2006,25,82349,28044,22859,4735,80
Malaysia,Perlis,Perlis,2006,30,82349,27367,22511,4735,80
Malaysia,Perlis,Perlis,2006,50,82349,25598,20250,4735,73
Malaysia,Perlis,Perlis,2006,75,82349,19860,14962,4735,53
Malaysia,Pulau Pinang,Barat Daya,2006,0,18561,18561,18561,409,68
Malaysia,Pulau Pinang,Barat Daya,2006,10,18561,12815,12091,409,68
Malaysia,Pulau Pinang,Barat Daya,2006,15,18561,12666,11903,409,68
Malaysia,Pulau Pinang,Barat Daya,2006,20,18561,12590,11864,409,68
Malaysia,Pulau Pinang,Barat Daya,2006,25,18561,12530,11796,409,67
Malaysia,Pulau Pinang,Barat Daya,2006,30,18561,12334,11697,409,67
Malaysia,Pulau Pinang,Barat Daya,2006,50,18561,11809,11108,409,67
Malaysia,Pulau Pinang,Barat Daya,2006,75,18561,9695,9575,409,61
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,0,23512,23512,23512,701,180
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,10,23512,13975,12281,701,180
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,15,23512,13712,11772,701,180
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,20,23512,13560,11696,701,180
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,25,23512,13444,11529,701,179
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,30,23512,13170,11230,701,179
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,50,23512,12010,9728,701,178
Malaysia,Pulau Pinang,Seberang Perai Selatan,2006,75,23512,8298,6235,701,165
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,0,23707,23707,23707,835,60
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,10,23707,8246,7394,835,59
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,15,23707,7953,7054,835,58
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,20,23707,7797,6999,835,58
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,25,23707,7664,6889,835,58
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,30,23707,7375,6735,835,57
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,50,23707,6487,5944,835,55
Malaysia,Pulau Pinang,Seberang Perai Tengah,2006,75,23707,4340,4157,835,37
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,0,27685,27685,27685,625,285
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,10,27685,8513,5871,625,284
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,15,27685,8284,5613,625,283
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,20,27685,8162,5554,625,283
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,25,27685,8051,5453,625,283
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,30,27685,7834,5348,625,283
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,50,27685,7077,4791,625,280
Malaysia,Pulau Pinang,Seberang Perai Utara,2006,75,27685,5377,3708,625,266
Malaysia,Pulau Pinang,Timur Laut,2006,0,12157,12157,12157,167,12
Malaysia,Pulau Pinang,Timur Laut,2006,10,12157,6243,5958,167,11
Malaysia,Pulau Pinang,Timur Laut,2006,15,12157,6159,5875,167,11
Malaysia,Pulau Pinang,Timur Laut,2006,20,12157,6122,5859,167,11
Malaysia,Pulau Pinang,Timur Laut,2006,25,12157,6085,5836,167,11
Malaysia,Pulau Pinang,Timur Laut,2006,30,12157,5964,5787,167,11
Malaysia,Pulau Pinang,Timur Laut,2006,50,12157,5778,5586,167,10
Malaysia,Pulau Pinang,Timur Laut,2006,75,12157,5225,5075,167,8
Malaysia,Putrajaya,Putrajaya,2006,0,6173,6173,6173,890,5
Malaysia,Putrajaya,Putrajaya,2006,10,6173,1720,1691,890,5
Malaysia,Putrajaya,Putrajaya,2006,15,6173,1670,1598,890,5
Malaysia,Putrajaya,Putrajaya,2006,20,6173,1644,1575,890,5
Malaysia,Putrajaya,Putrajaya,2006,25,6173,1618,1536,890,5
Malaysia,Putrajaya,Putrajaya,2006,30,6173,1583,1491,890,5
Malaysia,Putrajaya,Putrajaya,2006,50,6173,1395,1277,890,5
Malaysia,Putrajaya,Putrajaya,2006,75,6173,925,855,890,4
Malaysia,Sabah,Beaufort,2006,0,167181,167181,167181,7804,2114
Malaysia,Sabah,Beaufort,2006,10,167181,152760,147340,7804,2098
Malaysia,Sabah,Beaufort,2006,15,167181,151768,145614,7804,2097
Malaysia,Sabah,Beaufort,2006,20,167181,151161,145172,7804,2095
Malaysia,Sabah,Beaufort,2006,25,167181,150805,144370,7804,2094
Malaysia,Sabah,Beaufort,2006,30,167181,149925,143400,7804,2093
Malaysia,Sabah,Beaufort,2006,50,167181,145756,137328,7804,2077
Malaysia,Sabah,Beaufort,2006,75,167181,130963,121779,7804,1943
Malaysia,Sabah,Beluran,2006,0,820701,820701,820701,56144,11588
Malaysia,Sabah,Beluran,2006,10,820701,716589,736812,56144,11546
Malaysia,Sabah,Beluran,2006,15,820701,713538,733080,56144,11540
Malaysia,Sabah,Beluran,2006,20,820701,710845,731574,56144,11532
Malaysia,Sabah,Beluran,2006,25,820701,709541,729575,56144,11528
Malaysia,Sabah,Beluran,2006,30,820701,706898,726802,56144,11524
Malaysia,Sabah,Beluran,2006,50,820701,694329,712764,56144,11474
Malaysia,Sabah,Beluran,2006,75,820701,639926,675365,56144,11059
Malaysia,Sabah,Keningau,2006,0,313566,313566,313566,10098,2517
Malaysia,Sabah,Keningau,2006,10,313566,269261,262581,10098,2487
Malaysia,Sabah,Keningau,2006,15,313566,267071,259913,10098,2481
Malaysia,Sabah,Keningau,2006,20,313566,265587,258369,10098,2476
Malaysia,Sabah,Keningau,2006,25,313566,264577,256776,10098,2474
Malaysia,Sabah,Keningau,2006,30,313566,262249,254858,10098,2470
Malaysia,Sabah,Keningau,2006,50,313566,254104,243749,10098,2435
Malaysia,Sabah,Keningau,2006,75,313566,222523,216039,10098,2227
Malaysia,Sabah,Kinabatangan,2006,0,757422,757422,757422,51112,4313
Malaysia,Sabah,Kinabatangan,2006,10,757422,677630,705759,51112,4298
Malaysia,Sabah,Kinabatangan,2006,15,757422,674542,703189,51112,4296
Malaysia,Sabah,Kinabatangan,2006,20,757422,671760,702143,51112,4294
Malaysia,Sabah,Kinabatangan,2006,25,757422,670559,700962,51112,4293
Malaysia,Sabah,Kinabatangan,2006,30,757422,666892,698959,51112,4290
Malaysia,Sabah,Kinabatangan,2006,50,757422,656986,687334,51112,4272
Malaysia,Sabah,Kinabatangan,2006,75,757422,596155,656304,51112,4117
Malaysia,Sabah,Kota Belud,2006,0,134011,134011,134011,1924,814
Malaysia,Sabah,Kota Belud,2006,10,134011,118269,116724,1924,813
Malaysia,Sabah,Kota Belud,2006,15,134011,116907,115062,1924,813
Malaysia,Sabah,Kota Belud,2006,20,134011,116219,114440,1924,813
Malaysia,Sabah,Kota Belud,2006,25,134011,115602,113276,1924,812
Malaysia,Sabah,Kota Belud,2006,30,134011,114604,112545,1924,812
Malaysia,Sabah,Kota Belud,2006,50,134011,109786,107677,1924,810
Malaysia,Sabah,Kota Belud,2006,75,134011,98718,98883,1924,792
Malaysia,Sabah,Kota Kinabalu,2006,0,36810,36810,36810,595,142
Malaysia,Sabah,Kota Kinabalu,2006,10,36810,25926,25782,595,141
Malaysia,Sabah,Kota Kinabalu,2006,15,36810,25637,25427,595,141
Malaysia,Sabah,Kota Kinabalu,2006,20,36810,25485,25349,595,141
Malaysia,Sabah,Kota Kinabalu,2006,25,36810,25355,25183,595,140
Malaysia,Sabah,Kota Kinabalu,2006,30,36810,25149,25009,595,140
Malaysia,Sabah,Kota Kinabalu,2006,50,36810,24223,24015,595,138
Malaysia,Sabah,Kota Kinabalu,2006,75,36810,22120,22136,595,126
Malaysia,Sabah,Kota Marudu,2006,0,174445,174445,174445,2802,1918
Malaysia,Sabah,Kota Marudu,2006,10,174445,162256,158285,2802,1914
Malaysia,Sabah,Kota Marudu,2006,15,174445,161534,157381,2802,1914
Malaysia,Sabah,Kota Marudu,2006,20,174445,161153,157010,2802,1913
Malaysia,Sabah,Kota Marudu,2006,25,174445,160930,156415,2802,1913
Malaysia,Sabah,Kota Marudu,2006,30,174445,160232,155949,2802,1912
Malaysia,Sabah,Kota Marudu,2006,50,174445,157999,153107,2802,1907
Malaysia,Sabah,Kota Marudu,2006,75,174445,149142,145663,2802,1853
Malaysia,Sabah,Kuala Penyu,2006,0,46308,46308,46308,1290,190
Malaysia,Sabah,Kuala Penyu,2006,10,46308,40938,39565,1290,190
Malaysia,Sabah,Kuala Penyu,2006,15,46308,40560,38894,1290,190
Malaysia,Sabah,Kuala Penyu,2006,20,46308,40326,38755,1290,190
Malaysia,Sabah,Kuala Penyu,2006,25,46308,40162,38437,1290,190
Malaysia,Sabah,Kuala Penyu,2006,30,46308,39778,37932,1290,190
Malaysia,Sabah,Kuala Penyu,2006,50,46308,37957,34816,1290,189
Malaysia,Sabah,Kuala Penyu,2006,75,46308,32015,27594,1290,182
Malaysia,Sabah,Kudat,2006,0,132220,132220,132220,2528,1422
Malaysia,Sabah,Kudat,2006,10,132220,112878,109228,2528,1403
Malaysia,Sabah,Kudat,2006,15,132220,111765,107821,2528,1401
Malaysia,Sabah,Kudat,2006,20,132220,111038,107426,2528,1397
Malaysia,Sabah,Kudat,2006,25,132220,110612,106764,2528,1396
Malaysia,Sabah,Kudat,2006,30,132220,109702,106052,2528,1393
Malaysia,Sabah,Kudat,2006,50,132220,106228,102009,2528,1377
Malaysia,Sabah,Kudat,2006,75,132220,94382,93354,2528,1273
Malaysia,Sabah,Kunak,2006,0,110140,110140,110140,1839,544
Malaysia,Sabah,Kunak,2006,10,110140,98961,100934,1839,544
Malaysia,Sabah,Kunak,2006,15,110140,98469,100551,1839,543
Malaysia,Sabah,Kunak,2006,20,110140,97956,100369,1839,543
Malaysia,Sabah,Kunak,2006,25,110140,97712,100154,1839,543
Malaysia,Sabah,Kunak,2006,30,110140,96970,99712,1839,543
Malaysia,Sabah,Kunak,2006,50,110140,95355,97817,1839,542
Malaysia,Sabah,Kunak,2006,75,110140,85419,92150,1839,527
Malaysia,Sabah,Lahad Datu,2006,0,647639,647639,647639,13109,8471
Malaysia,Sabah,Lahad Datu,2006,10,647639,607279,611161,13109,8463
Malaysia,Sabah,Lahad Datu,2006,15,647639,605277,609711,13109,8462
Malaysia,Sabah,Lahad Datu,2006,20,647639,603064,608980,13109,8460
Malaysia,Sabah,Lahad Datu,2006,25,647639,602254,608203,13109,8460
Malaysia,Sabah,Lahad Datu,2006,30,647639,599301,606578,13109,8456
Malaysia,Sabah,Lahad Datu,2006,50,647639,593307,599307,13109,8444
Malaysia,Sabah,Lahad Datu,2006,75,647639,556178,574685,13109,8302
Malaysia,Sabah,Nabawan,2006,0,611656,611656,611656,988,2436
Malaysia,Sabah,Nabawan,2006,10,611656,599183,599622,988,2432
Malaysia,Sabah,Nabawan,2006,15,611656,598536,598733,988,2431
Malaysia,Sabah,Nabawan,2006,20,611656,598077,598435,988,2430
Malaysia,Sabah,Nabawan,2006,25,611656,597652,597929,988,2430
Malaysia,Sabah,Nabawan,2006,30,611656,596993,597251,988,2429
Malaysia,Sabah,Nabawan,2006,50,611656,593312,592820,988,2421
Malaysia,Sabah,Nabawan,2006,75,611656,578518,580722,988,2372
Malaysia,Sabah,Papar,2006,0,123318,123318,123318,1345,1025
Malaysia,Sabah,Papar,2006,10,123318,113474,111807,1345,1024
Malaysia,Sabah,Papar,2006,15,123318,112833,110894,1345,1024
Malaysia,Sabah,Papar,2006,20,123318,112484,110648,1345,1023
Malaysia,Sabah,Papar,2006,25,123318,112200,110144,1345,1023
Malaysia,Sabah,Papar,2006,30,123318,111642,109665,1345,1023
Malaysia,Sabah,Papar,2006,50,123318,109103,106800,1345,1020
Malaysia,Sabah,Papar,2006,75,123318,102973,99788,1345,999
Malaysia,Sabah,Penampang,2006,0,45780,45780,45780,184,132
Malaysia,Sabah,Penampang,2006,10,45780,41811,41324,184,132
Malaysia,Sabah,Penampang,2006,15,45780,41684,41125,184,132
Malaysia,Sabah,Penampang,2006,20,45780,41604,41064,184,132
Malaysia,Sabah,Penampang,2006,25,45780,41533,40951,184,132
Malaysia,Sabah,Penampang,2006,30,45780,41417,40852,184,131
