country,subnational1,subnational2,year,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tree_cover_loss
Malaysia,Kedah,Baling,2011,30,153473,138537,137812,5391,1858
Malaysia,Kedah,Baling,2011,50,153473,135955,135042,5391,1853
Malaysia,Kedah,Baling,2011,75,153473,127344,127006,5391,1822
Malaysia,Kedah,Bandar Baharu,2011,0,27058,27058,27058,1756,218
Malaysia,Kedah,Bandar Baharu,2011,10,27058,22120,22310,1756,218
Malaysia,Kedah,Bandar Baharu,2011,15,27058,21888,21999,1756,218
Malaysia,Kedah,Bandar Baharu,2011,20,27058,21724,21848,1756,218
Malaysia,Kedah,Bandar Baharu,2011,25,27058,21614,21670,1756,217
Malaysia,Kedah,Bandar Baharu,2011,30,27058,21430,21483,1756,217
Malaysia,Kedah,Bandar Baharu,2011,50,27058,20437,20329,1756,217
Malaysia,Kedah,Bandar Baharu,2011,75,27058,17246,17306,1756,214
Malaysia,Kedah,Kota Setar,2011,0,37058,37058,37058,110,1
Malaysia,Kedah,Kota Setar,2011,10,37058,6428,1105,110,1
Malaysia,Kedah,Kota Setar,2011,15,37058,6281,943,110,1
Malaysia,Kedah,Kota Setar,2011,20,37058,6220,931,110,1
Malaysia,Kedah,Kota Setar,2011,25,37058,6132,839,110,1
Malaysia,Kedah,Kota Setar,2011,30,37058,5969,760,110,1
Malaysia,Kedah,Kota Setar,2011,50,37058,5207,496,110,1
Malaysia,Kedah,Kota Setar,2011,75,37058,3697,197,110,1
Malaysia,Kedah,Kuala Muda,2011,0,92069,92069,92069,10719,448
Malaysia,Kedah,Kuala Muda,2011,10,92069,49559,54048,10719,432
Malaysia,Kedah,Kuala Muda,2011,15,92069,48512,53016,10719,430
Malaysia,Kedah,Kuala Muda,2011,20,92069,47703,52530,10719,430
Malaysia,Kedah,Kuala Muda,2011,25,92069,47290,51758,10719,429
Malaysia,Kedah,Kuala Muda,2011,30,92069,46460,51341,10719,428
Malaysia,Kedah,Kuala Muda,2011,50,92069,42889,48327,10719,416
Malaysia,Kedah,Kuala Muda,2011,75,92069,32029,40948,10719,344
Malaysia,Kedah,Kubang Pasu,2011,0,94943,94943,94943,3757,581
Malaysia,Kedah,Kubang Pasu,2011,10,94943,49743,39110,3757,578
Malaysia,Kedah,Kubang Pasu,2011,15,94943,49053,38339,3757,578
Malaysia,Kedah,Kubang Pasu,2011,20,94943,48649,37853,3757,577
Malaysia,Kedah,Kubang Pasu,2011,25,94943,48420,37117,3757,577
Malaysia,Kedah,Kubang Pasu,2011,30,94943,47663,36747,3757,576
Malaysia,Kedah,Kubang Pasu,2011,50,94943,44986,34188,3757,572
Malaysia,Kedah,Kubang Pasu,2011,75,94943,36223,27192,3757,537
Malaysia,Kedah,Kulim,2011,0,78946,78946,78946,5533,1222
Malaysia,Kedah,Kulim,2011,10,78946,59984,60550,5533,1217
Malaysia,Kedah,Kulim,2011,15,78946,59345,59943,5533,1216
Malaysia,Kedah,Kulim,2011,20,78946,58827,59579,5533,1216
Malaysia,Kedah,Kulim,2011,25,78946,58550,59194,5533,1215
Malaysia,Kedah,Kulim,2011,30,78946,58045,58840,5533,1215
Malaysia,Kedah,Kulim,2011,50,78946,55626,56569,5533,1209
Malaysia,Kedah,Kulim,2011,75,78946,48085,50125,5533,1173
Malaysia,Kedah,Langkawi,2011,0,47954,47954,47954,575,81
Malaysia,Kedah,Langkawi,2011,10,47954,37389,36436,575,81
Malaysia,Kedah,Langkawi,2011,15,47954,37134,36034,575,81
Malaysia,Kedah,Langkawi,2011,20,47954,36984,35921,575,81
Malaysia,Kedah,Langkawi,2011,25,47954,36851,35707,575,81
Malaysia,Kedah,Langkawi,2011,30,47954,36559,35546,575,81
Malaysia,Kedah,Langkawi,2011,50,47954,35731,34348,575,80
Malaysia,Kedah,Langkawi,2011,75,47954,31367,30988,575,76
Malaysia,Kedah,Padang Terap,2011,0,134965,134965,134965,11378,1503
Malaysia,Kedah,Padang Terap,2011,10,134965,103964,99110,11378,1494
Malaysia,Kedah,Padang Terap,2011,15,134965,103039,98061,11378,1493
Malaysia,Kedah,Padang Terap,2011,20,134965,102316,97336,11378,1493
Malaysia,Kedah,Padang Terap,2011,25,134965,102037,96239,11378,1493
Malaysia,Kedah,Padang Terap,2011,30,134965,101242,95723,11378,1493
Malaysia,Kedah,Padang Terap,2011,50,134965,98157,91874,11378,1488
Malaysia,Kedah,Padang Terap,2011,75,134965,88668,81148,11378,1454
Malaysia,Kedah,Pendang,2011,0,64523,64523,64523,1926,414
Malaysia,Kedah,Pendang,2011,10,64523,37987,33153,1926,411
Malaysia,Kedah,Pendang,2011,15,64523,37451,32573,1926,410
Malaysia,Kedah,Pendang,2011,20,64523,37087,32197,1926,410
Malaysia,Kedah,Pendang,2011,25,64523,36901,31569,1926,410
Malaysia,Kedah,Pendang,2011,30,64523,36403,31334,1926,409
Malaysia,Kedah,Pendang,2011,50,64523,34334,29138,1926,407
Malaysia,Kedah,Pendang,2011,75,64523,28010,22954,1926,389
Malaysia,Kedah,Pokok Sena,2011,0,28956,28956,28956,1539,95
Malaysia,Kedah,Pokok Sena,2011,10,28956,15037,13279,1539,93
Malaysia,Kedah,Pokok Sena,2011,15,28956,14695,12912,1539,93
Malaysia,Kedah,Pokok Sena,2011,20,28956,14474,12703,1539,93
Malaysia,Kedah,Pokok Sena,2011,25,28956,14371,12347,1539,93
Malaysia,Kedah,Pokok Sena,2011,30,28956,14093,12197,1539,92
Malaysia,Kedah,Pokok Sena,2011,50,28956,12941,10962,1539,91
Malaysia,Kedah,Pokok Sena,2011,75,28956,9796,7576,1539,83
Malaysia,Kedah,Sik,2011,0,167059,167059,167059,1846,1288
Malaysia,Kedah,Sik,2011,10,167059,160023,154650,1846,1287
Malaysia,Kedah,Sik,2011,15,167059,159589,154115,1846,1287
Malaysia,Kedah,Sik,2011,20,167059,159254,153723,1846,1287
Malaysia,Kedah,Sik,2011,25,167059,159086,153165,1846,1286
Malaysia,Kedah,Sik,2011,30,167059,158741,152883,1846,1286
Malaysia,Kedah,Sik,2011,50,167059,156953,150706,1846,1282
Malaysia,Kedah,Sik,2011,75,167059,151077,144176,1846,1264
Malaysia,Kedah,Yan,2011,0,24783,24783,24783,111,38
Malaysia,Kedah,Yan,2011,10,24783,11180,6314,111,38
Malaysia,Kedah,Yan,2011,15,24783,11092,6210,111,38
Malaysia,Kedah,Yan,2011,20,24783,11053,6191,111,37
Malaysia,Kedah,Yan,2011,25,24783,11008,6134,111,37
Malaysia,Kedah,Yan,2011,30,24783,10888,6087,111,37
Malaysia,Kedah,Yan,2011,50,24783,10522,5867,111,37
Malaysia,Kedah,Yan,2011,75,24783,8124,5371,111,37
Malaysia,Kelantan,Bachok,2011,0,28035,28035,28035,567,26
Malaysia,Kelantan,Bachok,2011,10,28035,9894,8033,567,25
Malaysia,Kelantan,Bachok,2011,15,28035,9374,7393,567,25
Malaysia,Kelantan,Bachok,2011,20,28035,9027,7249,567,25
Malaysia,Kelantan,Bachok,2011,25,28035,8733,6989,567,25
Malaysia,Kelantan,Bachok,2011,30,28035,8200,6702,567,25
Malaysia,Kelantan,Bachok,2011,50,28035,6447,5175,567,23
Malaysia,Kelantan,Bachok,2011,75,28035,2962,2592,567,16
Malaysia,Kelantan,Gua Musang,2011,0,816728,816728,816728,9209,14482
Malaysia,Kelantan,Gua Musang,2011,10,816728,791597,748239,9209,14469
Malaysia,Kelantan,Gua Musang,2011,15,816728,790488,746084,9209,14466
Malaysia,Kelantan,Gua Musang,2011,20,816728,789686,744429,9209,14465
Malaysia,Kelantan,Gua Musang,2011,25,816728,789187,742936,9209,14464
Malaysia,Kelantan,Gua Musang,2011,30,816728,788273,741133,9209,14462
Malaysia,Kelantan,Gua Musang,2011,50,816728,783746,731289,9209,14449
Malaysia,Kelantan,Gua Musang,2011,75,816728,759554,703619,9209,14261
Malaysia,Kelantan,Jeli,2011,0,143012,143012,143012,1269,1411
Malaysia,Kelantan,Jeli,2011,10,143012,138673,129224,1269,1409
Malaysia,Kelantan,Jeli,2011,15,143012,138402,128827,1269,1409
Malaysia,Kelantan,Jeli,2011,20,143012,138227,128529,1269,1409
Malaysia,Kelantan,Jeli,2011,25,143012,138122,128270,1269,1409
Malaysia,Kelantan,Jeli,2011,30,143012,137842,128003,1269,1408
Malaysia,Kelantan,Jeli,2011,50,143012,136764,126487,1269,1407
Malaysia,Kelantan,Jeli,2011,75,143012,132032,122153,1269,1386
Malaysia,Kelantan,Kota Bharu,2011,0,40332,40332,40332,439,70
Malaysia,Kelantan,Kota Bharu,2011,10,40332,16762,14468,439,69
Malaysia,Kelantan,Kota Bharu,2011,15,40332,16135,13668,439,68
Malaysia,Kelantan,Kota Bharu,2011,20,40332,15738,13466,439,68
Malaysia,Kelantan,Kota Bharu,2011,25,40332,15463,13186,439,68
Malaysia,Kelantan,Kota Bharu,2011,30,40332,14790,12817,439,68
Malaysia,Kelantan,Kota Bharu,2011,50,40332,12912,10832,439,67
Malaysia,Kelantan,Kota Bharu,2011,75,40332,8552,7468,439,57
Malaysia,Kelantan,Kuala Krai,2011,0,227830,227830,227830,3723,2912
Malaysia,Kelantan,Kuala Krai,2011,10,227830,216303,202798,3723,2910
Malaysia,Kelantan,Kuala Krai,2011,15,227830,215778,201984,3723,2910
Malaysia,Kelantan,Kuala Krai,2011,20,227830,215389,201370,3723,2909
Malaysia,Kelantan,Kuala Krai,2011,25,227830,215202,200897,3723,2909
Malaysia,Kelantan,Kuala Krai,2011,30,227830,214665,200147,3723,2909
Malaysia,Kelantan,Kuala Krai,2011,50,227830,212747,196390,3723,2904
Malaysia,Kelantan,Kuala Krai,2011,75,227830,202132,184631,3723,2874
Malaysia,Kelantan,Machang,2011,0,52682,52682,52682,999,526
Malaysia,Kelantan,Machang,2011,10,52682,45228,42523,999,524
Malaysia,Kelantan,Machang,2011,15,52682,44877,42190,999,524
Malaysia,Kelantan,Machang,2011,20,52682,44651,41919,999,523
Malaysia,Kelantan,Machang,2011,25,52682,44541,41702,999,523
Malaysia,Kelantan,Machang,2011,30,52682,44152,41516,999,523
Malaysia,Kelantan,Machang,2011,50,52682,43141,40212,999,519
Malaysia,Kelantan,Machang,2011,75,52682,39777,37044,999,505
Malaysia,Kelantan,Pasir Mas,2011,0,59344,59344,59344,3373,541
Malaysia,Kelantan,Pasir Mas,2011,10,59344,38042,35632,3373,540
Malaysia,Kelantan,Pasir Mas,2011,15,59344,37220,34807,3373,540
Malaysia,Kelantan,Pasir Mas,2011,20,59344,36698,34252,3373,540
Malaysia,Kelantan,Pasir Mas,2011,25,59344,36381,33602,3373,540
Malaysia,Kelantan,Pasir Mas,2011,30,59344,35659,33219,3373,539
Malaysia,Kelantan,Pasir Mas,2011,50,59344,32984,30297,3373,537
Malaysia,Kelantan,Pasir Mas,2011,75,59344,25416,24049,3373,518
Malaysia,Kelantan,Pasir Putih,2011,0,40332,40332,40332,1167,195
Malaysia,Kelantan,Pasir Putih,2011,10,40332,20598,19407,1167,194
Malaysia,Kelantan,Pasir Putih,2011,15,40332,20056,18734,1167,194
Malaysia,Kelantan,Pasir Putih,2011,20,40332,19758,18481,1167,194
Malaysia,Kelantan,Pasir Putih,2011,25,40332,19552,18185,1167,194
Malaysia,Kelantan,Pasir Putih,2011,30,40332,19033,17867,1167,194
Malaysia,Kelantan,Pasir Putih,2011,50,40332,17684,16136,1167,191
Malaysia,Kelantan,Pasir Putih,2011,75,40332,14078,12870,1167,178
Malaysia,Kelantan,Tanah Merah,2011,0,85560,85560,85560,2024,2716
Malaysia,Kelantan,Tanah Merah,2011,10,85560,76917,71752,2024,2715
Malaysia,Kelantan,Tanah Merah,2011,15,85560,76513,71327,2024,2715
Malaysia,Kelantan,Tanah Merah,2011,20,85560,76223,70797,2024,2715
Malaysia,Kelantan,Tanah Merah,2011,25,85560,76090,70396,2024,2715
Malaysia,Kelantan,Tanah Merah,2011,30,85560,75643,70137,2024,2714
Malaysia,Kelantan,Tanah Merah,2011,50,85560,74290,68092,2024,2711
Malaysia,Kelantan,Tanah Merah,2011,75,85560,68963,62076,2024,2683
Malaysia,Kelantan,Tumpat,2011,0,19351,19351,19351,256,19
Malaysia,Kelantan,Tumpat,2011,10,19351,7080,6649,256,18
Malaysia,Kelantan,Tumpat,2011,15,19351,6611,6114,256,18
Malaysia,Kelantan,Tumpat,2011,20,19351,6367,6002,256,18
Malaysia,Kelantan,Tumpat,2011,25,19351,6180,5776,256,18
Malaysia,Kelantan,Tumpat,2011,30,19351,5819,5536,256,18
Malaysia,Kelantan,Tumpat,2011,50,19351,4702,4340,256,18
Malaysia,Kelantan,Tumpat,2011,75,19351,2745,2617,256,15
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,0,27198,27198,27198,863,34
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,10,27198,6860,5199,863,34
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,15,27198,5685,4642,863,34
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,20,27198,5485,4556,863,34
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,25,27198,5109,4403,863,34
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,30,27198,4827,4100,863,34
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,50,27198,3914,3071,863,33
Malaysia,Kuala Lumpur,Kuala Lumpur,2011,75,27198,2446,1492,863,28
Malaysia,Labuan,Labuan,2011,0,9066,9066,9066,188,55
Malaysia,Labuan,Labuan,2011,10,9066,4730,4401,188,55
Malaysia,Labuan,Labuan,2011,15,9066,4599,4289,188,55
Malaysia,Labuan,Labuan,2011,20,9066,4527,4270,188,55
Malaysia,Labuan,Labuan,2011,25,9066,4480,4235,188,55
Malaysia,Labuan,Labuan,2011,30,9066,4323,4163,188,55
Malaysia,Labuan,Labuan,2011,50,9066,3926,3695,188,54
Malaysia,Labuan,Labuan,2011,75,9066,3014,2883,188,49
Malaysia,Melaka,Alor Gajah,2011,0,67030,67030,67030,5753,1132
Malaysia,Melaka,Alor Gajah,2011,10,67030,49726,46799,5753,1128
Malaysia,Melaka,Alor Gajah,2011,15,67030,48982,46110,5753,1128
Malaysia,Melaka,Alor Gajah,2011,20,67030,48451,45452,5753,1127
Malaysia,Melaka,Alor Gajah,2011,25,67030,48150,44918,5753,1127
Malaysia,Melaka,Alor Gajah,2011,30,67030,47671,44523,5753,1126
Malaysia,Melaka,Alor Gajah,2011,50,67030,45025,41477,5753,1121
Malaysia,Melaka,Alor Gajah,2011,75,67030,36667,33101,5753,1069
Malaysia,Melaka,Jasin,2011,0,69871,69871,69871,6104,1734
Malaysia,Melaka,Jasin,2011,10,69871,56096,56719,6104,1727
Malaysia,Melaka,Jasin,2011,15,69871,55546,56259,6104,1726
Malaysia,Melaka,Jasin,2011,20,69871,55109,55778,6104,1724
Malaysia,Melaka,Jasin,2011,25,69871,54882,55445,6104,1724
Malaysia,Melaka,Jasin,2011,30,69871,54509,55153,6104,1723
Malaysia,Melaka,Jasin,2011,50,69871,52517,52993,6104,1719
Malaysia,Melaka,Jasin,2011,75,69871,45467,46529,6104,1684
Malaysia,Melaka,Melaka Tengah,2011,0,28502,28502,28502,1129,311
Malaysia,Melaka,Melaka Tengah,2011,10,28502,11518,9848,1129,309
Malaysia,Melaka,Melaka Tengah,2011,15,28502,11133,9500,1129,308
Malaysia,Melaka,Melaka Tengah,2011,20,28502,10915,9333,1129,307
Malaysia,Melaka,Melaka Tengah,2011,25,28502,10762,9127,1129,307
Malaysia,Melaka,Melaka Tengah,2011,30,28502,10495,8934,1129,307
Malaysia,Melaka,Melaka Tengah,2011,50,28502,9331,7915,1129,302
Malaysia,Melaka,Melaka Tengah,2011,75,28502,6681,5764,1129,279
Malaysia,Negeri Sembilan,Jelebu,2011,0,135547,135547,135547,3159,1789
Malaysia,Negeri Sembilan,Jelebu,2011,10,135547,129391,125989,3159,1787
Malaysia,Negeri Sembilan,Jelebu,2011,15,135547,129080,125546,3159,1787
Malaysia,Negeri Sembilan,Jelebu,2011,20,135547,128804,125190,3159,1787
Malaysia,Negeri Sembilan,Jelebu,2011,25,135547,128686,124850,3159,1786
Malaysia,Negeri Sembilan,Jelebu,2011,30,135547,128475,124621,3159,1786
Malaysia,Negeri Sembilan,Jelebu,2011,50,135547,127121,122783,3159,1784
Malaysia,Negeri Sembilan,Jelebu,2011,75,135547,122515,116633,3159,1768
Malaysia,Negeri Sembilan,Jempol,2011,0,155477,155477,155477,14446,8117
Malaysia,Negeri Sembilan,Jempol,2011,10,155477,133699,123944,14446,8111
Malaysia,Negeri Sembilan,Jempol,2011,15,155477,132740,122775,14446,8110
Malaysia,Negeri Sembilan,Jempol,2011,20,155477,131949,121104,14446,8107
Malaysia,Negeri Sembilan,Jempol,2011,25,155477,131553,120250,14446,8106
Malaysia,Negeri Sembilan,Jempol,2011,30,155477,130912,119295,14446,8105
Malaysia,Negeri Sembilan,Jempol,2011,50,155477,127295,111680,14446,8095
Malaysia,Negeri Sembilan,Jempol,2011,75,155477,110485,90300,14446,7948
Malaysia,Negeri Sembilan,Kuala Pilah,2011,0,96333,96333,96333,2427,943
Malaysia,Negeri Sembilan,Kuala Pilah,2011,10,96333,87992,85300,2427,940
Malaysia,Negeri Sembilan,Kuala Pilah,2011,15,96333,87575,84707,2427,939
Malaysia,Negeri Sembilan,Kuala Pilah,2011,20,96333,87216,84280,2427,939
Malaysia,Negeri Sembilan,Kuala Pilah,2011,25,96333,87019,83860,2427,939
Malaysia,Negeri Sembilan,Kuala Pilah,2011,30,96333,86702,83401,2427,939
Malaysia,Negeri Sembilan,Kuala Pilah,2011,50,96333,84912,80017,2427,936
Malaysia,Negeri Sembilan,Kuala Pilah,2011,75,96333,78148,72012,2427,915
Malaysia,Negeri Sembilan,Port Dickson,2011,0,56336,56336,56336,5855,1422
Malaysia,Negeri Sembilan,Port Dickson,2011,10,56336,41695,42743,5855,1420
Malaysia,Negeri Sembilan,Port Dickson,2011,15,56336,41199,42187,5855,1419
Malaysia,Negeri Sembilan,Port Dickson,2011,20,56336,40825,41842,5855,1418
Malaysia,Negeri Sembilan,Port Dickson,2011,25,56336,40608,41530,5855,1418
Malaysia,Negeri Sembilan,Port Dickson,2011,30,56336,40250,41234,5855,1418
Malaysia,Negeri Sembilan,Port Dickson,2011,50,56336,38391,39173,5855,1414
Malaysia,Negeri Sembilan,Port Dickson,2011,75,56336,32061,33372,5855,1383
Malaysia,Negeri Sembilan,Rembau,2011,0,39344,39344,39344,2445,474
Malaysia,Negeri Sembilan,Rembau,2011,10,39344,33368,31550,2445,473
Malaysia,Negeri Sembilan,Rembau,2011,15,39344,33045,31223,2445,473
Malaysia,Negeri Sembilan,Rembau,2011,20,39344,32796,30960,2445,472
Malaysia,Negeri Sembilan,Rembau,2011,25,39344,32667,30697,2445,472
Malaysia,Negeri Sembilan,Rembau,2011,30,39344,32460,30545,2445,472
Malaysia,Negeri Sembilan,Rembau,2011,50,39344,31226,29188,2445,471
Malaysia,Negeri Sembilan,Rembau,2011,75,39344,27391,24787,2445,462
Malaysia,Negeri Sembilan,Seremban,2011,0,97977,97977,97977,5800,1170
Malaysia,Negeri Sembilan,Seremban,2011,10,97977,71993,66205,5800,1141
Malaysia,Negeri Sembilan,Seremban,2011,15,97977,71196,65254,5800,1140
Malaysia,Negeri Sembilan,Seremban,2011,20,97977,70684,64766,5800,1140
Malaysia,Negeri Sembilan,Seremban,2011,25,97977,70347,64223,5800,1139
Malaysia,Negeri Sembilan,Seremban,2011,30,97977,69774,63700,5800,1139
Malaysia,Negeri Sembilan,Seremban,2011,50,97977,66883,60390,5800,1132
Malaysia,Negeri Sembilan,Seremban,2011,75,97977,56967,51318,5800,1060
Malaysia,Negeri Sembilan,Tampin,2011,0,85725,85725,85725,7066,2036
Malaysia,Negeri Sembilan,Tampin,2011,10,85725,72791,67343,7066,2032
Malaysia,Negeri Sembilan,Tampin,2011,15,85725,72260,66792,7066,2031
Malaysia,Negeri Sembilan,Tampin,2011,20,85725,71863,65971,7066,2030
Malaysia,Negeri Sembilan,Tampin,2011,25,85725,71649,65581,7066,2030
Malaysia,Negeri Sembilan,Tampin,2011,30,85725,71248,65174,7066,2029
Malaysia,Negeri Sembilan,Tampin,2011,50,85725,69147,62090,7066,2020
Malaysia,Negeri Sembilan,Tampin,2011,75,85725,59698,52190,7066,1946
Malaysia,Pahang,Bentong,2011,0,181514,181514,181514,4735,1068
Malaysia,Pahang,Bentong,2011,10,181514,170877,164156,4735,1059
Malaysia,Pahang,Bentong,2011,15,181514,170260,163345,4735,1058
Malaysia,Pahang,Bentong,2011,20,181514,169719,162786,4735,1058
Malaysia,Pahang,Bentong,2011,25,181514,169420,162195,4735,1058
Malaysia,Pahang,Bentong,2011,30,181514,168934,161698,4735,1057
Malaysia,Pahang,Bentong,2011,50,181514,166180,158181,4735,1052
Malaysia,Pahang,Bentong,2011,75,181514,154754,147169,4735,1030
Malaysia,Pahang,Bera,2011,0,219124,219124,219124,15866,3740
Malaysia,Pahang,Bera,2011,10,219124,192793,194844,15866,3717
Malaysia,Pahang,Bera,2011,15,219124,191828,193873,15866,3715
Malaysia,Pahang,Bera,2011,20,219124,191010,192659,15866,3712
Malaysia,Pahang,Bera,2011,25,219124,190610,192010,15866,3711
Malaysia,Pahang,Bera,2011,30,219124,189874,191171,15866,3710
Malaysia,Pahang,Bera,2011,50,219124,185892,185652,15866,3693
Malaysia,Pahang,Bera,2011,75,219124,168855,170688,15866,3572
Malaysia,Pahang,Cameron Highlands,2011,0,70753,70753,70753,275,203
Malaysia,Pahang,Cameron Highlands,2011,10,70753,65701,64363,275,203
Malaysia,Pahang,Cameron Highlands,2011,15,70753,65592,64227,275,203
Malaysia,Pahang,Cameron Highlands,2011,20,70753,65538,64178,275,203
Malaysia,Pahang,Cameron Highlands,2011,25,70753,65491,64108,275,203
Malaysia,Pahang,Cameron Highlands,2011,30,70753,65403,64014,275,203
Malaysia,Pahang,Cameron Highlands,2011,50,70753,65074,63583,275,202
Malaysia,Pahang,Cameron Highlands,2011,75,70753,63948,62500,275,200
Malaysia,Pahang,Jerantut,2011,0,724206,724206,724206,7377,3695
Malaysia,Pahang,Jerantut,2011,10,724206,703090,704333,7377,3689
Malaysia,Pahang,Jerantut,2011,15,724206,702280,703293,7377,3688
Malaysia,Pahang,Jerantut,2011,20,724206,701563,702690,7377,3687
Malaysia,Pahang,Jerantut,2011,25,724206,701154,702034,7377,3687
Malaysia,Pahang,Jerantut,2011,30,724206,700460,701216,7377,3686
Malaysia,Pahang,Jerantut,2011,50,724206,696739,695562,7377,3681
Malaysia,Pahang,Jerantut,2011,75,724206,679965,678788,7377,3636
Malaysia,Pahang,Kuantan,2011,0,301803,301803,301803,17036,5468
Malaysia,Pahang,Kuantan,2011,10,301803,256536,251535,17036,5440
Malaysia,Pahang,Kuantan,2011,15,301803,254727,249444,17036,5435
Malaysia,Pahang,Kuantan,2011,20,301803,253622,248219,17036,5432
Malaysia,Pahang,Kuantan,2011,25,301803,252867,246940,17036,5429
Malaysia,Pahang,Kuantan,2011,30,301803,251549,245584,17036,5425
Malaysia,Pahang,Kuantan,2011,50,301803,244136,237045,17036,5388
Malaysia,Pahang,Kuantan,2011,75,301803,217345,214193,17036,5229
Malaysia,Pahang,Lipis,2011,0,543869,543869,543869,6416,3798
Malaysia,Pahang,Lipis,2011,10,543869,525879,516186,6416,3794
Malaysia,Pahang,Lipis,2011,15,543869,525119,515230,6416,3793
Malaysia,Pahang,Lipis,2011,20,543869,524505,514397,6416,3792
Malaysia,Pahang,Lipis,2011,25,543869,524142,513693,6416,3792
Malaysia,Pahang,Lipis,2011,30,543869,523474,512941,6416,3791
Malaysia,Pahang,Lipis,2011,50,543869,520072,508232,6416,3784
Malaysia,Pahang,Lipis,2011,75,543869,502421,493628,6416,3715
Malaysia,Pahang,Maran,2011,0,201446,201446,201446,11905,1026
Malaysia,Pahang,Maran,2011,10,201446,174800,177531,11905,1020
Malaysia,Pahang,Maran,2011,15,201446,173645,176212,11905,1019
Malaysia,Pahang,Maran,2011,20,201446,172642,175334,11905,1019
Malaysia,Pahang,Maran,2011,25,201446,172111,174632,11905,1018
Malaysia,Pahang,Maran,2011,30,201446,171303,173648,11905,1018
Malaysia,Pahang,Maran,2011,50,201446,166458,167550,11905,1014
Malaysia,Pahang,Maran,2011,75,201446,145104,148963,11905,986
Malaysia,Pahang,Pekan,2011,0,378906,378906,378906,19194,7895
Malaysia,Pahang,Pekan,2011,10,378906,343080,331279,19194,7878
Malaysia,Pahang,Pekan,2011,15,378906,341555,328894,19194,7875
Malaysia,Pahang,Pekan,2011,20,378906,340386,327074,19194,7872
Malaysia,Pahang,Pekan,2011,25,378906,339680,325459,19194,7871
Malaysia,Pahang,Pekan,2011,30,378906,338588,324002,19194,7867
Malaysia,Pahang,Pekan,2011,50,378906,331913,313511,19194,7837
Malaysia,Pahang,Pekan,2011,75,378906,309294,288250,19194,7651
Malaysia,Pahang,Raub,2011,0,228817,228817,228817,4647,622
Malaysia,Pahang,Raub,2011,10,228817,219247,214220,4647,621
Malaysia,Pahang,Raub,2011,15,228817,218742,213465,4647,620
Malaysia,Pahang,Raub,2011,20,228817,218337,212882,4647,620
Malaysia,Pahang,Raub,2011,25,228817,218087,212265,4647,620
Malaysia,Pahang,Raub,2011,30,228817,217605,211793,4647,620
Malaysia,Pahang,Raub,2011,50,228817,215033,208297,4647,618
Malaysia,Pahang,Raub,2011,75,228817,203957,197789,4647,607
Malaysia,Pahang,Rompin,2011,0,507197,507197,507197,19082,27174
Malaysia,Pahang,Rompin,2011,10,507197,469377,423524,19082,27124
Malaysia,Pahang,Rompin,2011,15,507197,467741,420314,19082,27120
Malaysia,Pahang,Rompin,2011,20,507197,466459,417395,19082,27115
Malaysia,Pahang,Rompin,2011,25,507197,465685,415467,19082,27112
Malaysia,Pahang,Rompin,2011,30,507197,464503,413310,19082,27109
Malaysia,Pahang,Rompin,2011,50,507197,458213,398632,19082,27075
Malaysia,Pahang,Rompin,2011,75,507197,436225,365397,19082,26826
Malaysia,Pahang,Temerloh,2011,0,227604,227604,227604,10640,3252
Malaysia,Pahang,Temerloh,2011,10,227604,206322,202773,10640,3240
Malaysia,Pahang,Temerloh,2011,15,227604,205465,201813,10640,3240
Malaysia,Pahang,Temerloh,2011,20,227604,204764,201005,10640,3239
Malaysia,Pahang,Temerloh,2011,25,227604,204387,200367,10640,3238
Malaysia,Pahang,Temerloh,2011,30,227604,203724,199646,10640,3237
Malaysia,Pahang,Temerloh,2011,50,227604,199898,194789,10640,3228
Malaysia,Pahang,Temerloh,2011,75,227604,181179,179971,10640,3162
Malaysia,Perak,Batang Padang,2011,0,274728,274728,274728,10882,2330
Malaysia,Perak,Batang Padang,2011,10,274728,243617,236641,10882,2328
Malaysia,Perak,Batang Padang,2011,15,274728,242317,235167,10882,2327
Malaysia,Perak,Batang Padang,2011,20,274728,241543,234407,10882,2327
Malaysia,Perak,Batang Padang,2011,25,274728,240954,233577,10882,2327
Malaysia,Perak,Batang Padang,2011,30,274728,239889,232733,10882,2326
Malaysia,Perak,Batang Padang,2011,50,274728,235664,227638,10882,2323
Malaysia,Perak,Batang Padang,2011,75,274728,221173,215337,10882,2286
Malaysia,Perak,Hilir Perak,2011,0,178644,178644,178644,11560,2069
Malaysia,Perak,Hilir Perak,2011,10,178644,133294,133222,11560,2065
Malaysia,Perak,Hilir Perak,2011,15,178644,131863,130714,11560,2064
Malaysia,Perak,Hilir Perak,2011,20,178644,130741,129912,11560,2063
Malaysia,Perak,Hilir Perak,2011,25,178644,130032,128896,11560,2063
Malaysia,Perak,Hilir Perak,2011,30,178644,128350,127482,11560,2062
